三月销售汇总表-店铺,三月销售汇总表-分类,三月销售汇总表-货品名称,三月销售汇总表-发货总量,三月销售汇总表-退货总量,三月销售汇总表-实际销售量,三月销售汇总表-发货总金额,三月销售汇总表-货品总成本,三月销售汇总表-货品总利润,三月销售汇总表-退货总金额,三月销售汇总表-退货总成本,三月销售汇总表-实际销售额,三月销售汇总表-实际总成本,三月销售汇总表-实际总利润,三月销售汇总表-赠品数量,快递费总金额
巧渔夫旗舰店,线上配节,配节-（新）龙战悍6H尊享2A(36/45),5,0,5,60,0,60,0,0,60,0,60,0.0,
巧渔夫旗舰店,线上配节,配节-（新）龙战悍6H尊享4A(45),2,0,2,30,0,30,0,0,30,0,30,0.0,
巧渔夫旗舰店,线上配节,配节-（新）龙战悍6H尊享1A(39),4,0,4,50,0,50,0,0,50,0,50,0.0,
巧渔夫旗舰店,线上配节,配节-（新）龙战悍6H尊享2A(39),1,0,1,5,0,5,0,0,5,0,5,0.0,
巧渔夫旗舰店,线上配节,配节-（新）龙战悍6H尊享1A(48/57),8,0,8,83,0,83,0,0,83,0,83,0.0,
巧渔夫旗舰店,线上配节,配节-（新）龙战悍6H尊享2A(48/57),7,0,7,65,0,65,0,0,65,0,65,0.0,
巧渔夫旗舰店,线上配节,配节-（新）龙战悍6H尊享3A(48/57),2,0,2,23,0,23,0,0,23,0,23,0.0,
巧渔夫旗舰店,线上配节,配节-（新）龙战悍6H尊享4A(48/57),1,0,1,15,0,15,0,0,15,0,15,0.0,
巧渔夫旗舰店,线上配节,配节-（新）龙战悍6H尊享1A(54),4,0,4,38,0,38,0,0,38,0,38,0.0,
巧渔夫旗舰店,线上配节,配节-（新）龙战悍6H尊享1A(63/72),11,0,11,75,0,75,0,0,75,0,75,2.0,
巧渔夫旗舰店,线上配节,配节-（新）龙战悍6H尊享2A(63/72),8,0,8,66,0,66,0,0,66,0,66,0.0,
巧渔夫旗舰店,线上配节,配节-（新）龙战悍6H尊享3A(63/72),3,0,3,26,0,26,0,0,26,0,26,0.0,
巧渔夫旗舰店,线上配节,配节-（新）龙战悍6H尊享4A(63/72),1,0,1,4,0,4,0,0,4,0,4,0.0,
巧渔夫旗舰店,线上配节,配节-（新）龙战悍6H尊享5A(63/72),3,0,3,26,0,26,0,0,26,0,26,0.0,
巧渔夫旗舰店,线上配节,配节-（新）龙战悍5H尊享1A(36/45),2,0,2,23,0,23,0,0,23,0,23,0.0,
巧渔夫旗舰店,线上配节,配节-（新）龙战悍5H尊享2A(36/45),1,0,1,15,0,15,0,0,15,0,15,0.0,
巧渔夫旗舰店,线上配节,配节-（新）龙战悍5H尊享1A(39),1,0,1,8,0,8,0,0,8,0,8,0.0,
巧渔夫旗舰店,线上配节,配节-龙战技4H2A(36),1,0,1,15,0,15,0,0,15,0,15,0.0,
巧渔夫旗舰店,线上配节,配节-龙战技4H1A(45),6,0,6,75,0,75,0,0,75,0,75,0.0,
巧渔夫旗舰店,线上配节,配节-龙战技4H2A(45),2,0,2,30,0,30,0,0,30,0,30,0.0,
巧渔夫旗舰店,线上配节,配节-龙战技4H1A(54),6,0,6,60,0,60,0,0,60,0,60,1.0,
巧渔夫旗舰店,线上配节,配节-龙战技4H2A(54),3,0,3,35,0,35,0,0,35,0,35,0.0,
巧渔夫旗舰店,线上配节,配节-龙战技4H3A(54),1,0,1,5,0,5,0,0,5,0,5,0.0,
巧渔夫旗舰店,线上配节,配节-龙战技4H4A(54),1,0,1,5,0,5,0,0,5,0,5,0.0,
巧渔夫旗舰店,线上配节,配节-龙战技4H1A(63/72),5,0,5,45,0,45,0,0,45,0,45,0.0,
巧渔夫旗舰店,线上配节,配节-龙战技4H2A(63/72),3,0,3,38,0,38,0,0,38,0,38,0.0,
巧渔夫旗舰店,线上配节,配节-龙战技4H3A(63/72),1,0,1,15,0,15,0,0,15,0,15,0.0,
巧渔夫旗舰店,线上配节,配节-龙战技4H6A(72),1,0,1,15,0,15,0,0,15,0,15,0.0,
巧渔夫旗舰店,线上配节,配节-龙战技5H1A(36),2,0,2,15,0,15,0,0,15,0,15,1.0,
巧渔夫旗舰店,线上配节,配节-龙战技5H1A(45),4,0,4,60,0,60,0,0,60,0,60,0.0,
巧渔夫旗舰店,线上配节,配节-龙战技5H2A(45),1,0,1,15,0,15,0,0,15,0,15,0.0,
巧渔夫旗舰店,线上配节,配节-龙战技5H1A(39/48/57),2,0,2,5,0,5,0,0,5,0,5,0.0,
巧渔夫旗舰店,线上配节,配节-龙战技5H2A(39/48/57),3,0,3,35,0,35,0,0,35,0,35,0.0,
巧渔夫旗舰店,线上配节,配节-龙战技5H3A(48/57),2,0,2,5,0,5,0,0,5,0,5,1.0,
巧渔夫旗舰店,线上配节,配节-龙战技5H1A(54/63/72/81),6,0,6,63,0,63,0,0,63,0,63,0.0,
巧渔夫旗舰店,线上配节,配节-龙战技5H2A(81),1,0,1,8,0,8,0,0,8,0,8,0.0,
巧渔夫旗舰店,线上配节,配节-龙战技5H3A(54/63/72),1,0,1,15,0,15,0,0,15,0,15,0.0,
巧渔夫旗舰店,线上配节,配节-龙战技5H3A(81),2,0,2,13,0,13,0,0,13,0,13,0.0,
巧渔夫旗舰店,线上配节,配节-龙战技5H4A(54/63/72),1,0,1,0,0,0,0,0,0,0,0,1.0,
巧渔夫旗舰店,线上配节,配节-龙战技5H4A(81),1,0,1,5,0,5,0,0,5,0,5,0.0,
巧渔夫旗舰店,线上配节,配节-龙战技5H5A(81),1,0,1,5,0,5,0,0,5,0,5,0.0,
巧渔夫旗舰店,线上配节,配节-龙战技5H6A(81),1,0,1,8,0,8,0,0,8,0,8,0.0,
巧渔夫旗舰店,线上配节,配节-龙战技5H7A(81),1,0,1,15,0,15,0,0,15,0,15,0.0,
巧渔夫旗舰店,线上配节,配节-龙战技6H1A(39),1,0,1,15,0,15,0,0,15,0,15,0.0,
巧渔夫旗舰店,线上配节,配节-龙战技6H1A(45),4,0,4,50,0,50,0,0,50,0,50,0.0,
巧渔夫旗舰店,线上配节,配节-龙战技6H2A(45),2,0,2,20,0,20,0,0,20,0,20,0.0,
巧渔夫旗舰店,线上配节,配节-龙战技6H1A(48),3,0,3,28,0,28,0,0,28,0,28,0.0,
巧渔夫旗舰店,线上配节,配节-龙战技6H1A(54/63/72/81),3,0,3,45,0,45,0,0,45,0,45,0.0,
巧渔夫旗舰店,线上配节,配节-龙战技6H2A(54/63/72/81),1,0,1,15,0,15,0,0,15,0,15,0.0,
巧渔夫旗舰店,线上鱼竿,龙战江湖大物（轻量版）6.3,1,0,1,289,190,99,0,0,289,190,99,0.0,
巧渔夫旗舰店,线上鱼竿,龙战江湖大物（轻量版）7.2,2,0,2,598,420,178,0,0,598,420,178,0.0,
巧渔夫旗舰店,装备,赠品竿稍,5807,2,5805,0,0,0,0,0,0,0,0,5627.0,
巧渔夫旗舰店,线上鱼竿,龙战江湖大物（轻量版）3.6,1,0,1,189,115,74,0,0,189,115,74,0.0,
巧渔夫旗舰店,线上鱼竿,龙战江湖大物（轻量版）8.1,1,0,1,329,240,89,0,0,329,240,89,0.0,
巧渔夫旗舰店,线,魁攻大物线组5.4*5.0#,2,0,2,0,35,(35),0,0,0,35,(35),2.0,
巧渔夫旗舰店,线,魁攻大物线组5.4*6.0#,3,0,3,0,53,(53),0,0,0,53,(53),3.0,
巧渔夫旗舰店,线,魁攻大物线组6.3*5.0#,1,0,1,0,18,(18),0,0,0,18,(18),1.0,
巧渔夫旗舰店,线,魁攻大物线组7.2*5.0#,2,0,2,0,35,(35),0,0,0,35,(35),2.0,
巧渔夫旗舰店,线,魁攻大物线组7.2*6.0#,1,0,1,0,18,(18),0,0,0,18,(18),1.0,
巧渔夫旗舰店,线,魁攻大物线组8.1*6.0#,2,0,2,0,35,(35),0,0,0,35,(35),2.0,
巧渔夫旗舰店,线,魁攻大物线组8.1*10#,2,0,2,0,35,(35),0,0,0,35,(35),2.0,
巧渔夫旗舰店,线,魁攻大物线组9*6.0#,2,0,2,0,35,(35),0,0,0,35,(35),2.0,
巧渔夫旗舰店,线,魁攻大物线组10*8.0#,1,0,1,0,18,(18),0,0,0,18,(18),1.0,
巧渔夫旗舰店,钩,龙战子线仕挂伊势尼（带刺）7#钩1.5#子线,1,0,1,10,2,7,0,0,10,2,7,0.0,
巧渔夫旗舰店,钩,龙战子线仕挂伊势尼（带刺）8#钩2.0#子线,1,0,1,5,2,2,0,0,5,2,2,0.0,
巧渔夫旗舰店,钩,龙战子线仕挂伊势尼（带刺）12#钩4.0#子线,1,0,1,10,2,7,0,0,10,2,7,0.0,
巧渔夫旗舰店,钩,龙战子线仕挂金袖有刺2#钩0.4#子线,2,0,2,20,5,15,0,0,20,5,15,0.0,
巧渔夫旗舰店,钩,龙战子线仕挂金袖有刺5#钩0.6#子线,1,0,1,10,2,7,0,0,10,2,7,0.0,
巧渔夫旗舰店,线上鱼竿,龙战江湖大物（轻量版）9.0,3,0,3,1107,810,297,0,0,1107,810,297,0.0,
巧渔夫旗舰店,线上鱼竿,龙战江湖大物（轻量版）10.0,5,0,5,1945,1636,309,0,0,1945,1636,309,0.0,
巧渔夫旗舰店,线上配节,配节-龙战江湖大物（轻量版）1A(39/48/57),1,0,1,15,0,15,0,0,15,0,15,0.0,
巧渔夫旗舰店,线上配节,配节-龙战江湖大物（轻量版）1A(54/63/72/81),3,0,3,45,0,45,0,0,45,0,45,0.0,
巧渔夫旗舰店,线上配节,配节-龙战江湖大物（轻量版）3A(54/63/72/81),1,0,1,8,0,8,0,0,8,0,8,0.0,
巧渔夫旗舰店,线上配节,配节-龙战江湖大物（轻量版）4A(54/63/72/81),1,0,1,8,0,8,0,0,8,0,8,0.0,
巧渔夫旗舰店,线上配节,配节-龙战江湖大物（轻量版）5A(63/72/81),1,0,1,0,0,0,0,0,0,0,0,0.0,
巧渔夫旗舰店,线上配节,配节-龙战江湖大物（轻量版）6A(72/81),1,0,1,0,0,0,0,0,0,0,0,0.0,
巧渔夫旗舰店,线上配节,配节-龙战江湖大物（轻量版）1A(9/10),2,0,2,23,0,23,0,0,23,0,23,0.0,
巧渔夫旗舰店,线上配节,配节-龙战江湖大物（轻量版）2A(9/10),2,0,2,15,0,15,0,0,15,0,15,0.0,
巧渔夫旗舰店,线下配节,配节-魁战悍12H 3.9-1A,2,0,2,0,0,0,0,0,0,0,0,2.0,
巧渔夫旗舰店,线下配节,配节-羽战悍·羽六6.3/7.2-1A,1,0,1,15,0,15,0,0,15,0,15,0.0,
巧渔夫旗舰店,线下配节,配节-魁战悍10H3.3-2A,1,0,1,15,0,15,0,0,15,0,15,0.0,
巧渔夫旗舰店,线下配节,配节-帝战羽〈铂金版〉4.5-1A,3,0,3,50,0,50,0,0,50,0,50,1.0,
巧渔夫旗舰店,线下配节,配节-帝战羽〈铂金版〉5.4-1A,1,0,1,0,0,0,0,0,0,0,0,1.0,
巧渔夫旗舰店,线下配节,配节-帝战羽〈铂金版〉6.3/8.1-1A,1,0,1,35,0,35,0,0,35,0,35,0.0,
巧渔夫旗舰店,线下配节,配节-魁战悍9H 3.0-2A,1,0,1,15,0,15,0,0,15,0,15,0.0,
巧渔夫旗舰店,线下配节,配节-魁战粹（尊享/典藏/铂金）3.6/4.5-1A,1,0,1,35,0,35,0,0,35,0,35,0.0,
巧渔夫旗舰店,线下配节,配节-魁战粹（尊享/典藏/铂金）3.9/4.8-1A,1,0,1,20,0,20,0,0,20,0,20,0.0,
巧渔夫旗舰店,线下配节,配节-魁战悍9H 4.5-1A,1,0,1,15,0,15,0,0,15,0,15,0.0,
巧渔夫旗舰店,线下配节,配节-龙战江湖X3.5\7.2/9.0-5A,1,0,1,15,0,15,0,0,15,0,15,0.0,
巧渔夫旗舰店,线下配节,配节-羽战悍·羽五4.5-1A,1,0,1,15,0,15,0,0,15,0,15,0.0,
巧渔夫旗舰店,线下配节,配节-帝战羽（轻奢）4.8-1A,1,0,1,0,0,0,0,0,0,0,0,1.0,
巧渔夫旗舰店,线下配节,配节-帝战羽（轻奢）3.9-1A,1,0,1,15,0,15,0,0,15,0,15,0.0,
巧渔夫旗舰店,线下配节,配节-帝战羽（轻奢）6.3-1A,1,0,1,0,0,0,0,0,0,0,0,1.0,
巧渔夫旗舰店,线下配节,配节-帝战羽（轻奢）6.3-2A,1,0,1,0,0,0,0,0,0,0,0,1.0,
巧渔夫旗舰店,线下配节,配节-帝战羽（轻奢）6.3-5A,1,0,1,15,0,15,0,0,15,0,15,0.0,
巧渔夫旗舰店,线下配节,配节-魁战羽·尊享版/1(540/720) 2 3代540/630-1A,1,0,1,15,0,15,0,0,15,0,15,0.0,
巧渔夫旗舰店,线下配节,配节-魁战羽·尊享版/1（540/720） 2 3代540/630-2A,1,0,1,0,0,0,0,0,0,0,0,1.0,
巧渔夫旗舰店,线下配节,配节-魁战悍6H典藏3.6/4.5-2A,1,0,1,15,0,15,0,0,15,0,15,0.0,
巧渔夫旗舰店,线下配节,配节-魁战悍6H典藏3.9/4.8-1A,1,0,1,0,0,0,0,0,0,0,0,1.0,
巧渔夫旗舰店,线下配节,配节-帝战悍8H3.9-2A,1,0,1,45,0,45,0,0,45,0,45,0.0,
巧渔夫旗舰店,线下配节,配节-魁战粹（尊享/铂金）5.4/9.0-1A,1,0,1,60,0,60,0,0,60,0,60,0.0,
巧渔夫旗舰店,线下配节,配节-魁战悍5H典藏3.6/4.5-1A,2,0,2,30,0,30,0,0,30,0,30,0.0,
巧渔夫旗舰店,线下配节,配节-魁战悍5H典藏3.6/4.5-2A,1,0,1,0,0,0,0,0,0,0,0,1.0,
巧渔夫旗舰店,线下配节,配节-帝战悍6H II代5.4/6.3-2A,1,0,1,15,0,15,0,0,15,0,15,0.0,
巧渔夫旗舰店,线下配节,配节-帝战悍6H II代3.6/4.5-2A,1,0,1,96,0,96,0,0,96,0,96,0.0,
巧渔夫旗舰店,线下配节,配节-帝战典藏4.8-3A,1,0,1,85,0,85,0,0,85,0,85,0.0,
巧渔夫旗舰店,线下配节,配节-龙战江湖X55.4/6.3-2A,2,0,2,53,0,53,0,0,53,0,53,0.0,
巧渔夫旗舰店,无,看备注检查,113,0,113,1729,0,1729,0,0,1729,0,1729,49.0,
巧渔夫旗舰店,线上鱼竿,捷报连鲢4.5m,2,0,2,568,310,258,0,0,568,310,258,0.0,
巧渔夫旗舰店,线上鱼竿,捷报连鲢5.4m,3,1,2,728,555,173,360,185,368,370,(2),0.0,
巧渔夫旗舰店,线上鱼竿,捷报连鲢6.3m,1,0,1,432,215,217,0,0,432,215,217,0.0,
巧渔夫旗舰店,线上鱼竿,捷报连鲢7.2m,21,4,17,8776,5355,3421,1755,1020,7021,4335,2686,1.0,
巧渔夫旗舰店,线上鱼竿,捷报连鲢8.1m,4,1,3,2129,1220,909,532,305,1597,915,682,0.0,
巧渔夫旗舰店,线上鱼竿,捷报连鲢9m,2,0,2,1218,710,508,0,0,1218,710,508,0.0,
巧渔夫旗舰店,线上配节,配节-捷报连鲢1A54/63,1,0,1,8,0,8,0,0,8,0,8,0.0,
巧渔夫旗舰店,线上配节,配节-捷报连鲢1A72/81/90,5,0,5,45,0,45,0,0,45,0,45,2.0,
巧渔夫旗舰店,线上配节,配节-捷报连鲢2A72/81/90,3,0,3,70,0,70,0,0,70,0,70,0.0,
巧渔夫旗舰店,线上配节,配节-龙战尊1A(54),2,0,2,20,0,20,0,0,20,0,20,0.0,
巧渔夫旗舰店,鱼竿配件,前堵-龙战技4H（45）,1,0,1,8,2,6,0,0,8,2,6,0.0,
巧渔夫旗舰店,鱼竿配件,尾丝-龙战悍6H（63）,1,0,1,15,3,13,0,0,15,3,13,0.0,
巧渔夫旗舰店,线下装备,第三款防晒服3XL,2,0,2,15,143,(128),0,0,15,143,(128),1.0,
巧渔夫旗舰店,线下鱼竿,青龙令7.5K4.5m,1,0,1,805,195,610,0,0,805,195,610,0.0,
巧渔夫旗舰店,线下鱼竿,青龙令7.5K5.4m,1,0,1,950,235,715,0,0,950,235,715,0.0,
巧渔夫旗舰店,线下鱼竿,青龙令5.5K5.4m,1,0,1,855,225,630,0,0,855,225,630,0.0,
巧渔夫旗舰店,线下鱼竿,青龙令3.0K8.1m,1,0,1,1506,402,1104,0,0,1506,402,1104,0.0,
巧渔夫旗舰店,线下赠品,第四款防晒服（层云白）M,1,0,1,149,73,76,0,0,149,73,76,0.0,
巧渔夫旗舰店,线下赠品,第四款防晒服（军绿）M,1,1,0,149,73,76,149,73,0,0,0,0.0,
巧渔夫旗舰店,线下赠品,第四款防晒服（军绿）L,1,0,1,149,73,76,0,0,149,73,76,0.0,
巧渔夫旗舰店,线上鱼竿,龙战技经典版3.6,15,1,14,1148,1725,(577),66,115,1082,1610,(528),0.0,
巧渔夫旗舰店,线上鱼竿,龙战技经典版4.5,33,6,27,3638,4790,(1151),638,871,3000,3918,(918),0.0,
巧渔夫旗舰店,线上鱼竿,龙战技经典版5.4,35,3,32,4453,6125,(1672),458,525,3995,5600,(1605),0.0,
巧渔夫旗舰店,线上鱼竿,龙战技经典版6.3,44,5,39,6991,9020,(2029),829,1025,6162,7995,(1833),0.0,
巧渔夫旗舰店,线上鱼竿,龙战技经典版7.2,47,8,39,8480,11045,(2565),1745,1880,6735,9165,(2430),0.0,
巧渔夫旗舰店,线上鱼竿,龙战技经典版8.1,18,5,13,3554,4770,(1216),1091,1325,2463,3445,(982),0.0,
巧渔夫旗舰店,线上鱼竿,龙战技经典版9.0,9,2,7,1998,2655,(657),390,590,1608,2065,(457),0.0,
巧渔夫旗舰店,线上鱼竿,龙战技轻量版3.6,22,1,21,2392,2640,(248),124,120,2269,2520,(251),0.0,
巧渔夫旗舰店,线上鱼竿,龙战技轻量版4.5,85,8,77,10661,13175,(2514),1424,1240,9236,11935,(2699),1.0,
巧渔夫旗舰店,线上鱼竿,龙战技轻量版5.4,108,20,88,17952,18927,(975),3848,3607,14104,15321,(1216),0.0,
巧渔夫旗舰店,线上鱼竿,龙战技轻量版6.3,91,22,69,17243,19565,(2322),5099,4730,12144,14835,(2691),1.0,
巧渔夫旗舰店,线上鱼竿,龙战技轻量版7.2,130,38,92,29451,33150,(3699),10295,9690,19156,23460,(4304),1.0,
巧渔夫旗舰店,鱼竿配件,发光尾丝-龙战技轻量36/39,76,3,73,8933,449,8484,439,18,8495,431,8063,0.0,
巧渔夫旗舰店,鱼竿配件,发光尾丝-龙战技轻量4.5/4.8/5.4/5.7,227,24,203,33530,1609,31921,4041,170,29489,1439,28050,4.0,
巧渔夫旗舰店,鱼竿配件,发光尾丝-龙战技轻量6.3,87,15,72,16024,635,15389,3269,110,12755,526,12229,1.0,
巧渔夫旗舰店,鱼竿配件,发光尾丝-龙战技轻量7.2/8.1,132,28,104,29353,1045,28307,7714,221,21639,824,20815,5.0,
巧渔夫旗舰店,鱼竿配件,发光尾丝-龙战技经典3.6,15,1,14,1148,36,1112,66,2,1082,34,1049,0.0,
巧渔夫旗舰店,鱼竿配件,发光尾丝-龙战技经典4.5,30,6,24,3257,66,3191,638,13,2619,53,2566,0.0,
巧渔夫旗舰店,鱼竿配件,发光尾丝-龙战技经典5.4,32,3,29,4048,57,3991,458,5,3590,52,3539,0.0,
巧渔夫旗舰店,鱼竿配件,发光尾丝-龙战技经典6.3,41,4,37,6336,54,6282,609,5,5727,49,5678,0.0,
巧渔夫旗舰店,鱼竿配件,发光尾丝-龙战技经典7.2,45,6,39,7991,38,7953,1255,5,6736,33,6703,0.0,
巧渔夫旗舰店,鱼竿配件,发光尾丝-龙战技经典8.1,17,3,14,3381,20,3362,748,3,2633,16,2617,0.0,
巧渔夫旗舰店,鱼竿配件,发光尾丝-龙战技经典9.0,9,2,7,1998,22,1976,390,5,1608,17,1591,0.0,
巧渔夫旗舰店,线上配节,配节-龙战技经典版1A-9.0,8,2,6,1369,0,1369,390,0,979,0,979,1.0,
巧渔夫旗舰店,线上配节,配节-龙战技轻量版1A-3.6,16,0,16,1039,0,1039,0,0,1039,0,1039,1.0,
巧渔夫旗舰店,线上配节,配节-龙战技轻量版2A-3.6,3,0,3,45,0,45,0,0,45,0,45,0.0,
巧渔夫旗舰店,线上配节,配节-龙战技轻量版3A-3.6,1,0,1,15,0,15,0,0,15,0,15,0.0,
巧渔夫旗舰店,线上配节,配节-龙战技轻量版1A-4.5,159,4,155,7791,0,7791,426,0,7365,0,7365,16.0,
巧渔夫旗舰店,线上配节,配节-龙战技轻量版2A-4.5,5,0,5,38,0,38,0,0,38,0,38,1.0,
巧渔夫旗舰店,线上配节,配节-龙战技轻量版3A-4.5,1,0,1,0,0,0,0,0,0,0,0,1.0,
巧渔夫旗舰店,线上配节,配节-龙战技轻量版1A-5.4,135,11,124,9795,0,9795,1851,0,7944,0,7944,17.0,
巧渔夫旗舰店,线上配节,配节-龙战技轻量版2A-5.4,13,0,13,227,0,227,0,0,227,0,227,2.0,
巧渔夫旗舰店,线上配节,配节-龙战技轻量版3A-5.4,3,0,3,15,0,15,0,0,15,0,15,2.0,
巧渔夫旗舰店,线上配节,配节-龙战技轻量版4A-5.4,2,0,2,15,0,15,0,0,15,0,15,1.0,
巧渔夫旗舰店,线上配节,配节-龙战技轻量版1A-6.3/8.1,279,29,250,23950,0,23950,6244,0,17706,0,17706,23.0,
巧渔夫旗舰店,线上配节,配节-龙战技轻量版2A-6.3/8.1,46,1,45,451,0,451,8,0,444,0,444,7.0,
巧渔夫旗舰店,线上配节,配节-龙战技轻量版3A-6.3/8.1,13,1,12,81,0,81,8,0,74,0,74,2.0,
巧渔夫旗舰店,线上配节,配节-龙战技轻量版4A-6.3/8.1,11,0,11,114,0,114,0,0,114,0,114,0.0,
巧渔夫旗舰店,线上配节,配节-龙战技轻量版5A-6.3/8.1,12,0,12,95,0,95,0,0,95,0,95,3.0,
巧渔夫旗舰店,线上配节,配节-龙战技轻量版6A-7.2/8.1,3,0,3,13,0,13,0,0,13,0,13,1.0,
巧渔夫旗舰店,线上手把,手把-龙战技轻量版4.5,1,0,1,15,0,15,0,0,15,0,15,0.0,
巧渔夫旗舰店,线上配节,配节-龙战技经典版1A-3.6/4.5,44,6,38,3740,0,3740,565,0,3175,0,3175,1.0,
巧渔夫旗舰店,线上配节,配节-龙战技经典版2A-3.6/4.5,3,0,3,23,0,23,0,0,23,0,23,0.0,
巧渔夫旗舰店,线上配节,配节-龙战技经典版1A-5.4/8.1,126,13,113,16835,0,16835,2234,0,14601,0,14601,1.0,
巧渔夫旗舰店,线上配节,配节-龙战技经典版2A-5.4/8.1,3,0,3,0,0,0,0,0,0,0,0,1.0,
巧渔夫旗舰店,线上配节,配节-龙战技经典版3A-5.4/8.1,1,0,1,0,0,0,0,0,0,0,0,0.0,
巧渔夫旗舰店,线上配节,配节-龙战技经典版5A-6.3/8.1,1,0,1,15,0,15,0,0,15,0,15,0.0,
巧渔夫旗舰店,钩,竞技偷驴钩号5#线号0.4/0.6,3,0,3,0,58,(58),0,0,0,58,(58),3.0,
巧渔夫旗舰店,钩,竞技偷驴钩号5#线号0.6/0.8,18,2,16,0,346,(346),0,38,0,307,(307),18.0,
巧渔夫旗舰店,钩,竞技偷驴钩号6#线号0.4/0.6,25,4,21,0,480,(480),0,77,0,403,(403),25.0,
巧渔夫旗舰店,钩,竞技偷驴钩号7#线号0.4/0.6,12,1,11,0,230,(230),0,19,0,211,(211),12.0,
巧渔夫旗舰店,钩,竞技偷驴钩号8#线号0.4/0.6,15,0,15,0,288,(288),0,0,0,288,(288),15.0,
巧渔夫旗舰店,钩,竞技偷驴钩号8#线号0.6/0.8,2,1,1,0,38,(38),0,19,0,19,(19),2.0,
巧渔夫旗舰店,钩,竞技偷驴钩号8#线号0.8/1.0,6,0,6,0,115,(115),0,0,0,115,(115),6.0,
巧渔夫旗舰店,钩,竞技偷驴钩号9#线号0.4/0.6,2,0,2,0,38,(38),0,0,0,38,(38),2.0,
巧渔夫旗舰店,钩,竞技偷驴钩号9#线号0.6/0.8,110,10,100,0,2112,(2112),0,192,0,1920,(1920),110.0,
巧渔夫旗舰店,钩,竞技偷驴钩号9#线号0.8/1.0,11,1,10,0,211,(211),0,19,0,192,(192),11.0,
巧渔夫旗舰店,钩,竞技偷驴钩号10#线号0.6/0.8,2,1,1,0,38,(38),0,19,0,19,(19),2.0,
巧渔夫旗舰店,钩,竞技偷驴钩号10#线号0.8/1.0,5,0,5,0,96,(96),0,0,0,96,(96),5.0,
巧渔夫旗舰店,钩,竞技偷驴钩号10#线号1.0/1.2,34,3,31,0,653,(653),0,58,0,595,(595),34.0,
巧渔夫旗舰店,钩,正钓小炮钩号6#线号0.4/0.6,2,0,2,0,38,(38),0,0,0,38,(38),2.0,
巧渔夫旗舰店,钩,正钓小炮钩号6#线号0.6/0.8,7,0,7,0,134,(134),0,0,0,134,(134),7.0,
巧渔夫旗舰店,钩,正钓小炮钩号7#线号0.4/0.6,3,0,3,0,58,(58),0,0,0,58,(58),3.0,
巧渔夫旗舰店,钩,正钓小炮钩号8#线号0.4/0.6,5,1,4,0,96,(96),0,19,0,77,(77),5.0,
巧渔夫旗舰店,钩,正钓小炮钩号8#线号0.8/1.0,17,0,17,0,326,(326),0,0,0,326,(326),17.0,
巧渔夫旗舰店,钩,正钓小炮钩号9#线号0.4/0.6,5,1,4,0,96,(96),0,19,0,77,(77),5.0,
巧渔夫旗舰店,钩,正钓小炮钩号9#线号0.6/0.8,12,1,11,100,230,(131),0,19,100,211,(111),10.0,
巧渔夫旗舰店,钩,正钓小炮钩号9#线号1.0/1.2,15,1,14,250,288,(39),50,19,200,269,(69),10.0,
巧渔夫旗舰店,钩,正钓小炮钩号10#线号0.6/0.8,2,0,2,0,38,(38),0,0,0,38,(38),2.0,
巧渔夫旗舰店,钩,正钓小炮钩号10#线号0.8/1.0,6,0,6,0,115,(115),0,0,0,115,(115),6.0,
巧渔夫旗舰店,钩,正钓小炮钩号11#线号0.6/0.8,2,0,2,0,38,(38),0,0,0,38,(38),2.0,
巧渔夫旗舰店,钩,正钓小炮钩号11#线号1.0/1.2,1,0,1,0,19,(19),0,0,0,19,(19),1.0,
巧渔夫旗舰店,钩,正钓小炮钩号11#线号1.2/1.5,6,0,6,0,115,(115),0,0,0,115,(115),6.0,
巧渔夫旗舰店,钩,飞磕大炮钩号7#线号0.6/0.8,16,1,15,0,304,(304),0,19,0,285,(285),16.0,
巧渔夫旗舰店,钩,飞磕大炮钩号7#线号0.8/1.0,13,1,12,50,239,(189),0,18,50,220,(171),12.0,
巧渔夫旗舰店,钩,飞磕大炮钩号7#线号1.0/1.2,10,0,10,0,192,(192),0,0,0,192,(192),10.0,
巧渔夫旗舰店,钩,飞磕大炮钩号8#线号0.6/0.8,7,1,6,0,133,(133),0,19,0,114,(114),7.0,
巧渔夫旗舰店,钩,飞磕大炮钩号8#线号0.8/1.0,13,2,11,0,250,(250),0,38,0,211,(211),13.0,
巧渔夫旗舰店,钩,飞磕大炮钩号8#线号1.0/1.2,6,0,6,0,115,(115),0,0,0,115,(115),6.0,
巧渔夫旗舰店,钩,飞磕大炮钩号8#线号1.2/1.5,3,1,2,0,58,(58),0,19,0,38,(38),3.0,
巧渔夫旗舰店,钩,飞磕大炮钩号8#线号1.5/2.0,2,0,2,0,38,(38),0,0,0,38,(38),2.0,
巧渔夫旗舰店,钩,飞磕大炮钩号9#线号0.8/1.0,6,0,6,45,115,(70),0,0,45,115,(70),5.0,
巧渔夫旗舰店,钩,飞磕大炮钩号9#线号1.0/1.2,97,12,85,45,1862,(1817),0,230,45,1632,(1587),96.0,
巧渔夫旗舰店,钩,飞磕大炮钩号9#线号1.2/1.5,6,0,6,0,115,(115),0,0,0,115,(115),6.0,
巧渔夫旗舰店,钩,飞磕大炮钩号9#线号1.5/2.0,4,1,3,0,77,(77),0,19,0,58,(58),4.0,
