Order Number,Product,Shop,Date,Unit Price,Quantity,Total Price,Secondary Category
dp663099170919090159718,Yantang Red Date Milk,Tianhe District Convenience Store,9/19/2017,4.5,1,4.5,Dairy Products
dp663099170919090237768,Youyi C Probiotic Lactic Acid Bacteria Beverage,Tianhe District Convenience Store,9/19/2017,7.0,1,7.0,Dairy Products
dp663099170919120632931,Willy's Kissing Burned Braised Beef Flavor,Tianhe District Convenience Store,9/19/2017,1.5,2,3.0,Meat Dried Products/Bean Products/Eggs
dp663099170919120647496,Youyi C Probiotic Lactic Acid Bacteria Beverage,Tianhe District Convenience Store,9/19/2017,7.0,1,7.0,Dairy Products
dp663099170919122030729,Willy's Kissing Burned Braised Beef Flavor,Tianhe District Convenience Store,9/19/2017,1.5,2,3.0,Meat Dried Products/Bean Products/Eggs
dp343235170919123259509,Minute Maid Orange Juice with Pulpy Bits,Yuexiu District Convenience Store,9/19/2017,4.0,1,4.0,Fruit and Vegetable Drink
dp663099170919124544246,Tayi Baobao Porridge,Tianhe District Convenience Store,9/19/2017,7.0,1,7.0,Convenient Instant Food
dp663099170919124544246,Willy's Kissing Burned Braised Beef Flavor,Tianhe District Convenience Store,9/19/2017,1.5,1,1.5,Meat Dried Products/Bean Products/Eggs
dp343235170919130120741,P盼P Hand-Torn Bread,Yuexiu District Convenience Store,9/19/2017,4.0,1,4.0,Biscuits and Pastries
dp343235170919133528823,Vitasoy Lemon Tea,Yuexiu District Convenience Store,9/19/2017,3.5,1,3.5,Tea Beverage
dp343235170919150422424,Cola Cola,Yuexiu District Convenience Store,9/19/2017,3.5,1,3.5,Carbonated beverage
dp343235170919150535247,Youyi C Probiotic Lactic Acid Bacteria Beverage,Yuexiu District Convenience Store,9/19/2017,7.0,1,7.0,Dairy Products
dp663099170919150659516,Sprite,Tianhe District Convenience Store,9/19/2017,3.5,1,3.5,Carbonated beverage
dp343235170919151419227,Sprite,Yuexiu District Convenience Store,9/19/2017,3.5,6,21.0,Carbonated beverage
dp663099170919152033104,Willy's Kissing Burned Braised Beef Flavor,Tianhe District Convenience Store,9/19/2017,1.5,1,1.5,Meat Dried Products/Bean Products/Eggs
dp663099170919161730193,Vitasoy Lemon Tea,Tianhe District Convenience Store,9/19/2017,3.5,1,3.5,Tea Beverage
dp343235170919163458558,Jiabobao,Yuexiu District Convenience Store,9/19/2017,4.5,1,4.5,Tea Beverage
dp343235170919163458558,Vitasoy Lemon Tea,Yuexiu District Convenience Store,9/19/2017,3.5,1,3.5,Tea Beverage
dp343235170919164402536,Vitasoy Lemon Tea,Yuexiu District Convenience Store,9/19/2017,3.5,1,3.5,Tea Beverage
dp343235170919164402536,Nestlé Coffee,Yuexiu District Convenience Store,9/19/2017,7.5,2,15.0,Coffee
dp343235170919164402536,Lay's Potato Chips (Green Lime),Yuexiu District Convenience Store,9/19/2017,8.0,1,8.0,Puffed Food
dp343235170919164402536,Japanese-style fish cake,Yuexiu District Convenience Store,9/19/2017,4.0,1,4.0,Puffed Food
dp343235170919164402536,Youyi C Probiotic Lactic Acid Bacteria Beverage,Yuexiu District Convenience Store,9/19/2017,7.0,2,14.0,Dairy Products
dp343235170919164402536,Vitasoy Original Flavor Soy Milk,Yuexiu District Convenience Store,9/19/2017,3.5,2,7.0,Plant-based protein
dp524775170919173435802,P盼P Hand-Torn Bread,Baiyun District Convenience Store,9/19/2017,4.0,1,4.0,Biscuits and Pastries
dp524775170919173435802,Shuanghui Corn Hot Dog Sausage,Baiyun District Convenience Store,9/19/2017,2.0,2,4.0,Meat Dried Products/Bean Products/Eggs
dp524775170919182912775,Shuanghui Corn Hot Dog Sausage,Baiyun District Convenience Store,9/19/2017,2.0,1,2.0,Meat Dried Products/Bean Products/Eggs
dp524775170919183840141,Uni-President Spicy Old Fermentation Pickled Cabbage Beef Noodles,Baiyun District Convenience Store,9/19/2017,5.5,1,5.5,Convenient Instant Food
dp524775170919183844336,Uni-President Spicy Old Fermentation Pickled Cabbage Beef Noodles,Baiyun District Convenience Store,9/19/2017,5.5,1,5.5,Convenient Instant Food
dp524775170919190309665,Lay's Country Potato Chips,Baiyun District Convenience Store,9/19/2017,4.0,1,4.0,Puffed Food
dp524775170919192510298,Red Bull,Baiyun District Convenience Store,9/19/2017,7.5,1,7.5,Energy Drink
dp663099170919195616782,Nestlé Coffee,Tianhe District Convenience Store,9/19/2017,7.5,1,7.5,Coffee
dp524775170919200801168,Red Bull,Baiyun District Convenience Store,9/19/2017,7.5,1,7.5,Energy Drink
dp663099170919201604474,Mimi Shrimp Strips Malaysian Flavor,Tianhe District Convenience Store,9/19/2017,0.8,2,1.6,Puffed Food
dp663099170919201604474,Jinzai Small Fish,Tianhe District Convenience Store,9/19/2017,1.5,4,6.0,Meat Dried Products/Bean Products/Eggs
dp663099170919201604474,Wuqiong Farm Salt-Baked Egg,Tianhe District Convenience Store,9/19/2017,2.5,1,2.5,Meat Dried Products/Bean Products/Eggs
dp663099170919201629843,Vitasoy Lemon Tea,Tianhe District Convenience Store,9/19/2017,3.5,1,3.5,Tea Beverage
dp524775170920104839659,Red Bull,Baiyun District Convenience Store,9/20/2017,7.5,1,7.5,Energy Drink
dp663099170920111730852,New Wheat Trend Hand-Torn Bread (Raisin Flavor),Tianhe District Convenience Store,9/20/2017,3.5,1,3.5,Biscuits and Pastries
dp663099170920114730758,Willy's Kissing Burned Braised Beef Flavor,Tianhe District Convenience Store,9/20/2017,1.5,1,1.5,Meat Dried Products/Bean Products/Eggs
dp663099170920114730758,Wuqiong Honey Roasted Chicken Legs,Tianhe District Convenience Store,9/20/2017,3.0,1,3.0,Meat Dried Products/Bean Products/Eggs
dp663099170920120419978,Yantang Red Date Milk,Tianhe District Convenience Store,9/20/2017,4.5,1,4.5,Dairy Products
dp663099170920124004692,Cup Noodles (Rich Pork Bone Flavor),Tianhe District Convenience Store,9/20/2017,7.0,1,7.0,Convenient Instant Food
dp524775170920124915139,Yih tea,Baiyun District Convenience Store,9/20/2017,5.5,1,5.5,Tea Beverage
dp343235170920161747891,Vitasoy Lemon Tea,Yuexiu District Convenience Store,9/20/2017,3.5,1,3.5,Tea Beverage
dp343235170920161808414,Powerade (Green Lime),Yuexiu District Convenience Store,9/20/2017,5.0,1,5.0,Energy Drink
dp663099170920171033384,Vitasoy Lemon Tea,Tianhe District Convenience Store,9/20/2017,3.5,1,3.5,Tea Beverage
dp663099170920171204207,Vitasoy Lemon Tea,Tianhe District Convenience Store,9/20/2017,3.5,1,3.5,Tea Beverage
dp663099170920174428778,Oreo Original Cheese,Tianhe District Convenience Store,9/20/2017,8.0,1,8.0,Biscuits and Pastries
dp663099170920174441811,Wuqiong Farm Salt-Baked Egg,Tianhe District Convenience Store,9/20/2017,2.5,2,5.0,Meat Dried Products/Bean Products/Eggs
dp663099170920175322941,Wangzai Milk,Tianhe District Convenience Store,9/20/2017,2.8,1,2.8,Dairy Products
dp663099170920175918276,Wangzai Milk,Tianhe District Convenience Store,9/20/2017,2.8,1,2.8,Dairy Products
dp663099170920182014198,New Malt Trend Natural Yeast Bread (Milk Flavor),Tianhe District Convenience Store,9/20/2017,4.0,1,4.0,Biscuits and Pastries
dp663099170920182103152,Cup Noodles (Rich Pork Bone Flavor),Tianhe District Convenience Store,9/20/2017,7.0,1,7.0,Convenient Instant Food
dp663099170920182103152,Shuanghui Corn Hot Dog Sausage,Tianhe District Convenience Store,9/20/2017,2.0,1,2.0,Meat Dried Products/Bean Products/Eggs
dp663099170920182802633,Uni-President Spicy Old Fermentation Pickled Cabbage Beef Noodles,Tianhe District Convenience Store,9/20/2017,5.5,1,5.5,Convenient Instant Food
dp524775170920184926728,Lizhi Cheese Nabati Cheese Wafer Crackers,Baiyun District Convenience Store,9/20/2017,3.5,1,3.5,Biscuits and Pastries
dp663099170920185745902,Willy's Kissing Burned Braised Beef Flavor,Tianhe District Convenience Store,9/20/2017,1.5,1,1.5,Meat Dried Products/Bean Products/Eggs
dp663099170920193905489,New Wheat Trend Hand-Torn Bread (Raisin Flavor),Tianhe District Convenience Store,9/20/2017,3.5,1,3.5,Biscuits and Pastries
dp663099170920194123939,New Wheat Trend Hand-Torn Bread (Raisin Flavor),Tianhe District Convenience Store,9/20/2017,3.5,1,3.5,Biscuits and Pastries
dp663099170920200540417,Lizhi Cheese Nabati Cheese Wafer Crackers,Tianhe District Convenience Store,9/20/2017,3.5,1,3.5,Biscuits and Pastries
dp663099170920200540417,New Malt Trend Natural Yeast Bread (Milk Flavor),Tianhe District Convenience Store,9/20/2017,4.0,1,4.0,Biscuits and Pastries
dp663099170920200540417,Shuanghui Corn Hot Dog Sausage,Tianhe District Convenience Store,9/20/2017,2.0,2,4.0,Meat Dried Products/Bean Products/Eggs
dp663099170920200540417,Wuqiong Farm Salt-Baked Egg,Tianhe District Convenience Store,9/20/2017,2.5,1,2.5,Meat Dried Products/Bean Products/Eggs
dp663099170920201007991,Willy's Kissing Burned Braised Beef Flavor,Tianhe District Convenience Store,9/20/2017,1.5,1,1.5,Meat Dried Products/Bean Products/Eggs
dp663099170920201007991,Wuqiong Honey Roasted Chicken Legs,Tianhe District Convenience Store,9/20/2017,3.0,1,3.0,Meat Dried Products/Bean Products/Eggs
dp663099170921075058374,Vitasoy Original Flavor Soy Milk,Tianhe District Convenience Store,9/21/2017,3.5,1,3.5,Plant-based protein
dp663099170921085419525,Jiabobao,Tianhe District Convenience Store,9/21/2017,4.5,1,4.5,Tea Beverage
dp343235170921091604193,Sprite,Yuexiu District Convenience Store,9/21/2017,3.5,1,3.5,Carbonated beverage
dp663099170921092242215,Jiabobao,Tianhe District Convenience Store,9/21/2017,4.5,1,4.5,Tea Beverage
dp663099170921092606111,Jinzai Small Fish (Sauce Flavor),Tianhe District Convenience Store,9/21/2017,1.5,1,1.5,Meat Dried Products/Bean Products/Eggs
dp343235170921095644584,Sprite,Yuexiu District Convenience Store,9/21/2017,3.5,1,3.5,Carbonated beverage
dp343235170921115021196,Youyi C Probiotic Lactic Acid Bacteria Beverage,Yuexiu District Convenience Store,9/21/2017,7.0,1,7.0,Dairy Products
dp343235170921120520698,Cola Cola,Yuexiu District Convenience Store,9/21/2017,3.5,3,10.5,Carbonated beverage
dp663099170921123332764,Wangzai Milk,Tianhe District Convenience Store,9/21/2017,2.8,1,2.8,Dairy Products
dp343235170921140823170,Powerade (Green Lime),Yuexiu District Convenience Store,9/21/2017,5.0,1,5.0,Energy Drink
dp343235170921141004788,Minute Maid Orange Juice with Pulpy Bits,Yuexiu District Convenience Store,9/21/2017,4.0,1,4.0,Fruit and Vegetable Drink
dp524775170921155534440,Jiabobao,Baiyun District Convenience Store,9/21/2017,4.5,1,4.5,Tea Beverage
dp663099170921161347817,Vitasoy Original Flavor Soy Milk,Tianhe District Convenience Store,9/21/2017,3.5,1,3.5,Plant-based protein
dp524775170921163838351,Japanese-style fish cake,Baiyun District Convenience Store,9/21/2017,4.0,1,4.0,Puffed Food
dp343235170921165727932,Yih tea,Yuexiu District Convenience Store,9/21/2017,5.5,1,5.5,Tea Beverage
dp663099170921174741678,Willy's Kissing Burned Braised Beef Flavor,Tianhe District Convenience Store,9/21/2017,1.5,2,3.0,Meat Dried Products/Bean Products/Eggs
dp663099170921175621757,Jinzai Small Fish (Spicy Flavor),Tianhe District Convenience Store,9/21/2017,1.5,1,1.5,Meat Dried Products/Bean Products/Eggs
dp524775170921181155115,Vitasoy Lemon Tea,Baiyun District Convenience Store,9/21/2017,3.5,1,3.5,Tea Beverage
dp663099170921190309123,New Wheat Trend Hand-Torn Bread (Raisin Flavor),Tianhe District Convenience Store,9/21/2017,3.5,3,10.5,Biscuits and Pastries
dp663099170922083643408,Jiabobao,Tianhe District Convenience Store,9/22/2017,4.5,1,4.5,Tea Beverage
dp663099170922090742547,Vitasoy Original Flavor Soy Milk,Tianhe District Convenience Store,9/22/2017,3.5,1,3.5,Plant-based protein
dp343235170922092749119,Cola Cola,Yuexiu District Convenience Store,9/22/2017,3.5,1,3.5,Carbonated beverage
dp663099170922103010547,Wangzai Milk,Tianhe District Convenience Store,9/22/2017,2.8,1,2.8,Dairy Products
dp524775170922121214913,Shuanghui Corn Hot Dog Sausage,Baiyun District Convenience Store,9/22/2017,2.0,1,2.0,Meat Dried Products/Bean Products/Eggs
dp343235170922122722824,Minute Maid Orange Juice with Pulpy Bits,Yuexiu District Convenience Store,9/22/2017,4.0,1,4.0,Fruit and Vegetable Drink
dp524775170922122807290,Nongfu Orchard,Baiyun District Convenience Store,9/22/2017,5.5,1,5.5,Fruit and Vegetable Drink
dp343235170922133811640,Vitasoy Lemon Tea,Yuexiu District Convenience Store,9/22/2017,3.5,1,3.5,Tea Beverage
dp524775170922133957570,Red Bull,Baiyun District Convenience Store,9/22/2017,7.5,10,75.0,Energy Drink
dp524775170922135725997,Minute Maid Orange Juice with Pulpy Bits,Baiyun District Convenience Store,9/22/2017,4.0,1,4.0,Fruit and Vegetable Drink
dp343235170922143923793,Cola Cola,Yuexiu District Convenience Store,9/22/2017,3.5,3,10.5,Carbonated beverage
dp524775170922144620110,Sprite,Baiyun District Convenience Store,9/22/2017,3.5,1,3.5,Carbonated beverage
dp663099170922164736130,Willy's Kissing Burned Braised Beef Flavor,Tianhe District Convenience Store,9/22/2017,1.5,2,3.0,Meat Dried Products/Bean Products/Eggs
dp663099170922165920225,Willy's Kissing Burned Braised Beef Flavor,Tianhe District Convenience Store,9/22/2017,1.5,1,1.5,Meat Dried Products/Bean Products/Eggs
dp663099170922180818732,Cup Noodles (Rich Pork Bone Flavor),Tianhe District Convenience Store,9/22/2017,7.0,1,7.0,Convenient Instant Food
dp663099170922185248714,New Malt Trend Natural Yeast Bread (Milk Flavor),Tianhe District Convenience Store,9/22/2017,4.0,1,4.0,Biscuits and Pastries
dp663099170922185307821,New Wheat Trend Hand-Torn Bread (Raisin Flavor),Tianhe District Convenience Store,9/22/2017,3.5,1,3.5,Biscuits and Pastries
dp663099170922185307821,Cup Noodles (Rich Pork Bone Flavor),Tianhe District Convenience Store,9/22/2017,7.0,1,7.0,Convenient Instant Food
dp343235170923095643615,Mimi Shrimp Strips Malaysian Flavor,Yuexiu District Convenience Store,9/23/2017,0.8,1,0.8,Puffed Food
dp663099170923104905148,New Wheat Trend Natural Yeast Bread,Tianhe District Convenience Store,9/23/2017,4.0,1,4.0,Biscuits and Pastries
dp663099170923131251413,Willy's Kissing Burned Mala Chicken Sauce Flavor,Tianhe District Convenience Store,9/23/2017,1.5,2,3.0,Meat Dried Products/Bean Products/Eggs
dp663099170923151701707,Willy's Kissing Burned Mala Chicken Sauce Flavor,Tianhe District Convenience Store,9/23/2017,1.5,1,1.5,Meat Dried Products/Bean Products/Eggs
dp663099170923162800183,Minute Maid Orange Juice with Pulpy Bits,Tianhe District Convenience Store,9/23/2017,4.0,1,4.0,Fruit and Vegetable Drink
dp343235170923165702906,Mimi Shrimp Strips Malaysian Flavor,Yuexiu District Convenience Store,9/23/2017,0.8,1,0.8,Puffed Food
dp343235170923190211866,Mimi Shrimp Strips Malaysian Flavor,Yuexiu District Convenience Store,9/23/2017,0.8,1,0.8,Puffed Food
dp343235170924092433885,Jiabobao,Yuexiu District Convenience Store,9/24/2017,4.5,1,4.5,Tea Beverage
dp343235170924104625725,Jiabobao,Yuexiu District Convenience Store,9/24/2017,4.5,1,4.5,Tea Beverage
dp343235170924112600916,Powerade (Green Lime),Yuexiu District Convenience Store,9/24/2017,5.0,1,5.0,Energy Drink
dp343235170924112600916,Youyi C Probiotic Lactic Acid Bacteria Beverage,Yuexiu District Convenience Store,9/24/2017,4.9,1,4.9,Dairy Products
dp524775170924125206972,Cola Cola,Baiyun District Convenience Store,9/24/2017,3.5,1,3.5,Carbonated beverage
dp524775170924153654111,Jiabobao,Baiyun District Convenience Store,9/24/2017,4.5,1,4.5,Tea Beverage
dp663099170924155612337,Wuqiong Farm Salt-Baked Egg,Tianhe District Convenience Store,9/24/2017,2.5,1,2.5,Meat Dried Products/Bean Products/Eggs
dp663099170924170339544,Nongfu Orchard,Tianhe District Convenience Store,9/24/2017,5.5,1,5.5,Fruit and Vegetable Drink
dp663099170924170655417,Vitasoy Lemon Tea,Tianhe District Convenience Store,9/24/2017,3.5,2,7.0,Tea Beverage
dp663099170924170655417,Lay's Potato Chips (Green Lime),Tianhe District Convenience Store,9/24/2017,8.0,1,8.0,Puffed Food
dp663099170924170655417,Sizhou Su Yishao Barbecue Flavor,Tianhe District Convenience Store,9/24/2017,9.0,1,9.0,Puffed Food
dp663099170924170757400,Nestlé Coffee,Tianhe District Convenience Store,9/24/2017,7.5,2,15.0,Coffee
dp663099170924182147173,Wuqiong Farm Salt-Baked Egg,Tianhe District Convenience Store,9/24/2017,2.5,1,2.5,Meat Dried Products/Bean Products/Eggs
dp663099170924182455640,Wuqiong Honey Roasted Chicken Legs,Tianhe District Convenience Store,9/24/2017,3.0,1,3.0,Meat Dried Products/Bean Products/Eggs
dp524775170925074728167,Yih tea,Baiyun District Convenience Store,9/25/2017,5.5,1,5.5,Tea Beverage
dp663099170925075707920,Youyi C Probiotic Lactic Acid Bacteria Beverage,Tianhe District Convenience Store,9/25/2017,7.0,1,7.0,Dairy Products
dp524775170925083235347,Yih tea,Baiyun District Convenience Store,9/25/2017,5.5,1,5.5,Tea Beverage
dp663099170925083912328,Sprite,Tianhe District Convenience Store,9/25/2017,3.5,1,3.5,Carbonated beverage
dp343235170925084407332,Youyi C Probiotic Lactic Acid Bacteria Beverage,Yuexiu District Convenience Store,9/25/2017,4.9,1,4.9,Dairy Products
dp524775170925100135576,P盼P Hand-Torn Bread,Baiyun District Convenience Store,9/25/2017,4.0,1,4.0,Biscuits and Pastries
dp524775170925100135576,Yantang Red Date Milk,Baiyun District Convenience Store,9/25/2017,4.5,1,4.5,Dairy Products
dp663099170925102044671,Wuqiong Farm Salt-Baked Egg,Tianhe District Convenience Store,9/25/2017,2.5,2,5.0,Meat Dried Products/Bean Products/Eggs
dp343235170925104608273,Red Bull,Yuexiu District Convenience Store,9/25/2017,7.5,1,7.5,Energy Drink
dp343235170925121535794,Nestlé Coffee,Yuexiu District Convenience Store,9/25/2017,7.5,1,7.5,Coffee
dp663099170925122222994,Douflie Vanilla Cream Flavor Cake,Tianhe District Convenience Store,9/25/2017,6.0,1,6.0,Biscuits and Pastries
dp663099170925122325186,Wangzai Milk,Tianhe District Convenience Store,9/25/2017,2.8,1,2.8,Dairy Products
dp524775170925123422709,Cup Noodles (Seafood Flavor),Baiyun District Convenience Store,9/25/2017,7.0,1,7.0,Convenient Instant Food
dp343235170925123854991,Lay's Country Potato Chips,Yuexiu District Convenience Store,9/25/2017,4.0,1,4.0,Puffed Food
dp343235170925141739560,Cup Noodles (Seafood Flavor),Yuexiu District Convenience Store,9/25/2017,7.0,1,7.0,Convenient Instant Food
dp343235170925143801258,Sprite,Yuexiu District Convenience Store,9/25/2017,3.5,2,7.0,Carbonated beverage
dp663099170925172959852,Jinzai Small Fish (Braised Aromatic Flavor),Tianhe District Convenience Store,9/25/2017,1.5,1,1.5,Meat Dried Products/Bean Products/Eggs
dp663099170925174010521,Mimi Shrimp Strips Malaysian Flavor,Tianhe District Convenience Store,9/25/2017,0.8,1,0.8,Puffed Food
dp663099170925174010521,Willy's Kissing Burned Braised Beef Flavor,Tianhe District Convenience Store,9/25/2017,1.5,1,1.5,Meat Dried Products/Bean Products/Eggs
dp663099170925174409717,Wuqiong Honey Roasted Chicken Legs,Tianhe District Convenience Store,9/25/2017,3.0,1,3.0,Meat Dried Products/Bean Products/Eggs
dp663099170925174409717,Wuqiong Farm Salt-Baked Egg,Tianhe District Convenience Store,9/25/2017,2.5,1,2.5,Meat Dried Products/Bean Products/Eggs
dp663099170925174933190,Vitasoy Original Flavor Soy Milk,Tianhe District Convenience Store,9/25/2017,3.5,1,3.5,Plant-based protein
dp663099170925180820325,Wuqiong Farm Salt-Baked Egg,Tianhe District Convenience Store,9/25/2017,2.5,1,2.5,Meat Dried Products/Bean Products/Eggs
dp524775170925185212637,Lay's Potato Chips (Green Lime),Baiyun District Convenience Store,9/25/2017,8.0,3,24.0,Puffed Food
dp524775170925185212637,Jinzai Small Fish (Spicy Flavor),Baiyun District Convenience Store,9/25/2017,1.5,10,15.0,Meat Dried Products/Bean Products/Eggs
dp524775170925185452978,Jinzai Small Fish (Spicy Flavor),Baiyun District Convenience Store,9/25/2017,1.5,6,9.0,Meat Dried Products/Bean Products/Eggs
dp663099170926090415774,New Wheat Trend Natural Yeast Bread (Ling's Goods),Tianhe District Convenience Store,9/26/2017,4.0,1,4.0,Biscuits and Pastries
dp524775170926090458271,Wangzai Milk,Baiyun District Convenience Store,9/26/2017,2.8,1,2.8,Dairy Products
dp663099170926090648380,Vitasoy Original Flavor Soy Milk,Tianhe District Convenience Store,9/26/2017,3.5,1,3.5,Plant-based protein
dp663099170926091121374,Willy's Kissing Burned Mala Chicken Sauce Flavor,Tianhe District Convenience Store,9/26/2017,1.5,1,1.5,Meat Dried Products/Bean Products/Eggs
dp663099170926093554791,Mimi Shrimp Strips Malaysian Flavor,Tianhe District Convenience Store,9/26/2017,0.8,1,0.8,Puffed Food
dp663099170926093554791,HealthyPedia Yogurt,Tianhe District Convenience Store,9/26/2017,4.0,1,4.0,Dairy Products
dp663099170926093716359,Willy's Kissing Burned Mala Chicken Sauce Flavor,Tianhe District Convenience Store,9/26/2017,1.5,1,1.5,Meat Dried Products/Bean Products/Eggs
dp524775170926104141331,Nongfu Orchard,Baiyun District Convenience Store,9/26/2017,5.5,1,5.5,Fruit and Vegetable Drink
dp663099170926104947404,Powerade (Green Lime),Tianhe District Convenience Store,9/26/2017,5.0,1,5.0,Energy Drink
dp663099170926120436994,Wuqiong Farm Salt-Baked Egg,Tianhe District Convenience Store,9/26/2017,2.5,1,2.5,Meat Dried Products/Bean Products/Eggs
dp663099170926120436994,Yantang Red Date Milk,Tianhe District Convenience Store,9/26/2017,4.5,1,4.5,Dairy Products
dp663099170926120709858,Wuqiong Farm Salt-Baked Egg,Tianhe District Convenience Store,9/26/2017,2.5,1,2.5,Meat Dried Products/Bean Products/Eggs
dp524775170926124944998,Vitasoy Lemon Tea,Baiyun District Convenience Store,9/26/2017,3.5,1,3.5,Tea Beverage
dp524775170926125056118,Vitasoy Lemon Tea,Baiyun District Convenience Store,9/26/2017,3.5,1,3.5,Tea Beverage
dp524775170926130153815,Cola Cola,Baiyun District Convenience Store,9/26/2017,3.5,1,3.5,Carbonated beverage
dp663099170926133318428,Xiao Ming Classmate Cold Brew Tea (Lactic Acid Bacteria Flavor),Tianhe District Convenience Store,9/26/2017,6.0,1,6.0,Tea Beverage
dp524775170926143800918,Youyi C Probiotic Lactic Acid Bacteria Beverage,Baiyun District Convenience Store,9/26/2017,4.9,8,39.2,Dairy Products
dp343235170926145142701,Sprite,Yuexiu District Convenience Store,9/26/2017,3.5,6,21.0,Carbonated beverage
dp663099170926154527455,Red Bull,Tianhe District Convenience Store,9/26/2017,7.5,1,7.5,Energy Drink
dp663099170926154651425,Nestlé Coffee,Tianhe District Convenience Store,9/26/2017,7.5,2,15.0,Coffee
dp663099170926173002433,New Wheat Trend Hand-Torn Bread (Raisin Flavor),Tianhe District Convenience Store,9/26/2017,4.0,1,4.0,Biscuits and Pastries
dp663099170926173002433,Youyi C Probiotic Lactic Acid Bacteria Beverage,Tianhe District Convenience Store,9/26/2017,7.0,1,7.0,Dairy Products
dp663099170926181812207,Jinzai Small Fish (Braised Aromatic Flavor),Tianhe District Convenience Store,9/26/2017,1.5,1,1.5,Meat Dried Products/Bean Products/Eggs
dp663099170926181838594,Jinzai Small Fish (Braised Aromatic Flavor),Tianhe District Convenience Store,9/26/2017,1.5,1,1.5,Meat Dried Products/Bean Products/Eggs
dp663099170926181838594,Wuqiong Farm Salt-Baked Egg,Tianhe District Convenience Store,9/26/2017,2.5,1,2.5,Meat Dried Products/Bean Products/Eggs
dp663099170926182037278,New Wheat Trend Hand-Torn Bread (Raisin Flavor),Tianhe District Convenience Store,9/26/2017,4.0,1,4.0,Biscuits and Pastries
dp663099170926182256845,Youyi C Probiotic Lactic Acid Bacteria Beverage,Tianhe District Convenience Store,9/26/2017,7.0,1,7.0,Dairy Products
dp663099170926182335981,Wuqiong Farm Salt-Baked Egg,Tianhe District Convenience Store,9/26/2017,2.5,1,2.5,Meat Dried Products/Bean Products/Eggs
dp663099170926183443580,Mimi Shrimp Strips Malaysian Flavor,Tianhe District Convenience Store,9/26/2017,0.8,1,0.8,Puffed Food
dp663099170926183443580,Wuqiong Honey Roasted Chicken Legs,Tianhe District Convenience Store,9/26/2017,3.0,1,3.0,Meat Dried Products/Bean Products/Eggs
dp524775170926192800446,Jinzai Small Fish (Spicy Flavor),Baiyun District Convenience Store,9/26/2017,1.5,4,6.0,Meat Dried Products/Bean Products/Eggs
dp524775170926192800446,Shuanghui Corn Hot Dog Sausage,Baiyun District Convenience Store,9/26/2017,2.0,1,2.0,Meat Dried Products/Bean Products/Eggs
dp663099170926205746217,New Malt Trend Natural Yeast Bread (Milk Flavor),Tianhe District Convenience Store,9/26/2017,4.0,1,4.0,Biscuits and Pastries
dp663099170926205746217,Lay's Country Potato Chips,Tianhe District Convenience Store,9/26/2017,4.0,1,4.0,Puffed Food
dp663099170927074323933,Yantang Sweet Milk,Tianhe District Convenience Store,9/27/2017,4.5,1,4.5,Dairy Products
dp524775170927084923993,Wangzai Milk,Baiyun District Convenience Store,9/27/2017,2.8,1,2.8,Dairy Products
dp663099170927091309439,P盼P Hand-Torn Bread,Tianhe District Convenience Store,9/27/2017,4.0,1,4.0,Biscuits and Pastries
dp663099170927112914481,Powerade (Green Lime),Tianhe District Convenience Store,9/27/2017,5.0,1,5.0,Energy Drink
dp524775170927130001178,Jiabobao,Baiyun District Convenience Store,9/27/2017,4.5,1,4.5,Tea Beverage
dp524775170927130001178,Minute Maid Orange Juice with Pulpy Bits,Baiyun District Convenience Store,9/27/2017,4.0,1,4.0,Fruit and Vegetable Drink
dp343235170927144501827,Vitasoy Lemon Tea,Yuexiu District Convenience Store,9/27/2017,3.5,1,3.5,Tea Beverage
dp524775170927154435752,Vitasoy (Chocolate Flavor),Baiyun District Convenience Store,9/27/2017,3.5,1,3.5,Plant-based protein
dp343235170927155726307,Sprite,Yuexiu District Convenience Store,9/27/2017,3.5,3,10.5,Carbonated beverage
dp663099170927174330618,Nestlé Coffee,Tianhe District Convenience Store,9/27/2017,7.5,2,15.0,Coffee
dp663099170927174402300,Lizhi Cheese Nabati Cheese Wafer Crackers,Tianhe District Convenience Store,9/27/2017,3.5,1,3.5,Biscuits and Pastries
dp663099170927183749211,Willy's Kissing Burned Braised Beef Flavor,Tianhe District Convenience Store,9/27/2017,1.5,1,1.5,Meat Dried Products/Bean Products/Eggs
dp663099170927194545735,Willy's Kissing Burned Mala Chicken Sauce Flavor,Tianhe District Convenience Store,9/27/2017,1.5,1,1.5,Meat Dried Products/Bean Products/Eggs
dp663099170928084725216,Yih tea,Tianhe District Convenience Store,9/28/2017,5.5,1,5.5,Tea Beverage
dp343235170928090430179,Jiabobao,Yuexiu District Convenience Store,9/28/2017,4.5,1,4.5,Tea Beverage
dp343235170928091945857,Vitasoy Original Flavor Soy Milk,Yuexiu District Convenience Store,9/28/2017,3.5,1,3.5,Plant-based protein
dp663099170928092926160,Powerade (Green Lime),Tianhe District Convenience Store,9/28/2017,5.0,1,5.0,Energy Drink
dp343235170928093521346,Youyi C Probiotic Lactic Acid Bacteria Beverage,Yuexiu District Convenience Store,9/28/2017,4.9,6,29.4,Dairy Products
dp663099170928093756248,Jiabobao,Tianhe District Convenience Store,9/28/2017,4.5,1,4.5,Tea Beverage
