日期,开始时间,结束时间,站点名,线路名,进站量,出站量
45065,45065,45065,欢乐谷景区,7号线,31.0,1.0
45065,45065,45065,大郊亭,7号线,8.0,0.0
45065,45065,45065,广渠门外,7号线,18.0,2.0
45065,45065,45065,广渠门内,7号线,6.0,3.0
45065,45065,45065,桥湾,7号线,2.0,0.0
45065,45065,45065,珠市口,7号线,10.0,4.0
45065,45065,45065,虎坊桥,7号线,2.0,0.0
45065,45065,45065,广安门内,7号线,7.0,2.0
45065,45065,45065,达官营,7号线,15.0,0.0
45065,45065,45065,北京西站,7号线,0.0,3.0
45065,45065,45065,平西府,8号线,33.0,0.0
45065,45065,45065,回龙观东大街,8号线,52.0,4.0
45065,45065,45065,育新,8号线,22.0,0.0
45065,45065,45065,西小口,8号线,11.0,2.0
45065,45065,45065,永泰庄,8号线,35.0,1.0
45065,45065,45065,森林公园南门,8号线,3.0,2.0
45065,45065,45065,奥林匹克公园,8号线,5.0,1.0
45065,45065,45065,北土城,8号线,2.0,3.0
45065,45065,45065,安华桥,8号线,23.0,5.0
45065,45065,45065,鼓楼大街,8号线,17.0,5.0
45065,45065,45065,什刹海,8号线,4.0,1.0
45065,45065,45065,南锣鼓巷,8号线,6.0,0.0
45065,45065,45065,中国美术馆,8号线,21.0,1.0
45065,45065,45065,金鱼胡同,8号线,16.0,3.0
45065,45065,45065,王府井,8号线,,8.0
45065,45065,45065,前门,8号线,75.0,0.0
45065,45065,45065,珠市口,8号线,6.0,2.0
45065,45065,45065,天桥,8号线,2.0,0.0
45065,45065,45065,永定门外,8号线,13.0,1.0
45065,45065,45065,和义,8号线,38.0,2.0
45065,45065,45065,东高地,8号线,23.0,1.0
45065,45065,45065,火箭万源,8号线,16.0,0.0
45065,45065,45065,瀛海,8号线,65.0,5.0
45065,45065,45065,国家图书馆,9&房山线,3.0,0.0
45065,45065,45065,白石桥南,9&房山线,2.0,0.0
45065,45065,45065,北京西站,9&房山线,453.0,16.0
45065,45065,45065,六里桥东,9&房山线,18.0,4.0
45065,45065,45065,丰台东大街,9&房山线,21.0,3.0
45065,45065,45065,丰台南路,9&房山线,27.0,0.0
45065,45065,45065,海淀黄庄,10号线,9.0,2.0
45065,45065,45065,西土城,10号线,11.0,4.0
45065,45065,45065,牡丹园,10号线,24.0,0.0
45065,45065,45065,健德门,10号线,15.0,0.0
45065,45065,45065,北土城,10号线,7.0,8.0
45065,45065,45065,惠新西街南口,10号线,3.0,1.0
45065,45065,45065,三元桥,10号线,27.0,4.0
45065,45065,45065,亮马桥,10号线,48.0,6.0
45065,45065,45065,农业展览馆,10号线,,2.0
45065,45065,45065,团结湖,10号线,,4.0
45065,45065,45065,金台夕照,10号线,60.0,3.0
45065,45065,45065,国贸,10号线,33.0,6.0
45065,45065,45065,十里河,10号线,42.0,9.0
45065,45065,45065,分钟寺,10号线,16.0,1.0
45065,45065,45065,成寿寺,10号线,35.0,4.0
45065,45065,45065,大红门,10号线,27.0,1.0
45065,45065,45065,角门东,10号线,52.0,1.0
45065,45065,45065,角门西,10号线,21.0,0.0
45065,45065,45065,纪家庙,10号线,13.0,5.0
45065,45065,45065,首经贸,10号线,30.0,7.0
45065,45065,45065,泥洼,10号线,13.0,0.0
45065,45065,45065,公主坟,10号线,20.0,8.0
45065,45065,45065,西钓鱼台,10号线,10.0,3.0
45065,45065,45065,车道沟,10号线,19.0,5.0
45065,45065,45065,巴沟,10号线,15.0,0.0
45065,45065,45065,西直门,13号线,5.0,0.0
45065,45065,45065,大钟寺,13号线,16.0,4.0
45065,45065,45065,清河,13号线,26.0,0.0
45065,45065,45065,西二旗,13号线,0.0,2.0
45065,45065,45065,回龙观,13号线,20.0,7.0
45065,45065,45065,立水桥,13号线,3.0,0.0
45065,45065,45065,望京西,13号线,5.0,1.0
45065,45065,45065,光熙门,13号线,13.0,0.0
45065,45065,45065,东直门,13号线,5.0,7.0
45065,45065,45065,俸伯,15号线,158.0,0.0
45065,45065,45065,南法信,15号线,100.0,
45065,45065,45065,后沙峪,15号线,,2.0
45065,45065,45065,国展,15号线,14.0,0.0
45065,45065,45065,马泉营,15号线,47.0,1.0
45065,45065,45065,崔各庄,15号线,20.0,0.0
45065,45065,45065,望京东,15号线,20.0,0.0
45065,45065,45065,望京,15号线,12.0,0.0
45065,45065,45065,望京西,15号线,7.0,0.0
45065,45065,45065,大屯路东,15号线,0.0,1.0
45065,45065,45065,奥林匹克公园,15号线,4.0,0.0
45065,45065,45065,北沙滩,15号线,19.0,2.0
45065,45065,45065,六道口,15号线,14.0,0.0
45065,45065,45065,清华东路西口,15号线,8.0,1.0
45065,45065,45065,昌平西山口,昌平线,19.0,0.0
45065,45065,45065,十三陵景区,昌平线,6.0,2.0
45065,45065,45065,昌平东关,昌平线,29.0,0.0
45065,45065,45065,北邵洼,昌平线,24.0,0.0
45065,45065,45065,南邵,昌平线,47.0,0.0
45065,45065,45065,沙河,昌平线,101.0,1.0
45065,45065,45065,巩华城,昌平线,11.0,1.0
45065,45065,45065,西二旗,昌平线,19.0,9.0
45065,45065,45065,清河,昌平线,1.0,3.0
45065,45065,45065,清河小营桥,昌平线,20.0,0.0
45065,45065,45065,六道口,昌平线,8.0,3.0
45065,45065,45065,学院桥,昌平线,8.0,0.0
45065,45065,45065,西土城,昌平线,4.0,0.0
45065,45065,45065,首经贸,9&房山线,0.0,4.0
45065,45065,45065,花乡东桥,9&房山线,8.0,1.0
45065,45065,45065,白盆窑,9&房山线,12.0,3.0
45065,45065,45065,稻田,9&房山线,39.0,0.0
45065,45065,45065,长阳,9&房山线,85.0,5.0
45065,45065,45065,广阳城,9&房山线,46.0,2.0
45065,45065,45065,良乡大学城北,9&房山线,39.0,2.0
45065,45065,45065,良乡大学城,9&房山线,44.0,3.0
45065,45065,45065,良乡大学城西,9&房山线,87.0,3.0
45065,45065,45065,良乡南关,9&房山线,61.0,2.0
45065,45065,45065,阎村东,9&房山线,2.0,2.0
45065,45065,45065,北新桥,首都机场线,0.0,3.0
45065,45065,45065,东直门,首都机场线,3.0,1.0
45065,45065,45065,三元桥,首都机场线,3.0,1.0
45065,45065,45065,环球度假区,1&八通线,3.0,2.0
45065,45065,45065,九棵树,1&八通线,101.0,0.0
45065,45065,45065,通州北苑,1&八通线,181.0,24.0
45065,45065,45065,八里桥,1&八通线,67.0,3.0
45065,45065,45065,传媒大学,1&八通线,201.0,37.0
45065,45065,45065,四惠东,1&八通线,97.0,12.0
45065,45065,45065,四惠,1&八通线,56.0,28.0
45065,45065,45065,国贸,1&八通线,32.0,68.0
45065,45065,45065,建国门,1&八通线,46.0,56.0
45065,45065,45065,东单,1&八通线,27.0,42.0
45065,45065,45065,王府井,1&八通线,33.0,54.0
45065,45065,45065,天安门东,1&八通线,626.0,133.0
45065,45065,45065,西单,1&八通线,63.0,55.0
45065,45065,45065,复兴门,1&八通线,20.0,45.0
45065,45065,45065,南礼士路,1&八通线,53.0,27.0
45065,45065,45065,公主坟,1&八通线,0.0,3.0
45065,45065,45065,万寿路,1&八通线,61.0,15.0
45065,45065,45065,五棵松,1&八通线,91.0,74.0
45065,45065,45065,玉泉路,1&八通线,85.0,15.0
45065,45065,45065,八宝山,1&八通线,,20.0
45065,45065,45065,鼓楼大街,2号线,25.0,14.0
45065,45065,45065,安定门,2号线,25.0,16.0
45065,45065,45065,雍和宫,2号线,62.0,10.0
45065,45065,45065,东直门,2号线,111.0,64.0
45065,45065,45065,东四十条,2号线,35.0,32.0
45065,45065,45065,建国门,2号线,3.0,0.0
45065,45065,45065,北京站,2号线,200.0,122.0
45065,45065,45065,崇文门,2号线,24.0,29.0
45065,45065,45065,前门,2号线,247.0,114.0
45065,45065,45065,和平门,2号线,33.0,8.0
45065,45065,45065,复兴门,2号线,0.0,0.0
45065,45065,45065,车公庄,2号线,9.0,11.0
45065,45065,45065,西直门,2号线,78.0,62.0
45065,45065,45065,天通苑北,5号线,1159.0,0.0
45065,45065,45065,天通苑,5号线,561.0,4.0
45065,45065,45065,立水桥,5号线,139.0,5.0
45065,45065,45065,立水桥南,5号线,103.0,1.0
45065,45065,45065,北苑路北,5号线,100.0,7.0
45065,45065,45065,大屯路东,5号线,36.0,20.0
45065,45065,45065,惠新西街南口,5号线,52.0,16.0
45065,45065,45065,和平西桥,5号线,55.0,28.0
45065,45065,45065,和平里北街,5号线,50.0,22.0
45065,45065,45065,雍和宫,5号线,,15.0
45065,45065,45065,北新桥,5号线,37.0,34.0
45065,45065,45065,东四,5号线,24.0,39.0
45065,45065,45065,东单,5号线,19.0,35.0
45065,45065,45065,崇文门,5号线,39.0,71.0
45065,45065,45065,蒲黄榆,5号线,90.0,12.0
45065,45065,45065,刘家窑,5号线,109.0,25.0
45065,45065,45065,潞城,6号线,302.0,0.0
45065,45065,45065,东夏园,6号线,130.0,4.0
45065,45065,45065,郝家府,6号线,127.0,0.0
45065,45065,45065,北运河西,6号线,158.0,1.0
45065,45065,45065,通州北关,6号线,225.0,6.0
45065,45065,45065,黄渠,6号线,141.0,3.0
45065,45065,45065,褡裢坡,6号线,129.0,4.0
45065,45065,45065,十里堡,6号线,175.0,8.0
45065,45065,45065,金台路,6号线,72.0,16.0
45065,45065,45065,东四,6号线,13.0,13.0
45065,45065,45065,南锣鼓巷,6号线,12.0,9.0
45065,45065,45065,北海北,6号线,22.0,82.0
45065,45065,45065,平安里,6号线,17.0,12.0
45065,45065,45065,车公庄,6号线,25.0,27.0
45065,45065,45065,白石桥南,6号线,22.0,2.0
45065,45065,45065,廖公庄,6号线,35.0,0.0
45065,45065,45065,环球度假区,7号线,0.0,2.0
45065,45065,45065,群芳,7号线,13.0,3.0
45065,45065,45065,郎辛庄,7号线,212.0,
45065,45065,45065,双合,7号线,224.0,2.0
45065,45065,45065,欢乐谷景区,7号线,78.0,0.0
45065,45065,45065,大郊亭,7号线,48.0,8.0
45065,45065,45065,广渠门外,7号线,44.0,12.0
45065,45065,45065,广渠门内,7号线,39.0,16.0
45065,45065,45065,桥湾,7号线,16.0,22.0
45065,45065,45065,珠市口,7号线,66.0,32.0
45065,45065,45065,虎坊桥,7号线,30.0,11.0
45065,45065,45065,广安门内,7号线,30.0,48.0
45065,45065,45065,达官营,7号线,65.0,15.0
45065,45065,45065,北京西站,7号线,0.0,3.0
45065,45065,45065,平西府,8号线,96.0,9.0
45065,45065,45065,回龙观东大街,8号线,163.0,5.0
45065,45065,45065,育新,8号线,159.0,4.0
45065,45065,45065,西小口,8号线,55.0,2.0
45065,45065,45065,永泰庄,8号线,95.0,5.0
45065,45065,45065,森林公园南门,8号线,6.0,6.0
45065,45065,45065,奥林匹克公园,8号线,14.0,2.0
45065,45065,45065,北土城,8号线,0.0,0.0
45065,45065,45065,安华桥,8号线,36.0,12.0
45065,45065,45065,鼓楼大街,8号线,40.0,11.0
45065,45065,45065,什刹海,8号线,24.0,11.0
45065,45065,45065,南锣鼓巷,8号线,9.0,13.0
45065,45065,45065,中国美术馆,8号线,13.0,72.0
45065,45065,45065,金鱼胡同,8号线,35.0,38.0
45065,45065,45065,王府井,8号线,38.0,47.0
45065,45065,45065,前门,8号线,128.0,39.0
45065,45065,45065,珠市口,8号线,13.0,9.0
45065,45065,45065,天桥,8号线,20.0,37.0
45065,45065,45065,永定门外,8号线,105.0,9.0
45065,45065,45065,和义,8号线,75.0,7.0
45065,45065,45065,东高地,8号线,32.0,5.0
45065,45065,45065,火箭万源,8号线,46.0,0.0
45065,45065,45065,瀛海,8号线,306.0,9.0
45065,45065,45065,国家图书馆,9&房山线,0.0,0.0
45065,45065,45065,白石桥南,9&房山线,16.0,17.0
45065,45065,45065,北京西站,9&房山线,742.0,299.0
45065,45065,45065,六里桥东,9&房山线,340.0,29.0
45065,45065,45065,丰台东大街,9&房山线,45.0,4.0
45065,45065,45065,丰台南路,9&房山线,39.0,2.0
45065,45065,45065,海淀黄庄,10号线,10.0,3.0
45065,45065,45065,西土城,10号线,35.0,7.0
45065,45065,45065,牡丹园,10号线,36.0,6.0
45065,45065,45065,健德门,10号线,15.0,5.0
45065,45065,45065,北土城,10号线,29.0,13.0
45065,45065,45065,惠新西街南口,10号线,1.0,0.0
45065,45065,45065,三元桥,10号线,63.0,65.0
45065,45065,45065,亮马桥,10号线,59.0,31.0
45065,45065,45065,农业展览馆,10号线,9.0,4.0
45065,45065,45065,团结湖,10号线,57.0,27.0
45065,45065,45065,金台夕照,10号线,73.0,34.0
45065,45065,45065,国贸,10号线,159.0,54.0
45065,45065,45065,十里河,10号线,240.0,67.0
45065,45065,45065,分钟寺,10号线,50.0,10.0
45065,45065,45065,成寿寺,10号线,112.0,16.0
45065,45065,45065,大红门,10号线,67.0,32.0
45065,45065,45065,角门东,10号线,161.0,19.0
45065,45065,45065,角门西,10号线,47.0,8.0
45065,45065,45065,纪家庙,10号线,39.0,4.0
45065,45065,45065,首经贸,10号线,98.0,13.0
45065,45065,45065,泥洼,10号线,61.0,2.0
45065,45065,45065,公主坟,10号线,31.0,28.0
45065,45065,45065,西钓鱼台,10号线,85.0,35.0
45065,45065,45065,车道沟,10号线,55.0,7.0
45065,45065,45065,巴沟,10号线,45.0,14.0
45065,45065,45065,西直门,13号线,10.0,13.0
45065,45065,45065,大钟寺,13号线,37.0,5.0
45065,45065,45065,清河,13号线,26.0,23.0
45065,45065,45065,西二旗,13号线,0.0,2.0
45065,45065,45065,回龙观,13号线,101.0,0.0
45065,45065,45065,立水桥,13号线,10.0,0.0
45065,45065,45065,望京西,13号线,12.0,5.0
45065,45065,45065,光熙门,13号线,65.0,7.0
45065,45065,45065,东直门,13号线,,59.0
45065,45065,45065,俸伯,15号线,487.0,11.0
45065,45065,45065,南法信,15号线,218.0,5.0
45065,45065,45065,后沙峪,15号线,308.0,16.0
45065,45065,45065,国展,15号线,50.0,8.0
45065,45065,45065,马泉营,15号线,111.0,3.0
45065,45065,45065,崔各庄,15号线,69.0,11.0
45065,45065,45065,望京东,15号线,28.0,10.0
45065,45065,45065,望京,15号线,64.0,3.0
45065,45065,45065,望京西,15号线,16.0,6.0
45065,45065,45065,大屯路东,15号线,5.0,2.0
45065,45065,45065,奥林匹克公园,15号线,9.0,0.0
45065,45065,45065,北沙滩,15号线,32.0,3.0
45065,45065,45065,六道口,15号线,37.0,5.0
45065,45065,45065,清华东路西口,15号线,12.0,2.0
45065,45065,45065,昌平西山口,昌平线,61.0,2.0
45065,45065,45065,十三陵景区,昌平线,34.0,2.0
45065,45065,45065,昌平东关,昌平线,87.0,3.0
45065,45065,45065,北邵洼,昌平线,70.0,3.0
45065,45065,45065,南邵,昌平线,135.0,9.0
45065,45065,45065,沙河,昌平线,340.0,7.0
45065,45065,45065,巩华城,昌平线,13.0,4.0
45065,45065,45065,西二旗,昌平线,85.0,31.0
45065,45065,45065,清河,昌平线,0.0,0.0
45065,45065,45065,清河小营桥,昌平线,59.0,6.0
45065,45065,45065,六道口,昌平线,15.0,3.0
45065,45065,45065,学院桥,昌平线,9.0,8.0
45065,45065,45065,西土城,昌平线,4.0,4.0
45065,45065,45065,首经贸,9&房山线,17.0,0.0
45065,45065,45065,花乡东桥,9&房山线,40.0,19.0
45065,45065,45065,白盆窑,9&房山线,49.0,3.0
45065,45065,45065,稻田,9&房山线,176.0,1.0
45065,45065,45065,长阳,9&房山线,289.0,6.0
45065,45065,45065,广阳城,9&房山线,105.0,4.0
45065,45065,45065,良乡大学城北,9&房山线,113.0,0.0
45065,45065,45065,良乡大学城,9&房山线,152.0,1.0
45065,45065,45065,良乡大学城西,9&房山线,193.0,1.0
45065,45065,45065,良乡南关,9&房山线,251.0,0.0
45065,45065,45065,阎村东,9&房山线,0.0,1.0
45065,45065,45065,北新桥,首都机场线,32.0,1.0
45065,45065,45065,东直门,首都机场线,37.0,0.0
45065,45065,45065,三元桥,首都机场线,46.0,2.0
45065,45065,45065,环球度假区,1&八通线,0.0,0.0
45065,45065,45065,九棵树,1&八通线,268.0,18.0
45065,45065,45065,通州北苑,1&八通线,389.0,38.0
45065,45065,45065,八里桥,1&八通线,137.0,12.0
45065,45065,45065,传媒大学,1&八通线,395.0,36.0
45065,45065,45065,四惠东,1&八通线,247.0,56.0
45065,45065,45065,四惠,1&八通线,164.0,67.0
45065,45065,45065,国贸,1&八通线,197.0,126.0
45065,45065,45065,建国门,1&八通线,83.0,103.0
45065,45065,45065,东单,1&八通线,21.0,102.0
45065,45065,45065,王府井,1&八通线,38.0,116.0
45065,45065,45065,天安门东,1&八通线,367.0,217.0
45065,45065,45065,西单,1&八通线,56.0,120.0
45065,45065,45065,复兴门,1&八通线,33.0,165.0
45065,45065,45065,南礼士路,1&八通线,58.0,97.0
45065,45065,45065,公主坟,1&八通线,0.0,1.0
45065,45065,45065,万寿路,1&八通线,151.0,33.0
45065,45065,45065,五棵松,1&八通线,285.0,158.0
45065,45065,45065,玉泉路,1&八通线,326.0,37.0
45065,45065,45065,八宝山,1&八通线,434.0,57.0
45065,45065,45065,鼓楼大街,2号线,53.0,51.0
45065,45065,45065,安定门,2号线,87.0,50.0
45065,45065,45065,雍和宫,2号线,64.0,37.0
45065,45065,45065,东直门,2号线,369.0,282.0
45065,45065,45065,东四十条,2号线,73.0,108.0
45065,45065,45065,建国门,2号线,1.0,0.0
45065,45065,45065,北京站,2号线,671.0,406.0
45065,45065,45065,崇文门,2号线,97.0,80.0
45065,45065,45065,前门,2号线,152.0,83.0
45065,45065,45065,和平门,2号线,86.0,45.0
45065,45065,45065,复兴门,2号线,0.0,0.0
45065,45065,45065,车公庄,2号线,30.0,48.0
45065,45065,45065,西直门,2号线,169.0,217.0
45065,45065,45065,天通苑北,5号线,2548.0,168.0
45065,45065,45065,天通苑,5号线,1003.0,66.0
45065,45065,45065,立水桥,5号线,391.0,36.0
45065,45065,45065,立水桥南,5号线,297.0,
45065,45065,45065,北苑路北,5号线,269.0,50.0
45065,45065,45065,大屯路东,5号线,126.0,62.0
45065,45065,45065,惠新西街南口,5号线,130.0,89.0
45065,45065,45065,和平西桥,5号线,90.0,81.0
45065,45065,45065,和平里北街,5号线,147.0,65.0
45065,45065,45065,雍和宫,5号线,27.0,52.0
45065,45065,45065,北新桥,5号线,126.0,93.0
45065,45065,45065,东四,5号线,56.0,66.0
45065,45065,45065,东单,5号线,39.0,142.0
45065,45065,45065,崇文门,5号线,65.0,146.0
45065,45065,45065,蒲黄榆,5号线,,29.0
45065,45065,45065,刘家窑,5号线,293.0,56.0
45065,45065,45065,潞城,6号线,774.0,6.0
45065,45065,45065,东夏园,6号线,297.0,22.0
45065,45065,45065,郝家府,6号线,141.0,16.0
45065,45065,45065,北运河西,6号线,427.0,26.0
45065,45065,45065,通州北关,6号线,619.0,52.0
45065,45065,45065,黄渠,6号线,346.0,26.0
45065,45065,45065,褡裢坡,6号线,313.0,57.0
45065,45065,45065,十里堡,6号线,369.0,68.0
45065,45065,45065,金台路,6号线,180.0,68.0
45065,45065,45065,东四,6号线,32.0,43.0
45065,45065,45065,南锣鼓巷,6号线,42.0,51.0
45065,45065,45065,北海北,6号线,33.0,154.0
45065,45065,45065,平安里,6号线,31.0,24.0
45065,45065,45065,车公庄,6号线,51.0,52.0
45065,45065,45065,白石桥南,6号线,40.0,23.0
45065,45065,45065,廖公庄,6号线,94.0,15.0
45065,45065,45065,环球度假区,7号线,0.0,11.0
45065,45065,45065,群芳,7号线,19.0,1.0
45065,45065,45065,郎辛庄,7号线,396.0,19.0
45065,45065,45065,双合,7号线,435.0,16.0
45065,45065,45065,欢乐谷景区,7号线,193.0,20.0
45065,45065,45065,大郊亭,7号线,137.0,26.0
45065,45065,45065,广渠门外,7号线,132.0,19.0
45065,45065,45065,广渠门内,7号线,138.0,75.0
45065,45065,45065,桥湾,7号线,42.0,61.0
45065,45065,45065,珠市口,7号线,102.0,51.0
45065,45065,45065,虎坊桥,7号线,89.0,34.0
45065,45065,45065,广安门内,7号线,108.0,102.0
45065,45065,45065,达官营,7号线,179.0,66.0
45065,45065,45065,北京西站,7号线,0.0,3.0
45065,45065,45065,平西府,8号线,243.0,13.0
45065,45065,45065,回龙观东大街,8号线,366.0,18.0
45065,45065,45065,育新,8号线,302.0,35.0
45065,45065,45065,西小口,8号线,99.0,21.0
45065,45065,45065,永泰庄,8号线,206.0,21.0
45065,45065,45065,森林公园南门,8号线,16.0,40.0
45065,45065,45065,奥林匹克公园,8号线,43.0,34.0
45065,45065,45065,北土城,8号线,0.0,3.0
45065,45065,45065,安华桥,8号线,94.0,54.0
45065,45065,45065,鼓楼大街,8号线,74.0,29.0
45065,45065,45065,什刹海,8号线,23.0,46.0
45065,45065,45065,南锣鼓巷,8号线,33.0,66.0
45065,45065,45065,中国美术馆,8号线,41.0,107.0
45065,45065,45065,金鱼胡同,8号线,40.0,112.0
45065,45065,45065,王府井,8号线,33.0,185.0
45065,45065,45065,前门,8号线,95.0,48.0
45065,45065,45065,珠市口,8号线,74.0,26.0
45065,45065,45065,天桥,8号线,42.0,67.0
45065,45065,45065,永定门外,8号线,305.0,30.0
45065,45065,45065,和义,8号线,332.0,8.0
45065,45065,45065,东高地,8号线,113.0,6.0
45065,45065,45065,火箭万源,8号线,114.0,6.0
45065,45065,45065,瀛海,8号线,618.0,26.0
45065,45065,45065,国家图书馆,9&房山线,0.0,3.0
45065,45065,45065,白石桥南,9&房山线,34.0,42.0
45065,45065,45065,北京西站,9&房山线,1654.0,853.0
45065,45065,45065,六里桥东,9&房山线,606.0,100.0
45065,45065,45065,丰台东大街,9&房山线,153.0,21.0
45065,45065,45065,丰台南路,9&房山线,156.0,31.0
45065,45065,45065,海淀黄庄,10号线,29.0,18.0
45065,45065,45065,西土城,10号线,92.0,99.0
45065,45065,45065,牡丹园,10号线,147.0,82.0
45065,45065,45065,健德门,10号线,100.0,66.0
45065,45065,45065,北土城,10号线,55.0,52.0
45065,45065,45065,惠新西街南口,10号线,0.0,1.0
45065,45065,45065,三元桥,10号线,228.0,214.0
45065,45065,45065,亮马桥,10号线,99.0,142.0
45065,45065,45065,农业展览馆,10号线,23.0,26.0
45065,45065,45065,团结湖,10号线,146.0,128.0
45065,45065,45065,金台夕照,10号线,34.0,192.0
45065,45065,45065,国贸,10号线,260.0,149.0
45065,45065,45065,十里河,10号线,547.0,77.0
45065,45065,45065,分钟寺,10号线,153.0,23.0
45065,45065,45065,成寿寺,10号线,273.0,23.0
45065,45065,45065,大红门,10号线,167.0,43.0
45065,45065,45065,角门东,10号线,374.0,33.0
45065,45065,45065,角门西,10号线,136.0,36.0
45065,45065,45065,纪家庙,10号线,99.0,11.0
45065,45065,45065,首经贸,10号线,270.0,56.0
45065,45065,45065,泥洼,10号线,131.0,21.0
45065,45065,45065,公主坟,10号线,80.0,70.0
45065,45065,45065,西钓鱼台,10号线,120.0,91.0
45065,45065,45065,车道沟,10号线,97.0,30.0
45065,45065,45065,巴沟,10号线,101.0,70.0
45065,45065,45065,西直门,13号线,24.0,43.0
45065,45065,45065,大钟寺,13号线,64.0,37.0
45065,45065,45065,清河,13号线,68.0,117.0
45065,45065,45065,西二旗,13号线,3.0,0.0
45065,45065,45065,回龙观,13号线,371.0,59.0
45065,45065,45065,立水桥,13号线,51.0,10.0
45065,45065,45065,望京西,13号线,51.0,28.0
45065,45065,45065,光熙门,13号线,131.0,22.0
45065,45065,45065,东直门,13号线,145.0,109.0
45065,45065,45065,俸伯,15号线,987.0,39.0
45065,45065,45065,南法信,15号线,351.0,13.0
45065,45065,45065,后沙峪,15号线,731.0,28.0
45065,45065,45065,国展,15号线,136.0,23.0
45065,45065,45065,马泉营,15号线,214.0,27.0
45065,45065,45065,崔各庄,15号线,144.0,20.0
45065,45065,45065,望京东,15号线,51.0,68.0
45065,45065,45065,望京,15号线,87.0,41.0
45065,45065,45065,望京西,15号线,53.0,33.0
45065,45065,45065,大屯路东,15号线,9.0,8.0
45065,45065,45065,奥林匹克公园,15号线,23.0,32.0
45065,45065,45065,北沙滩,15号线,,42.0
45065,45065,45065,六道口,15号线,62.0,26.0
45065,45065,45065,清华东路西口,15号线,40.0,22.0
45065,45065,45065,昌平西山口,昌平线,130.0,0.0
45065,45065,45065,十三陵景区,昌平线,73.0,5.0
45065,45065,45065,昌平东关,昌平线,231.0,12.0
45065,45065,45065,北邵洼,昌平线,163.0,18.0
45065,45065,45065,南邵,昌平线,327.0,17.0
45065,45065,45065,沙河,昌平线,992.0,64.0
45065,45065,45065,巩华城,昌平线,41.0,4.0
45065,45065,45065,西二旗,昌平线,212.0,138.0
45065,45065,45065,清河,昌平线,3.0,2.0
45065,45065,45065,清河小营桥,昌平线,107.0,16.0
45065,45065,45065,六道口,昌平线,32.0,11.0
45065,45065,45065,学院桥,昌平线,26.0,32.0
45065,45065,45065,西土城,昌平线,13.0,3.0
45065,45065,45065,首经贸,9&房山线,27.0,4.0
45065,45065,45065,花乡东桥,9&房山线,38.0,46.0
45065,45065,45065,白盆窑,9&房山线,141.0,15.0
45065,45065,45065,稻田,9&房山线,401.0,44.0
45065,45065,45065,长阳,9&房山线,770.0,53.0
45065,45065,45065,广阳城,9&房山线,219.0,9.0
45065,45065,45065,良乡大学城北,9&房山线,199.0,13.0
45065,45065,45065,良乡大学城,9&房山线,307.0,9.0
45065,45065,45065,良乡大学城西,9&房山线,458.0,
45065,45065,45065,良乡南关,9&房山线,385.0,19.0
45065,45065,45065,阎村东,9&房山线,3.0,2.0
45065,45065,45065,北新桥,首都机场线,61.0,0.0
45065,45065,45065,东直门,首都机场线,43.0,3.0
45065,45065,45065,三元桥,首都机场线,71.0,3.0
45065,45065,45065,环球度假区,1&八通线,0.0,3.0
45065,45065,45065,九棵树,1&八通线,477.0,45.0
45065,45065,45065,通州北苑,1&八通线,788.0,76.0
45065,45065,45065,八里桥,1&八通线,288.0,29.0
45065,45065,45065,传媒大学,1&八通线,669.0,106.0
45065,45065,45065,四惠东,1&八通线,497.0,140.0
45065,45065,45065,四惠,1&八通线,506.0,179.0
45065,45065,45065,国贸,1&八通线,261.0,279.0
45065,45065,45065,建国门,1&八通线,151.0,352.0
45065,45065,45065,东单,1&八通线,41.0,290.0
45065,45065,45065,王府井,1&八通线,34.0,201.0
45065,45065,45065,天安门东,1&八通线,165.0,379.0
45065,45065,45065,西单,1&八通线,63.0,210.0
45065,45065,45065,复兴门,1&八通线,79.0,399.0
45065,45065,45065,南礼士路,1&八通线,216.0,321.0
45065,45065,45065,公主坟,1&八通线,0.0,0.0
45065,45065,45065,万寿路,1&八通线,436.0,151.0
45065,45065,45065,五棵松,1&八通线,742.0,545.0
45065,45065,45065,玉泉路,1&八通线,874.0,139.0
45065,45065,45065,八宝山,1&八通线,1154.0,123.0
45065,45065,45065,鼓楼大街,2号线,207.0,148.0
45065,45065,45065,安定门,2号线,213.0,122.0
45065,45065,45065,雍和宫,2号线,155.0,121.0
45065,45065,45065,东直门,2号线,763.0,593.0
45065,45065,45065,东四十条,2号线,150.0,296.0
45065,45065,45065,建国门,2号线,0.0,1.0
45065,45065,45065,北京站,2号线,654.0,455.0
45065,45065,45065,崇文门,2号线,238.0,256.0
45065,45065,45065,前门,2号线,146.0,127.0
45065,45065,45065,和平门,2号线,226.0,153.0
45065,45065,45065,复兴门,2号线,0.0,2.0
45065,45065,45065,车公庄,2号线,60.0,198.0
45065,45065,45065,西直门,2号线,415.0,657.0
45065,45065,45065,天通苑北,5号线,3783.0,225.0
45065,45065,45065,天通苑,5号线,2032.0,110.0
45065,45065,45065,立水桥,5号线,767.0,99.0
45065,45065,45065,立水桥南,5号线,711.0,153.0
45065,45065,45065,北苑路北,5号线,620.0,164.0
45065,45065,45065,大屯路东,5号线,343.0,230.0
45065,45065,45065,惠新西街南口,5号线,380.0,308.0
45065,45065,45065,和平西桥,5号线,307.0,253.0
45065,45065,45065,和平里北街,5号线,368.0,347.0
