日期,监测点位,二氧化硫,二氧化氮,可吸入颗粒物,一氧化碳,臭氧,细颗粒物,空气质量指数,首要污染物,AQI指数级别,AQI指数类别
2023-02-05,汉口江滩,8,53,79,24,30,134,134,PM2.5,三级,轻度污染
2023-02-04,汉口江滩,9,58,79,20,35,127,127,PM2.5,三级,轻度污染
2023-02-04,汉口江滩,9,58,79,20,35,127,127,PM2.5,三级,轻度污染
2023-02-04,汉口江滩,9,58,79,20,35,127,127,PM2.5,三级,轻度污染
2023-02-04,汉口江滩,9,58,79,20,35,127,127,PM2.5,三级,轻度污染
2023-02-03,汉口江滩,8,37,56,19,31,72,72,PM2.5,二级,良
2023-02-03,汉口江滩,8,37,56,19,31,72,72,PM2.5,二级,良
2023-02-03,汉口江滩,8,37,56,19,31,72,72,PM2.5,二级,良
2023-02-03,汉口江滩,8,37,56,19,31,72,72,PM2.5,二级,良
2023-02-02,汉口江滩,8,20,62,13,30,40,62,PM10,二级,良
2023-02-02,汉口江滩,8,20,62,13,30,40,62,PM10,二级,良
2023-02-02,汉口江滩,8,20,62,13,30,40,62,PM10,二级,良
2023-02-02,汉口江滩,8,20,62,13,30,40,62,PM10,二级,良
2023-02-01,汉口江滩,12,45,91,23,0,135,135,PM2.5,三级,轻度污染
2023-02-01,汉口江滩,12,45,91,23,0,135,135,PM2.5,三级,轻度污染
2023-02-01,汉口江滩,12,45,91,23,0,135,135,PM2.5,三级,轻度污染
2023-02-01,汉口江滩,12,45,91,23,0,135,135,PM2.5,三级,轻度污染
2023-01-31,汉口江滩,14,75,62,31,44,72,75,NO2,二级,良
2023-01-31,汉口江滩,14,75,62,31,44,72,75,NO2,二级,良
2023-01-31,汉口江滩,14,75,62,31,44,72,75,NO2,二级,良
2023-01-31,汉口江滩,14,75,62,31,44,72,75,NO2,二级,良
2023-01-30,汉口江滩,13,69,78,29,52,102,102,PM2.5,三级,轻度污染
2023-01-30,汉口江滩,13,69,78,29,52,102,102,PM2.5,三级,轻度污染
2023-01-30,汉口江滩,13,69,78,29,52,102,102,PM2.5,三级,轻度污染
2023-01-30,汉口江滩,13,69,78,29,52,102,102,PM2.5,三级,轻度污染
2023-01-29,汉口江滩,10,78,74,22,55,85,85,PM2.5,二级,良
2023-01-29,汉口江滩,10,78,74,22,55,85,85,PM2.5,二级,良
2023-01-29,汉口江滩,10,78,74,22,55,85,85,PM2.5,二级,良
2023-01-29,汉口江滩,10,78,74,22,55,85,85,PM2.5,二级,良
2023-01-28,汉口江滩,9,45,64,18,49,54,64,PM10,二级,良
2023-01-28,汉口江滩,9,45,64,18,49,54,64,PM10,二级,良
2023-01-28,汉口江滩,9,45,64,18,49,54,64,PM10,二级,良
2023-01-28,汉口江滩,9,45,64,18,49,54,64,PM10,二级,良
2023-01-27,汉口江滩,9,18,81,19,55,95,95,PM2.5,二级,良
2023-01-27,汉口江滩,9,18,81,19,55,95,95,PM2.5,二级,良
2023-01-27,汉口江滩,9,18,81,19,55,95,95,PM2.5,二级,良
2023-01-27,汉口江滩,9,18,81,19,55,95,95,PM2.5,二级,良
2023-01-26,汉口江滩,12,33,66,30,38,88,88,PM2.5,二级,良
2023-01-26,汉口江滩,12,33,66,30,38,88,88,PM2.5,二级,良
2023-01-26,汉口江滩,12,33,66,30,38,88,88,PM2.5,二级,良
2023-01-26,汉口江滩,12,33,66,30,38,88,88,PM2.5,二级,良
2023-01-25,汉口江滩,7,13,45,17,47,52,52,PM2.5,二级,良
2023-01-25,汉口江滩,7,13,45,17,47,52,52,PM2.5,二级,良
2023-01-25,汉口江滩,7,13,45,17,47,52,52,PM2.5,二级,良
2023-01-25,汉口江滩,7,13,45,17,47,52,52,PM2.5,二级,良
2023-01-24,汉口江滩,7,7,69,15,44,54,69,PM10,二级,良
2023-01-24,汉口江滩,7,7,69,15,44,54,69,PM10,二级,良
2023-01-24,汉口江滩,7,7,69,15,44,54,69,PM10,二级,良
2023-01-24,汉口江滩,7,7,69,15,44,54,69,PM10,二级,良
2023-01-23,汉口江滩,8,15,106,23,50,160,160,PM2.5,四级,中度污染
2023-01-23,汉口江滩,8,15,106,23,50,160,160,PM2.5,四级,中度污染
2023-01-23,汉口江滩,8,15,106,23,50,160,160,PM2.5,四级,中度污染
2023-01-23,汉口江滩,8,15,106,23,50,160,160,PM2.5,四级,中度污染
2023-01-22,汉口江滩,7,22,91,21,38,132,132,PM2.5,三级,轻度污染
2023-01-22,汉口江滩,7,22,91,21,38,132,132,PM2.5,三级,轻度污染
2023-01-22,汉口江滩,7,22,91,21,38,132,132,PM2.5,三级,轻度污染
2023-01-22,汉口江滩,7,22,91,21,38,132,132,PM2.5,三级,轻度污染
2023-01-21,汉口江滩,9,24,95,23,46,105,105,PM2.5,三级,轻度污染
2023-01-21,汉口江滩,9,24,95,23,46,105,105,PM2.5,三级,轻度污染
2023-01-21,汉口江滩,9,24,95,23,46,105,105,PM2.5,三级,轻度污染
2023-01-21,汉口江滩,9,24,95,23,46,105,105,PM2.5,三级,轻度污染
2023-01-20,汉口江滩,8,32,78,18,52,80,80,PM2.5,二级,良
2023-01-20,汉口江滩,8,32,78,18,52,80,80,PM2.5,二级,良
2023-01-20,汉口江滩,8,32,78,18,52,80,80,PM2.5,二级,良
2023-01-20,汉口江滩,8,32,78,18,52,80,80,PM2.5,二级,良
2023-01-19,汉口江滩,8,72,71,22,42,75,75,PM2.5,二级,良
2023-01-19,汉口江滩,8,72,71,22,42,75,75,PM2.5,二级,良
2023-01-19,汉口江滩,8,72,71,22,42,75,75,PM2.5,二级,良
2023-01-19,汉口江滩,8,72,71,22,42,75,75,PM2.5,二级,良
2023-01-18,汉口江滩,8,45,66,19,43,79,79,PM2.5,二级,良
2023-01-18,汉口江滩,8,45,66,19,43,79,79,PM2.5,二级,良
2023-01-18,汉口江滩,8,45,66,19,43,79,79,PM2.5,二级,良
2023-01-18,汉口江滩,8,45,66,19,43,79,79,PM2.5,二级,良
2023-01-17,汉口江滩,7,30,53,16,44,57,57,PM2.5,二级,良
2023-01-17,汉口江滩,7,30,53,16,44,57,57,PM2.5,二级,良
2023-01-17,汉口江滩,7,30,53,16,44,57,57,PM2.5,二级,良
2023-01-17,汉口江滩,7,30,53,16,44,57,57,PM2.5,二级,良
2023-01-16,汉口江滩,7,23,43,15,39,45,45,--,一级,优
2023-01-16,汉口江滩,7,23,43,15,39,45,45,--,一级,优
2023-01-16,汉口江滩,7,23,43,15,39,45,45,--,一级,优
2023-01-16,汉口江滩,7,23,43,15,39,45,45,--,一级,优
2023-01-15,汉口江滩,5,10,23,12,36,13,36,--,一级,优
2023-01-15,汉口江滩,5,10,23,12,36,13,36,--,一级,优
2023-01-15,汉口江滩,5,10,23,12,36,13,36,--,一级,优
2023-01-15,汉口江滩,5,10,23,12,36,13,36,--,一级,优
2023-01-14,汉口江滩,5,18,27,20,24,15,27,--,一级,优
2023-01-14,汉口江滩,5,18,27,20,24,15,27,--,一级,优
2023-01-14,汉口江滩,5,18,27,20,24,15,27,--,一级,优
2023-01-14,汉口江滩,5,18,27,20,24,15,27,--,一级,优
2023-01-13,汉口江滩,6,40,53,30,9,52,53,PM10,二级,良
2023-01-13,汉口江滩,6,40,53,30,9,52,53,PM10,二级,良
2023-01-13,汉口江滩,6,40,53,30,9,52,53,PM10,二级,良
2023-01-13,汉口江滩,6,40,52,30,9,53,53,PM2.5,二级,良
2023-01-12,汉口江滩,8,60,64,36,16,65,65,PM2.5,二级,良
2023-01-12,汉口江滩,8,60,64,36,16,65,65,PM2.5,二级,良
2023-01-12,汉口江滩,8,60,64,36,16,65,65,PM2.5,二级,良
2023-01-12,汉口江滩,8,60,64,36,16,65,65,PM2.5,二级,良
2023-01-11,汉口江滩,9,70,84,32,40,108,108,PM2.5,三级,轻度污染
2023-01-11,汉口江滩,9,70,84,32,40,108,108,PM2.5,三级,轻度污染
2023-01-11,汉口江滩,9,70,84,32,40,108,108,PM2.5,三级,轻度污染
2023-01-11,汉口江滩,9,70,84,32,40,108,108,PM2.5,三级,轻度污染
2023-01-10,汉口江滩,9,47,120,36,39,193,193,PM2.5,四级,中度污染
2023-01-10,汉口江滩,9,47,120,36,39,193,193,PM2.5,四级,中度污染
2023-01-10,汉口江滩,9,47,120,36,39,193,193,PM2.5,四级,中度污染
2023-01-10,汉口江滩,9,47,120,36,39,193,193,PM2.5,四级,中度污染
2023-01-09,汉口江滩,11,62,113,31,75,210,210,PM2.5,五级,重度污染
2023-01-09,汉口江滩,11,62,113,31,75,210,210,PM2.5,五级,重度污染
2023-01-09,汉口江滩,11,62,113,31,75,210,210,PM2.5,五级,重度污染
2023-01-09,汉口江滩,11,62,113,31,75,210,210,PM2.5,五级,重度污染
2023-01-08,汉口江滩,16,101,75,35,31,89,101,NO2,三级,轻度污染
2023-01-08,汉口江滩,16,101,75,35,31,89,101,NO2,三级,轻度污染
2023-01-08,汉口江滩,16,101,75,35,31,89,101,NO2,三级,轻度污染
2023-01-08,汉口江滩,16,101,75,35,31,89,101,NO2,三级,轻度污染
2023-01-07,汉口江滩,10,97,88,32,37,123,123,PM2.5,三级,轻度污染
2023-01-07,汉口江滩,10,97,88,32,37,123,123,PM2.5,三级,轻度污染
2023-01-07,汉口江滩,10,97,88,32,37,123,123,PM2.5,三级,轻度污染
2023-01-07,汉口江滩,10,97,88,32,37,123,123,PM2.5,三级,轻度污染
2023-01-06,汉口江滩,11,90,111,34,47,202,202,PM2.5,五级,重度污染
2023-01-06,汉口江滩,11,90,111,34,47,202,202,PM2.5,五级,重度污染
2023-01-06,汉口江滩,11,90,111,34,47,202,202,PM2.5,五级,重度污染
2023-01-06,汉口江滩,11,90,111,34,47,202,202,PM2.5,五级,重度污染
2023-01-05,汉口江滩,12,70,67,30,19,87,87,PM2.5,二级,良
2023-01-05,汉口江滩,12,70,67,30,19,87,87,PM2.5,二级,良
2023-01-05,汉口江滩,12,70,67,30,19,87,87,PM2.5,二级,良
2023-01-05,汉口江滩,12,70,67,30,19,87,87,PM2.5,二级,良
2023-01-04,汉口江滩,10,52,75,27,46,100,100,PM2.5,二级,良
2023-01-04,汉口江滩,10,52,75,27,46,100,100,PM2.5,二级,良
2023-01-04,汉口江滩,10,52,75,27,46,100,100,PM2.5,二级,良
2023-01-04,汉口江滩,10,52,75,27,46,100,100,PM2.5,二级,良
2023-01-03,汉口江滩,9,59,127,33,49,236,236,PM2.5,五级,重度污染
2023-01-03,汉口江滩,9,59,127,33,49,236,236,PM2.5,五级,重度污染
2023-01-03,汉口江滩,9,59,127,33,49,236,236,PM2.5,五级,重度污染
2023-01-03,汉口江滩,9,59,127,33,49,236,236,PM2.5,五级,重度污染
2023-01-02,汉口江滩,10,43,99,26,38,186,186,PM2.5,四级,中度污染
2023-01-02,汉口江滩,10,43,99,26,38,186,186,PM2.5,四级,中度污染
2023-01-02,汉口江滩,10,43,99,26,38,186,186,PM2.5,四级,中度污染
2023-01-02,汉口江滩,10,43,99,26,38,186,186,PM2.5,四级,中度污染
2023-01-01,汉口江滩,12,94,109,34,17,196,196,PM2.5,四级,中度污染
2023-01-01,汉口江滩,12,94,109,34,17,196,196,PM2.5,四级,中度污染
2023-01-01,汉口江滩,12,94,109,34,17,196,196,PM2.5,四级,中度污染
2023-01-01,汉口江滩,12,94,109,34,17,196,196,PM2.5,四级,中度污染
2022-12-31,汉口江滩,14,94,99,35,27,170,170,PM2.5,四级,中度污染
2022-12-30,汉口江滩,11,74,79,27,33,125,125,PM2.5,三级,轻度污染
2022-12-29,汉口江滩,8,53,88,27,34,139,139,PM2.5,三级,轻度污染
2022-12-28,汉口江滩,7,43,91,28,33,165,165,PM2.5,四级,中度污染
2022-12-27,汉口江滩,8,47,77,25,25,127,127,PM2.5,三级,轻度污染
2022-12-26,汉口江滩,10,53,70,21,29,115,115,PM2.5,三级,轻度污染
2022-12-25,汉口江滩,12,47,62,20,41,79,79,PM2.5,二级,良
2022-12-24,汉口江滩,12,64,70,21,43,90,90,PM2.5,二级,良
2022-12-23,汉口江滩,12,69,62,20,29,50,69,NO2,二级,良
2022-12-22,汉口江滩,8,39,67,17,39,49,67,PM10,二级,良
2022-12-21,汉口江滩,10,60,81,25,38,118,118,PM2.5,三级,轻度污染
2022-12-20,汉口江滩,13,63,65,25,24,88,88,PM2.5,二级,良
2022-12-19,汉口江滩,15,58,60,27,31,68,68,PM2.5,二级,良
2022-12-18,汉口江滩,8,43,53,16,38,45,53,PM10,二级,良
2022-12-17,汉口江滩,7,22,52,14,37,40,52,PM10,二级,良
2022-12-16,汉口江滩,9,37,85,23,14,108,108,PM2.5,三级,轻度污染
2022-12-15,汉口江滩,16,68,73,28,25,82,82,PM2.5,二级,良
2022-12-14,汉口江滩,11,48,67,18,39,54,67,PM10,二级,良
2022-12-13,汉口江滩,10,65,79,19,33,87,87,PM2.5,二级,良
2022-12-12,汉口江滩,8,57,61,21,31,84,84,PM2.5,二级,良
2022-12-11,汉口江滩,8,32,62,17,32,77,77,PM2.5,二级,良
2022-12-10,汉口江滩,8,42,87,23,47,147,147,PM2.5,三级,轻度污染
2022-12-09,汉口江滩,8,74,57,25,46,79,79,PM2.5,二级,良
2022-12-08,汉口江滩,8,69,53,21,15,72,72,PM2.5,二级,良
2022-12-07,汉口江滩,8,67,53,22,13,68,68,PM2.5,二级,良
2022-12-06,汉口江滩,8,60,52,23,11,63,63,PM2.5,二级,良
2022-12-05,汉口江滩,6,44,32,17,17,45,45,--,一级,优
2022-12-04,汉口江滩,7,33,50,17,17,68,68,PM2.5,二级,良
2022-12-03,汉口江滩,9,40,50,18,12,69,69,PM2.5,二级,良
2022-12-02,汉口江滩,8,37,32,15,22,46,46,--,一级,优
2022-12-01,汉口江滩,7,15,24,10,25,22,25,--,一级,优
2022-11-30,汉口江滩,7,8,32,9,26,12,32,--,一级,优
2022-11-29,汉口江滩,6,9,39,12,28,12,39,--,一级,优
2022-11-28,汉口江滩,7,15,23,19,21,9,23,--,一级,优
2022-11-27,汉口江滩,12,32,51,26,25,38,51,PM10,二级,良
2022-11-26,汉口江滩,9,52,59,30,43,48,59,PM10,二级,良
2022-11-25,汉口江滩,8,60,58,31,29,52,60,NO2,二级,良
2022-11-24,汉口江滩,8,47,38,31,33,38,47,--,一级,优
2022-11-23,汉口江滩,6,35,38,28,20,0,38,--,一级,优
2022-11-22,汉口江滩,6,28,17,24,18,12,28,--,一级,优
2022-11-21,汉口江滩,9,38,35,24,24,33,38,--,一级,优
2022-11-20,汉口江滩,8,45,37,23,40,28,45,--,一级,优
2022-11-19,汉口江滩,6,38,34,21,30,25,38,--,一级,优
2022-11-18,汉口江滩,8,62,64,24,12,67,67,PM2.5,二级,良
2022-11-17,汉口江滩,8,48,48,17,42,53,53,PM2.5,二级,良
2022-11-16,汉口江滩,10,50,44,21,20,65,65,PM2.5,二级,良
2022-11-15,汉口江滩,8,53,39,13,25,54,54,PM2.5,二级,良
2022-11-14,汉口江滩,6,35,22,13,14,26,35,--,一级,优
2022-11-13,汉口江滩,6,19,21,12,25,12,25,--,一级,优
2022-11-12,汉口江滩,7,27,54,19,31,33,54,PM10,二级,良
2022-11-11,汉口江滩,11,59,60,26,33,70,70,PM2.5,二级,良
2022-11-10,汉口江滩,13,85,63,24,89,64,89,O3_8h,二级,良
2022-11-09,汉口江滩,12,94,57,20,0,63,94,NO2,二级,良
2022-11-08,汉口江滩,9,49,53,19,75,53,75,O3_8h,二级,良
2022-11-07,汉口江滩,16,90,79,32,84,70,90,NO2,二级,良
2022-11-06,汉口江滩,11,58,42,16,65,35,65,O3_8h,二级,良
2022-11-05,汉口江滩,10,39,48,17,47,42,48,--,一级,优
2022-11-04,汉口江滩,8,25,65,17,66,78,78,PM2.5,二级,良
2022-11-03,汉口江滩,8,28,47,13,90,46,90,O3_8h,二级,良
2022-11-02,汉口江滩,9,50,42,16,77,36,77,O3_8h,二级,良
2022-11-01,汉口江滩,8,42,48,15,76,48,76,O3_8h,二级,良
2022-10-31,汉口江滩,7,23,45,13,75,0,75,O3_8h,二级,良
2022-10-30,汉口江滩,8,30,40,13,71,32,71,O3_8h,二级,良
2022-10-29,汉口江滩,7,28,31,12,44,30,44,--,一级,优
2022-10-28,汉口江滩,6,27,30,16,22,23,30,--,一级,优
2022-10-27,汉口江滩,6,19,32,19,33,35,35,--,一级,优
2022-10-26,汉口江滩,7,28,34,18,41,36,41,--,一级,优
2022-10-25,汉口江滩,13,55,59,24,62,55,62,O3_8h,二级,良
2022-10-24,汉口江滩,12,59,61,28,80,62,80,O3_8h,二级,良
2022-10-23,汉口江滩,10,34,59,24,129,59,129,O3_8h,三级,轻度污染
2022-10-22,汉口江滩,9,59,69,26,90,77,90,O3_8h,二级,良
2022-10-21,汉口江滩,11,100,67,31,48,87,100,NO2,二级,良
2022-10-20,汉口江滩,11,62,55,25,82,53,82,O3_8h,二级,良
2022-10-19,汉口江滩,11,59,46,22,79,58,79,O3_8h,二级,良
2022-10-18,汉口江滩,8,30,38,14,78,26,78,O3_8h,二级,良
2022-10-17,汉口江滩,8,30,73,20,71,75,75,PM2.5,二级,良
2022-10-16,汉口江滩,0,0,0,0,0,0,0,--,--,--
2022-10-15,汉口江滩,8,39,46,17,112,46,112,O3_8h,三级,轻度污染
2022-10-14,汉口江滩,0,0,0,0,0,0,0,--,--,--
2022-10-13,汉口江滩,10,69,52,19,71,49,71,O3_8h,二级,良
2022-10-12,汉口江滩,11,73,46,19,80,48,80,O3_8h,二级,良
2022-10-11,汉口江滩,10,48,37,15,68,35,68,O3_8h,二级,良
2022-10-10,汉口江滩,9,40,25,11,44,12,44,--,一级,优
2022-10-09,汉口江滩,7,22,24,13,33,10,33,--,一级,优
2022-10-08,汉口江滩,6,33,17,18,15,20,33,--,一级,优
2022-10-07,汉口江滩,6,30,14,18,20,16,30,--,一级,优
2022-10-06,汉口江滩,6,22,5,16,19,5,22,--,一级,优
2022-10-05,汉口江滩,6,18,10,14,21,5,21,--,一级,优
2022-10-04,汉口江滩,6,17,24,16,23,5,24,--,一级,优
2022-10-03,汉口江滩,8,33,43,16,53,29,53,O3_8h,二级,良
2022-10-02,汉口江滩,9,44,41,16,60,26,60,O3_8h,二级,良
2022-10-01,汉口江滩,13,90,69,27,92,68,92,O3_8h,二级,良
2022-09-30,汉口江滩,11,109,71,28,143,87,143,O3_8h,三级,轻度污染
2022-09-29,汉口江滩,14,83,63,26,174,68,174,O3_8h,四级,中度污染
2022-09-29,汉口江滩,14,83,63,26,174,68,174,O3_8h,四级,中度污染
2022-09-28,汉口江滩,10,54,51,18,54,45,54,NO2:O3_8h,二级,良
2022-09-28,汉口江滩,10,54,51,18,54,45,54,NO2:O3_8h,二级,良
2022-09-27,汉口江滩,11,49,54,21,150,48,150,O3_8h,三级,轻度污染
2022-09-26,汉口江滩,12,78,59,23,100,50,100,O3_8h,二级,良
2022-09-25,汉口江滩,10,67,51,17,42,43,67,NO2,二级,良
2022-09-25,汉口江滩,10,67,51,17,42,43,67,NO2,二级,良
2022-09-24,汉口江滩,12,42,54,16,46,25,54,PM10,二级,良
2022-09-24,汉口江滩,12,42,54,16,46,25,54,PM10,二级,良
2022-09-22,汉口江滩,10,33,38,15,67,40,67,O3_8h,二级,良
2022-09-22,汉口江滩,10,33,38,15,67,40,67,O3_8h,二级,良
2022-09-21,汉口江滩,10,40,45,15,40,33,45,--,一级,优
2022-09-21,汉口江滩,10,40,45,15,40,33,45,--,一级,优
2022-09-20,汉口江滩,9,20,33,11,60,9,60,O3_8h,二级,良
2022-09-20,汉口江滩,9,20,33,11,60,9,60,O3_8h,二级,良
2022-09-19,汉口江滩,10,23,36,17,140,35,140,O3_8h,三级,轻度污染
2022-09-19,汉口江滩,10,23,36,17,140,35,140,O3_8h,三级,轻度污染
2022-09-18,汉口江滩,8,22,35,16,99,23,99,O3_8h,二级,良
2022-09-18,汉口江滩,8,22,35,16,99,23,99,O3_8h,二级,良
2022-09-17,汉口江滩,10,35,45,21,131,35,131,O3_8h,三级,轻度污染
2022-09-17,汉口江滩,10,35,45,21,131,35,131,O3_8h,三级,轻度污染
2022-09-16,汉口江滩,7,38,34,17,92,22,92,O3_8h,二级,良
2022-09-16,汉口江滩,7,38,34,17,92,22,92,O3_8h,二级,良
2022-09-15,汉口江滩,8,28,51,21,83,46,83,O3_8h,二级,良
2022-09-15,汉口江滩,8,28,51,21,83,46,83,O3_8h,二级,良
2022-09-14,汉口江滩,7,17,31,18,75,25,75,O3_8h,二级,良
2022-09-14,汉口江滩,7,17,31,18,75,25,75,O3_8h,二级,良
2022-09-13,汉口江滩,7,18,42,20,90,40,90,O3_8h,二级,良
2022-09-13,汉口江滩,7,18,42,20,90,40,90,O3_8h,二级,良
2022-09-12,汉口江滩,8,20,32,19,108,22,108,O3_8h,三级,轻度污染
2022-09-12,汉口江滩,8,20,32,19,108,22,108,O3_8h,三级,轻度污染
2022-09-11,汉口江滩,8,20,43,22,113,40,113,O3_8h,三级,轻度污染
2022-09-11,汉口江滩,8,20,43,22,113,40,113,O3_8h,三级,轻度污染
2022-09-10,汉口江滩,11,30,49,25,135,50,135,O3_8h,三级,轻度污染
2022-09-10,汉口江滩,11,30,49,25,135,50,135,O3_8h,三级,轻度污染
2022-09-09,汉口江滩,9,0,35,20,100,35,100,O3_8h,二级,良
2022-09-09,汉口江滩,9,0,35,20,100,35,100,O3_8h,二级,良
2022-09-08,汉口江滩,12,30,44,21,143,35,143,O3_8h,三级,轻度污染
2022-09-08,汉口江滩,12,30,44,21,143,35,143,O3_8h,三级,轻度污染
2022-09-07,汉口江滩,14,72,59,24,127,46,127,O3_8h,三级,轻度污染
2022-09-07,汉口江滩,14,72,59,24,127,46,127,O3_8h,三级,轻度污染
2022-09-06,汉口江滩,12,89,57,23,157,43,157,O3_8h,四级,中度污染
2022-09-06,汉口江滩,12,89,57,23,157,43,157,O3_8h,四级,中度污染
2022-09-05,汉口江滩,11,32,45,22,110,46,110,O3_8h,三级,轻度污染
2022-09-05,汉口江滩,11,32,45,22,110,46,110,O3_8h,三级,轻度污染
2022-09-04,汉口江滩,11,15,42,20,100,50,100,O3_8h,二级,良
2022-09-04,汉口江滩,11,15,42,20,100,50,100,O3_8h,二级,良
2022-09-03,汉口江滩,9,13,22,16,83,13,83,O3_8h,二级,良
2022-09-03,汉口江滩,9,13,22,16,83,13,83,O3_8h,二级,良
2022-09-02,汉口江滩,9,12,32,20,73,25,73,O3_8h,二级,良
2022-09-02,汉口江滩,9,12,32,20,73,25,73,O3_8h,二级,良
2022-09-01,汉口江滩,10,12,16,20,55,26,55,O3_8h,二级,良
2022-09-01,汉口江滩,10,12,16,20,55,26,55,O3_8h,二级,良
2022-08-31,汉口江滩,8,10,10,19,42,9,42,--,一级,优
2022-08-31,汉口江滩,8,10,10,19,42,9,42,--,一级,优
2022-08-30,汉口江滩,8,10,13,20,42,12,42,--,一级,优
2022-08-30,汉口江滩,8,10,13,20,42,12,42,--,一级,优
2022-08-29,汉口江滩,8,14,23,21,25,12,25,--,一级,优
2022-08-29,汉口江滩,8,14,23,21,25,12,25,--,一级,优
2022-08-28,汉口江滩,9,20,37,26,130,29,130,O3_8h,三级,轻度污染
2022-08-28,汉口江滩,9,20,37,26,130,29,130,O3_8h,三级,轻度污染
2022-08-27,汉口江滩,8,13,36,24,70,32,70,O3_8h,二级,良
2022-08-27,汉口江滩,8,13,36,24,70,32,70,O3_8h,二级,良
2022-08-26,汉口江滩,9,20,34,22,70,30,70,O3_8h,二级,良
2022-08-26,汉口江滩,9,20,34,22,70,30,70,O3_8h,二级,良
2022-08-25,汉口江滩,11,23,39,26,108,29,108,O3_8h,三级,轻度污染
2022-08-25,汉口江滩,11,23,39,26,108,29,108,O3_8h,三级,轻度污染
2022-08-24,汉口江滩,8,12,24,20,56,18,56,O3_8h,二级,良
2022-08-24,汉口江滩,8,12,24,20,56,18,56,O3_8h,二级,良
2022-08-23,汉口江滩,8,13,34,23,70,29,70,O3_8h,二级,良
2022-08-23,汉口江滩,8,13,34,23,70,29,70,O3_8h,二级,良
2022-08-22,汉口江滩,9,18,21,17,47,13,47,--,一级,优
2022-08-22,汉口江滩,9,18,21,17,47,13,47,--,一级,优
2022-08-21,汉口江滩,10,22,23,18,56,10,56,O3_8h,二级,良
2022-08-21,汉口江滩,10,22,23,18,56,10,56,O3_8h,二级,良
2022-08-20,汉口江滩,9,39,45,25,131,32,131,O3_8h,三级,轻度污染
2022-08-20,汉口江滩,9,39,45,25,131,32,131,O3_8h,三级,轻度污染
2022-08-19,汉口江滩,9,34,31,18,67,20,67,O3_8h,二级,良
2022-08-19,汉口江滩,9,34,31,18,67,20,67,O3_8h,二级,良
2022-08-18,汉口江滩,10,40,34,22,70,26,70,O3_8h,二级,良
2022-08-18,汉口江滩,10,40,34,22,70,26,70,O3_8h,二级,良
2022-08-17,汉口江滩,11,38,35,28,106,26,106,O3_8h,三级,轻度污染
2022-08-17,汉口江滩,11,38,35,28,106,26,106,O3_8h,三级,轻度污染
2022-08-16,汉口江滩,9,50,42,23,138,32,138,O3_8h,三级,轻度污染
2022-08-16,汉口江滩,9,50,42,23,138,32,138,O3_8h,三级,轻度污染
2022-08-15,汉口江滩,10,29,25,18,62,19,62,O3_8h,二级,良
2022-08-15,汉口江滩,10,29,25,18,62,19,62,O3_8h,二级,良
2022-08-14,汉口江滩,10,37,24,18,59,16,59,O3_8h,二级,良
2022-08-14,汉口江滩,10,37,24,18,59,16,59,O3_8h,二级,良
2022-08-13,汉口江滩,9,39,22,18,65,28,65,O3_8h,二级,良
2022-08-13,汉口江滩,9,39,22,18,65,28,65,O3_8h,二级,良
2022-08-12,汉口江滩,8,48,25,18,50,28,50,--,一级,优
2022-08-12,汉口江滩,8,48,25,18,50,28,50,--,一级,优
2022-08-11,汉口江滩,9,47,25,17,48,13,48,--,一级,优
2022-08-11,汉口江滩,9,47,25,17,48,13,48,--,一级,优
2022-08-10,汉口江滩,9,48,41,22,126,28,126,O3_8h,三级,轻度污染
2022-08-10,汉口江滩,9,48,41,22,126,28,126,O3_8h,三级,轻度污染
2022-08-09,汉口江滩,8,30,28,19,75,22,75,O3_8h,二级,良
2022-08-08,汉口江滩,7,33,26,18,52,18,52,O3_8h,二级,良
2022-08-07,汉口江滩,7,33,24,17,50,13,50,--,一级,优
2022-08-06,汉口江滩,6,29,21,17,62,13,62,O3_8h,二级,良
2022-08-05,汉口江滩,6,35,29,18,55,15,55,O3_8h,二级,良
2022-08-04,汉口江滩,6,35,0,24,106,0,106,O3_8h,三级,轻度污染
2022-08-03,汉口江滩,7,63,57,25,108,48,108,O3_8h,三级,轻度污染
2022-08-02,汉口江滩,8,59,57,24,113,43,113,O3_8h,三级,轻度污染
2022-08-01,汉口江滩,8,34,50,22,173,39,173,O3_8h,四级,中度污染
2022-07-31,汉口江滩,7,30,40,17,92,0,92,O3_8h,二级,良
2022-07-30,汉口江滩,7,23,30,16,90,19,90,O3_8h,二级,良
2022-07-29,汉口江滩,6,19,29,16,55,20,55,O3_8h,二级,良
2022-07-28,汉口江滩,6,48,37,18,43,22,48,--,一级,优
2022-07-27,汉口江滩,7,47,43,20,101,29,101,O3_8h,三级,轻度污染
2022-07-26,汉口江滩,6,43,39,20,107,25,107,O3_8h,三级,轻度污染
2022-07-25,汉口江滩,7,59,45,19,72,0,72,O3_8h,二级,良
2022-07-24,汉口江滩,0,0,0,0,0,0,0,--,--,--
2022-07-24,汉口江滩,9,50,40,28,185,29,185,O3_8h,四级,中度污染
2022-07-23,汉口江滩,6,24,21,17,45,6,45,--,一级,优
2022-07-23,汉口江滩,0,0,0,0,0,0,0,--,--,--
2022-07-22,汉口江滩,6,35,26,16,47,18,47,--,一级,优
2022-07-22,汉口江滩,6,35,26,16,47,18,47,--,一级,优
