销售员,区域,订单日期,回签日期,客户订单号,客户名称,产品规格,单价,数量,合计,发货日期,发货数量,批号,厂商,账期,开票日期,发票号,开票金额,理论收款日,收款年份,实际到款日,实际到款金额,"2023年其中
逾期应收账款",客户承诺付款日,信用额度,备注
金颖,上海市,45224,45224,5651012125,百岳特生物技术（上海）有限公司,M102,49.0,75,3675,45248,75,C2307104,明台,30,45258,144883008,3675,45288,2023,45282,3675.0,0,,,
金颖,上海市,45224,45268,4500300139,扬子江药业集团上海海尼药业有限公司,M102,41.0,10000,412000,45268,8100,C2307111,明台,30,45273,160955012,332690,45303,2024,45379,332690.0,0,45381,,破损一箱，少开25靠港，发票没找到，尽快安排支付
金颖,上海市,45229,45236,,上海现代制药股份有限公司,244FP,210.0,20,4200,45237,20,1000393760,Grace,60,45245,130966968,4200,45305,2024,45308,4200.0,0,,,
金颖,江苏省,45231,45237,XH20231101,燃点（南京）生物医药科技有限公司,AN50,300.0,25,7500,45245,25,AFN050-360283,乐天,款到发货,45251,136947731,7500,#VALUE!,2023,45244,7500.0,#VALUE!,,,
金颖,江苏省,45236,45239,CG231106-16,均瑶润盈生物科技（上海）有限公司,M102,47.0,300,14100,45244,300,C2307104,明台,款到发货,45251,136925924,14100,#VALUE!,2023,45243,14100.0,#VALUE!,,,
金颖,上海市,45237,45237,DBP23-物料1071,上海迪赛诺医药集团股份有限公司,M101,50.0,25,1250,45238,25,C2304120,明台,30,45245,130973672,1250,45275,2024,45317,1250.0,0,,,
金颖,江苏省,45237,45239,4500301466,扬子江药业集团江苏紫龙药业有限公司,M102,41.0,850,35037,45243,850,C2307111,明台,30,45251,136944869,35037,45281,2023,45282,35037.0,0,,,
金颖,江苏省,45238,45250,4500301620,扬子江药业集团南京海陵药业有限公司,M101,45.0,100,4460,45257,100,C2307130,明台,30,45266,153658647,4460,45296,2024,45352,4460.0,0,45351,,2/22 付款已经申请，在财务处排队，本月底应该能够付出
金颖,江苏省,45238,45250,4500301620,扬子江药业集团南京海陵药业有限公司,M101,45.0,150,6690,45257,150,C2307130,明台,30,45266,153658647,6690,45296,2024,45352,6690.0,0,45351,,2/22付款已经申请，在财务处排队，本月底应该能够付出
金颖,上海市,45239,45245,ZT20231109,上海智同医药科技有限公司,HP55,690.0,6,4140,45258,6,PF55-310017,乐天,款到发货,45266,153663630,4140,#VALUE!,2023,45257,4140.0,#VALUE!,,,
金颖,江苏省,45243,45250,4500301929,扬子江药业集团南京海陵药业有限公司,M102,41.0,50,2061,45257,50,C2307104,明台,30,45266,153658647,2061,45296,2024,45352,2061.0,0,45351,,2/22付款已经申请，在财务处排队，本月底应该能够付出
金颖,上海市,45244,45246,CG231114-68,均瑶润盈生物科技（上海）有限公司,M102,47.0,500,23500,45246,500,C2307104,明台,款到发货,45251,136925924,23500,#VALUE!,2023,45252,23500.0,#VALUE!,,,特批先发货
金颖,江苏省,45244,,CY20231114,苏州源创药物研究有限公司,HP55,748.0,1,748,45247,1,PF55-310017,乐天,款到发货,45258,144874012,748,#VALUE!,2023,45245,748.0,#VALUE!,,,
金颖,江苏省,45245,45246,JQ20231115,锦乔生物科技有限公司,M102,47.0,150,7050,45246,150,C2307111,明台,款到发货,45251,136950017,7050,#VALUE!,2023,45245,7050.0,#VALUE!,,,特批先发货
金颖,上海市,45245,45258,SQ20231120,上海三齐医药科技有限公司,M101,45.0,200,9000,45258,200,C2307130,明台,款到发货,45266,153665529,9000,#VALUE!,2023,45258,9000.0,#VALUE!,,,发货南京长澳
金颖,江苏省,45251,45251,CP20231121,江苏晨牌药业集团股份有限公司,M101,47.0,900,42300,45252,900,C2308108,明台,30,45258,144916588,42300,45288,2024,45345,42300.0,0,45351,,
金颖,江苏省,45251,45252,SH20231120,江苏宣泰药业有限公司,M102,48.0,350,16800,45252,350,C2307111,明台,30,45258,144870312,16800,45288,2023,45266,16800.0,0,,,
金颖,上海市,45251,,TL20231120,上海天龙药业有限公司,M101,50.0,500,25000,45252,500,C2308108,明台,款到发货,45258,144919287,25000,#VALUE!,2023,45251,25000.0,#VALUE!,,,
金颖,江苏省,45251,,SH20231121,药源生物科技（启东）有限公司,M112,69.0,25,1725,45254,25,C2301108,明台,款到发货,45258,144924670,1725,#VALUE!,2023,45253,1725.0,#VALUE!,,,
金颖,江苏省,45252,45252,JQ20231122,锦乔生物科技有限公司,M102,47.0,200,9400,45254,200,C2307111,明台,款到发货,45258,144926588,9400,#VALUE!,2023,45253,9400.0,#VALUE!,,,
金颖,上海市,45257,45260,5651012404,百岳特生物技术（上海）有限公司,M102,49.0,100,4900,45278,100,C2308125,明台,30,45285,174226854,4900,45315,2024,45310,4900.0,0,,,
金颖,江苏省,45257,45257,,南京正科医药股份有限公司,M101,48.0,1800,86400,45258,1800,C2308108,明台,30,45266,153660772,86400,45296,2023,45275,86400.0,0,,,
金颖,上海市,45257,45264,,上海现代制药股份有限公司,M101,48.0,2000,96000,45265,2000,C2308108,明台,60,45273,160745102,96000,45333,2024,45323,96000.0,0,,,信用额度特批发货
金颖,上海市,45258,不需要,9845090812,帝斯曼维生素（上海）有限公司,M102,46.0,1800,82800,45265,1800,C2308125,明台,30,45273,160755633,82804,45303,2024,45322,82804.0,0,,,
金颖,江苏省,45260,45264,SH20231130,常州百瑞吉生物医药股份有限公司,971P,430.0,20,8600,45266,20,44222004,Corel,款到发货,45273,160764075,8600,#VALUE!,2023,45265,8600.0,#VALUE!,,,
金颖,江苏省,45261,45261,HYG2312003,技源健康科技（江苏）有限公司,M302,67.0,350,23450,45264,350,C2305040,明台,30,45266,153679346,23450,45296,2024,45296,23450.0,0,,,
金颖,上海市,45264,45265,ABS20231204,上海安必生制药技术有限公司,K90,138.0,25,3450,45266,25,PK90-231120FF1,南杭,30,45273,160778695,3450,45303,2024,45306,3450.0,0,,,
金颖,江苏省,45265,45268,,江苏柯菲平医药股份有限公司,硬脂富马酸钠,1500.0,5,7500,45268,5,SSFM4L192,NITIKA,款到发货,45266,153647957,7500,#VALUE!,2023,45268,7500.0,#VALUE!,,,
金颖,江苏省,45267,45267,,锦乔生物科技有限公司,M102,47.0,300,14100,45268,300,"C2307111  125KG,C2307123  175KG",明台,款到发货,45273,160641334,14100,#VALUE!,2023,45268,14100.0,#VALUE!,,,特批先发货
金颖,上海市,45267,45267,XMHTSP-20231207-034,上海则正生物医药股份有限公司,HP55,748.0,3,2244,45274,3,PF55-310017,乐天,款到发货,45279,167673145,2244,#VALUE!,2023,45274,2244.0,#VALUE!,,,
金颖,上海市,45268,不需要,,上海欣富生物科技有限公司,M102,47.0,200,9400,45271,200,C2307123,明台,款到发货,45279,167603522,9400,#VALUE!,2023,45268,9400.0,#VALUE!,,,
金颖,上海市,45268,不需要,,上海欣富生物科技有限公司,M102SD,51.0,200,10200,45288,200,C2305050,明台,款到发货,45288,179382426,10200,#VALUE!,2023,45288,10200.0,#VALUE!,,,
金颖,上海市,45268,不需要,,上海欣富生物科技有限公司,A200,30.0,10,300,45271,10,617110581,非明台,款到发货,45279,167603522,300,#VALUE!,2023,45268,300.0,#VALUE!,,,
金颖,江苏省,45271,不需要,23008928,无锡合全药业有限公司,244FP,234.0,10,2340,45272,10,1000402280,Corel,30,45279,167647736,2340,45309,2024,45350,2340.0,0,45366,,2/22 已经申请加急付款，2-3周内支付
金颖,上海市,45271,45278,SH20231208,上海旭东海普嘉定药厂,M102,47.0,200,9400,45279,200,C2307123,明台,30,45285,174336621,9400,45315,2024,45316,9400.0,0,,,
金颖,江苏省,45271,45271,HYG2312079,技源健康科技（江苏）有限公司,M302,67.0,200,13400,45272,200,C2305040,明台,30,45279,167657733,13400,45309,2024,45352,13400.0,0,45381,,发票没找到，尽快安排支付
金颖,上海市,45274,45274,SH20231214,上海炫翔商贸有限公司,244FP（美）,180.0,408,73440,45278,408,5210237462,Grace,款到发货,45285,174326340,73440,#VALUE!,2023,45275,73440.0,#VALUE!,,,
金颖,江苏省,45275,45275,NJ20231215,江苏利泰尔药业有限公司,M102,47.0,125,5875,45279,125,C2307123,明台,款到发货,45285,174332213,5875,#VALUE!,2023,45278,5875.0,#VALUE!,,,
金颖,上海市,45278,45286,,上海上药信谊药厂有限公司,244FP,220.0,10,2200,45286,10,1000402280,Grace,30,45288,179386112,2200,45318,2024,45328,2200.0,0,,,
金颖,江苏省,45279,不需要,23009230,无锡合全药业有限公司,244FP,234.0,10,2340,45280,10,1000402280,Corel,30,45285,174222803,2340,45315,2024,45350,2340.0,0,45366,,2/22 已经申请加急付款，2-3周内支付
金颖,江苏省,45285,45286,SH20231225,药源生物科技（启东）有限公司,M112,69.0,25,1725,45287,25,C2301108,明台,款到发货,45288,179396352,1725,#VALUE!,2023,45286,1725.0,#VALUE!,,,
金颖,江苏省,45285,45286,TR20231225,江苏特瑞药业股份有限公司,M101,47.0,125,5875,45286,125,C2308140,明台,30,45288,179388894,5875,45318,2024,45344,5875.0,0,,1500,
金颖,上海市,45285,45285,5651012663,百岳特生物技术（上海）有限公司,M102,49.0,100,4900,45288,100,C2308125,明台,30,45288,179378779,4900,45318,2024,45301,4900.0,0,,,
金颖,上海市,45286,,TL20231226,上海天龙药业有限公司,M101,50.0,1000,50000,45287,1000,C2308140,明台,款到发货,45288,179392483,50000,#VALUE!,2023,45286,50000.0,#VALUE!,,,
金颖,上海市,45287,不需要,23002581,上海合全医药有限公司,244FP,234.0,10,2340,45288,10,1000402280,Grace,30,45288,179321202,2340,45318,2024,45322,2340.0,0,,,
金颖,上海市,45287,45287,SH20231227,上海炫翔商贸有限公司,244FP（美）,180.0,1224,220320,45288,1224,5210237462,Grace,款到发货,45288,179344572,220320,#VALUE!,2023,45287,88128.0,#VALUE!,,,
金颖,上海市,1月,,,上海岸阔医药科技有限公司,M102,53.0,25,1325,,25,,明台,款到发货,44937,43172169,1325,#VALUE!,2023,44935,1325.0,#VALUE!,,,
金颖,上海市,1月,,,百岳特生物技术（上海）有限公司,M102,49.0,500,24500,,500,,明台,30,44936,43172164,24500,44966,2023,44946,24500.0,0,,15300,
金颖,上海市,1月,,,上海天龙药业有限公司,M101,50.0,500,25000,,500,,明台,30,44964,2957610,25000,44994,2023,44936,25000.0,0,,6250,
金颖,上海市,1月,,,上海现代制药股份有限公司,M101,45.0,1000,45000,,1000,,明台,60,44936,43172158,45000,44996,2023,44994,45000.0,0,,83000,
金颖,上海市,1月,,,扬子江药业集团上海海尼药业有限公司,M102,45.0,3500,157500,,3500,,明台,30,44937,"43172172
43172173",157500,44967,2023,44974,157500.0,0,,780000,
金颖,苏北,1月,,,药源生物科技（启东）有限公司,M112,69.0,50,3450,,50,,明台,款到发货,44964,2956803,3450,#VALUE!,2023,44956,3450.0,#VALUE!,,,
金颖,苏北,1月,,,美乐家（南通）健康科技有限公司,244FP（美）,208.0,68,14144,,68,,Grace,30,44964,2960591,14144,44994,2023,45009,14144.0,0,,19800,
金颖,上海市,1月,,,上海安必生制药技术有限公司,K30,135.0,25,3375,,25,,南杭,30,44964,2959064,3375,44994,2023,44956,3375.0,0,,3000,
金颖,上海市,1月,,,上海美迪西生物医药股份有限公司,244FP（美）,258.0,14,3509,,14,,Grace,款到发货,44964,2958085,3509,#VALUE!,2023,44942,3509.0,#VALUE!,,,
金颖,上海市,1月,,,上海雅培制药有限公司,244FP（美）,250.0,163,40800,,163,,Grace,款到发货,44964,2957362,40800,#VALUE!,2023,44944,40800.0,#VALUE!,,,
金颖,苏南,1月,,,扬子江江苏海岸药业有限公司,M101,45.0,3500,157500,,3500,,明台,30,44936,"43172088
43172089",157500,#VALUE!,2023,45005,157500.0,#VALUE!,,150000,
金颖,苏南,1月,,,澳美制药（苏州）有限公司,M102,52.0,25,1300,,25,,明台,款到发货,44964,2954566,1300,#VALUE!,2023,44938,1300.0,#VALUE!,,,
金颖,苏南,1月,,,常州制药厂有限公司,M102CG,43.0,2500,107150,,2500,,明台,60,44936,43172090,107150,44996,2023,44978,107150.0,0,,,
金颖,苏南,1月,,,南京正科医药股份有限公司,M101,47.0,900,42300,,900,,明台,30,44964,2946243,42300,44994,2023,44986,42300.0,0,,,
金颖,苏南,1月,,,先声药业有限公司,M101,48.0,200,9600,,200,,明台,30,44937,43172168,9600,44967,2023,44970,9600.0,0,,,
金颖,苏南,1月,,,扬子江药业集团江苏紫龙药业有限公司,M102,45.0,600,27000,,600,,明台,30,44966,43172177,27000,44996,2023,45001,27000.0,0,,15000,
金颖,苏南,1月,,,南京易亨制药有限公司,HP55,620.0,20,12400,,20,,乐天,60,44964,2954978,12400,45024,2023,45072,12400.0,0,,,
金颖,苏南,1月,,,南京易亨制药有限公司,971P,380.0,5,1900,,5,,Corel,60,44936,43172097,1900,44996,2023,45033,1900.0,0,,,
金颖,上海市,2月,,,上海创诺制药有限公司,M101,50.0,25,1250,,25,,明台,30,44992,6479829,1250,45022,2023,45057,1250.0,0,,1550,
金颖,上海市,2月,,,上海现代制药股份有限公司,M101,48.0,1000,48000,,1000,,明台,60,44971,3690887,48000,45031,2023,45030,48000.0,0,,,
金颖,上海市,2月,,,扬子江药业集团上海海尼药业有限公司,M102,45.0,3600,162000,,3600,,明台,30,44992,6478432,162000,45022,2023,45026,162000.0,0,,35000,
金颖,苏北,2月,,,扬子江药业集团有限公司,M101,45.0,3000,135000,,3000,,明台,30,44964,2947181,135000,44994,2023,45092,135000.0,0,45106,,
金颖,苏北,2月,,,药源生物科技（启东）有限公司,M112,69.0,25,1725,,25,,明台,款到发货,44981,5063167,1725,#VALUE!,2023,44974,1725.0,#VALUE!,,,
金颖,上海市,2月,,,安时国际贸易（上海）有限公司,244FP（美）,180.0,204,36720,,204,,Grace,款到发货,44981,5066532,36720,#VALUE!,2023,44978,36720.0,#VALUE!,,,
金颖,上海市,2月,,,上海普维安健生物科技有限公司,244FP（美）,207.0,14,2815,,14,,Grace,款到发货,45012,9433653,2815,#VALUE!,2023,44981,2815.0,#VALUE!,,,
金颖,上海市,2月,,,上海尧岚生物科技有限公司,244FP,230.0,10,2300,,10,,Grace,款到发货,44971,3691037,2300,#VALUE!,2023,44963,2300.0,#VALUE!,,,
金颖,苏南,2月,,,扬子江药业集团江苏制药股份有限公司,M102,45.0,1750,78750,,1750,,明台,30,44981,5063204,78750,45011,2023,45086,78750.0,0,,31000,
金颖,苏南,2月,,,常州制药厂有限公司,M102CG,43.0,6800,291448,,6800,,明台,60,44993,"43172212
43172213
43172214",289305,45053,2023,45019,289305.0,0,,,
金颖,苏南,2月,,,江苏睿实生物科技有限公司,M101,50.0,25,1250,,25,,明台,款到发货,44992,6482435,1250,#VALUE!,2023,44984,1250.0,#VALUE!,,,
金颖,苏南,2月,,,江苏吴中医药集团有限公司苏州制药厂,M101,52.0,25,1300,,25,,明台,款到发货,44964,6482006,1300,#VALUE!,2023,44980,1300.0,#VALUE!,,,
金颖,苏南,2月,,,南京易亨制药有限公司,M101,43.0,2000,86000,,2000,,明台,60,44981,43172184,86000,45041,2023,45072,86000.0,0,,,
金颖,苏南,2月,,,南京易亨制药有限公司,M101,44.0,4000,174000,,4000,,明台,60,44992,"43172207
43172208
43172209",174000,,2023,45105,174000.0,0,,,
金颖,苏南,2月,,,南京正科医药股份有限公司,CCS,175.0,75,13125,,75,,明台,30,44972,43172179,13125,45002,2023,45007,13125.0,0,,,
金颖,苏南,2月,,,先声药业有限公司,M101,48.0,2700,129600,,2700,,明台,30,44992,6480244,129600,45022,2023,45023,129600.0,0,,,
金颖,苏南,2月,,,扬子江药业集团南京海陵药业有限公司,M101,45.0,50,2250,,50,,明台,30,44966,43172176,2250,44996,2023,45016,2250.0,0,,20000,
金颖,苏南,2月,,,江苏吴中医药集团有限公司苏州制药厂,244FP,220.0,10,2200,,10,,Grace,款到发货,44992,6482006,2200,#VALUE!,2023,44980,2200.0,#VALUE!,,,
金颖,苏南,2月,,,南京易亨制药有限公司,244FP,210.0,10,2100,,10,,Grace,60,44972,43172180,2100,45032,2023,45072,2100.0,0,,,
金颖,上海市,3月,,,帝斯曼维生素（上海）有限公司,M102,46.0,1500,69000,,1500,,明台,30,44999,7469085,69003,45029,2023,45051,69003.0,0,,89700,
金颖,苏北,3月,,,江苏晨牌药业集团股份有限公司,M101,47.0,2700,126900,,2700,,明台,30,45012,9417985,126900,45042,2023,45050,126900.0,0,,106000,
金颖,上海市,3月,,,上海创诺制药有限公司,M101,50.0,50,2500,,50,,明台,30,45022,11057034,2500,45052,2023,45056,2500.0,0,,,
金颖,苏北,3月,,,上海汇伦江苏药业有限公司,M102,50.0,150,7500,,150,,明台,30,45022,11054447,7500,45052,2023,45064,7500.0,0,,14375,
金颖,苏北,3月,,,江苏亚邦爱普森药业有限公司,硬脂酸钙,550.0,20,11000,,20,,NITIKA,款到发货,45022,11053670,11000,#VALUE!,2023,45009,11000.0,#VALUE!,,2750,
金颖,苏北,3月,,,美乐家（南通）健康科技有限公司,244FP（美）,208.0,68,14144,,68,,Grace,30,45007,8689547,14144,45037,2023,45041,14144.0,0,,,
金颖,上海市,3月,,,上海理想制药有限公司,HP55,650.0,20,13000,,20,,乐天,款到发货,45022,11055942,13000,#VALUE!,2023,44963,13000.0,#VALUE!,,,
金颖,上海市,3月,,,上海欣峰制药有限公司,T-134,880.0,25,22000,,25,,Corel,款到发货,45007,8694186,22000,#VALUE!,2023,44943,22000.0,#VALUE!,,,
金颖,苏北,3月,,,扬子江药业集团有限公司,244FP,207.0,10,2070,,10,,Grace,30,45022,11055353,2070,45052,2023,45075,2070.0,0,,,
金颖,上海市,3月,3月,,上海欣峰制药有限公司,T-114,880.0,25,22000,45068,25,2022100,Corel,款到发货,45085,24976870,22000,#VALUE!,2023,44933,22000.0,#VALUE!,,,
金颖,苏南,3月,,,昆山龙灯瑞迪制药有限公司,M301,70.0,175,12250,,175,,明台,30,44999,7467694,12250,45029,2023,45042,12250.0,0,,,
金颖,苏南,3月,,,昆山龙灯瑞迪制药有限公司,CCS,190.0,50,9500,,50,,明台,30,44999,7467694,9500,45029,2023,45042,9500.0,0,,,
金颖,苏南,3月,,,南京易亨制药有限公司,M101,45.0,12000,540000,,5500,,明台,60,44999,"43172217
43172218
43172219",246375,45059,2023,"06/28
07/31",246375.0,0,,,
金颖,苏南,3月,,,南京易亨制药有限公司,M101,,,,,6500,,明台,60,45036,43172224,92250,45096,2023,45217,92250.0,0,,,其中4450kg为返货
金颖,苏南,3月,,,上海三齐医药科技有限公司,M101,45.0,400,18000,,400,,明台,款到发货,45012,9417537,18000,#VALUE!,2023,45015,18000.0,#VALUE!,,,
金颖,苏南,3月,,,南京正科医药股份有限公司,M101,47.0,900,42300,,900,,明台,30,44999,7467510,42300,45029,2023,45007,42300.0,0,,,
金颖,苏南,3月,,,南京正科医药股份有限公司,M101,48.0,1800,86400,,1800,,明台,30,45012,9424531,86400,45042,2023,45035,86400.0,0,,,
金颖,苏南,3月,,,南京正科医药股份有限公司,M102,48.0,25,1200,,25,,明台,30,45007,8695821,1200,45037,2023,45082,1200.0,0,,,
金颖,上海市,4月,,,安时国际贸易（上海）有限公司,244FP（美）,180.0,109,19584,,109,,Grace,款到发货,45036,13562121,19584,#VALUE!,2023,45028,19584.0,#VALUE!,,,
金颖,苏北,4月,,,江苏宣泰药业有限公司,AL-1 FP,250.0,25,6250,,25,,Grace,30,45036,13560389,6250,45066,2023,45041,6250.0,0,,51000,
金颖,苏北,4月,,,药源生物科技（启东）有限公司,HP50,650.0,20,13000,,20,,乐天,款到发货,45041,14661050,13000,#VALUE!,2023,45035,13000.0,#VALUE!,,,
金颖,上海市,4月,,,扬子江药业集团上海海尼药业有限公司,M102,45.0,8000,360000,,8000,,明台,30,45041,14658131,360000,45071,2023,45083,360000.0,0,,,
金颖,上海市,4月,,,帝斯曼维生素（上海）有限公司,M102,46.0,2700,124200,,2700,,明台,30,45041,"14659942
14659802",124206,45071,2023,45083,124206.0,0,,,
金颖,苏北,4月,,,江苏宣泰药业有限公司,M302,67.0,1150,77050,,1150,,明台,30,45036,13561340,77050,45066,2023,45043,77050.0,0,,,
金颖,上海市,4月,45027,4500279853,扬子江药业集团上海海尼药业有限公司,M102,45.0,6900,310500,45085,6900,C2305115 3450KG C2305128  3450KG,明台,30,45090,26636189,310500,45120,2023,45121,310500.0,0,,,
金颖,苏南,4月,,,常州四药制药有限公司,T-314,800.0,25,20000,,25,,Corel,款到发货,45022,11057153,20000,#VALUE!,2023,45019,20000.0,#VALUE!,,,
金颖,苏南,4月,,,南京易亨制药有限公司,M101,45.0,8000,360000,,8000,,明台,60,45056,"05616103
05616104
05616105
05616106",360000,45116,2023,"10/11

10/18",360000.0,0,,,
金颖,苏南,4月,,,常州制药厂有限公司,M102CG,43.0,5400,231444,,5400,,明台,60,45041,"43172225
05616101
05616102",231444,45101,2023,45124,231444.0,0,,,
金颖,江苏省,老订单,,4500258931,江苏海岸药业有限公司,M101,45.0,500,22500,45225,500,C2307130,明台,30,45231,117372549,22500,45261,2023,45289,22500.0,0,,,
申建,重庆市,4月,,,北大医药股份有限公司,M200,67.0,25,1675,,25,,明台,7,45036,13556496,1675,45043,2023,45086,1675.0,0,45107,2400,
申建,贵州省,45285,45287,SJTYSL23122201,贵州圣济堂制药有限公司,M102,45.0,400,18000,45287,400,C2307123,明台,30,45313,22244874,18000,45343,2024,45369,18000.0,0,45381,4500,客户要求重新开
申建,四川省,45065,45076,,成都倍特药业有限公司,HP50,660.0,40,26400,45076,40,PF50-310009,乐天,30,45085,24990561,26400,45115,2023,45174,26400.0,0,45149,6600,
申建,重庆市,3月,,,重庆药友制药有限责任公司,M102SD,50.0,925,46250,,925,,明台,30,45022,11059139,46250,45052,2023,45027,46250.0,0,45027,11500,
申建,四川省,2月,,,成都倍特药业有限公司,HP50,600.0,40,24000,,40,,乐天,,44964,2952839,24000,44964,2023,45002,24000.0,0,45002,15000,
申建,云南省,2月,,,昆明赛诺制药股份有限公司,M102,47.0,6000,279000,,6000,,明台,60,44984,"43172185
43172186
43172187",279000,45044,2023,45045,279000.0,0,45022,70000,"2024 01/30申请返利
2024 02/22付款（申健名义报销）"
申建,重庆市,2月,,,植恩生物技术股份有限公司金凤分公司,M101,49.0,125,6125,,125,,明台,30,44981,5069109,6125,45011,2023,45036,6125.0,0,45036,115000,
申建,陕西省,45206,45206,SXLT20231007,西安利君制药有限责任公司生物制药分公司,T-134,750.0,25,18750,45215,25,3022019,Corel,款到发货,45225,110992417,18750,#VALUE!,2023,45212,18750.0,#VALUE!,45212,120000,
申建,四川省,3月,,,扬子江药业集团四川海蓉药业有限公司,M101,45.0,775,34875,,775,,明台,30,45007,8695778,34875,45037,2023,45061,34875.0,0,45061,187000,
申建,山西省,1月,,,亚宝药业集团股份有限公司,M101,45.0,1000,45000,,1000,,明台,30,44936,43172146,45000,44966,2023,44995,45000.0,0,45361,315000,
申建,四川省,1月,,,四川新斯顿制药股份有限公司,M200,85.0,2000,170000,,2000,,明台,款到发货,44936,"43172142
43172143",170000,#VALUE!,2023,44935,170000.0,#VALUE!,44945,,
申建,重庆市,2月,,,植恩生物技术股份有限公司金凤分公司,M102,49.0,175,8575,,175,,明台,30,44981,5069109,8575,45011,2023,45036,8575.0,0,45036,,
申建,重庆市,2月,,,植恩生物技术股份有限公司金凤分公司,CN10T Plus,204.0,2000,408000,,2000,,乐天,30,44981,5069339,408000,45011,2023,45015,408000.0,0,45015,,
申建,四川省,3月,,,四川大冢制药有限公司,M105,70.0,200,14000,,200,,明台,,45007,8696391,14000,45007,2023,44999,14000.0,0,44999,,
申建,四川省,4月,,,成都雅途生物技术有限公司,硬脂酸镁,530.0,25,13250,,25,,NITIKA,,45036,13556365,13250,45036,2023,45029,13250.0,0,45029,,
申建,重庆市,45040,45054,,重庆莱美药业股份有限公司,M102,69.0,75,5175,45054,75,C2304102,明台,款到发货,45063,18750906,5175,#VALUE!,2023,45071,5175.0,#VALUE!,45061,,
申建,四川省,45052,45054,4500283128,扬子江药业集团四川海蓉药业有限公司,M101,45.0,1075,48375,45056,1075,C2303122,明台,30,45063,18752838,48375,45093,2023,45162,48375.0,0,45163,,
申建,重庆市,45083,45083,ZEJF-ZY-2306-009,植恩生物技术股份有限公司金凤分公司,M102,54.0,25,1355,45084,25,C2305113,明台,30,45090,26652384,1355,45120,2023,45148,1355.0,0,45153,,原单价是49元。此次单价加上了130运费
申建,四川省,45089,无,HA20230612,山东聊城华安商贸有限公司,M200,48.0,1000,48000,45089,1000,C2211026,明台,款到发货,45097,29336557,48000,#VALUE!,2023,45089,48000.0,#VALUE!,45089,,发货四川新斯顿，原订单是四川新斯顿，找第3方做合同
申建,四川省,45084,45090,,成都地奥九泓制药厂,,50.0,75,3750,45092,75,C2303138,明台,款到发货,45104,31948991,3750,#VALUE!,2023,45091,3750.0,#VALUE!,45091,,
申建,四川省,45085,45089,CD-YF-2023-019,晶易医药科技（成都）有限公司,974P,483.0,5,2415,45093,5,22321001,Corel,款到发货,45103,31946248,2415,#VALUE!,2023,45093,2415.0,#VALUE!,45093,,发货长沙晶易
申建,四川省,45106,45107,4500288682,扬子江药业集团四川海蓉药业有限公司,M101LM,52.0,5775,300300,45110,5000,C2212104,明台,30,45118,38103361,260000,45148,2023,45162,260000.0,0,45153,,
申建,四川省,45106,45107,4500288682,扬子江药业集团四川海蓉药业有限公司,M101,45.0,1375,61875,45110,1375,C2304120  1025KG  C2304121  350KG,明台,30,45118,38103361,61875,45148,2023,"08/24
10/31",61875.0,0,45153,,
申建,重庆市,45082,45082,CGDD-2023060013,北大医药股份有限公司,M200,67.0,100,6700,45117,100,C2305030,明台,7,45126,41885817,6700,45133,2023,45191,6700.0,0,45168,,
申建,四川省,45121,45124,HA20230714,山东聊城华安商贸有限公司,M200,48.0,1000,48000,45148,1000,C2306041,明台,款到发货,45154,57836965,48000,#VALUE!,2023,45147,48000.0,#VALUE!,45153,,发货四川新斯顿，原订单是四川新斯顿，找第3方做合同
申建,四川省,45117,45120,SC20230710,四川瑞芳德生物制药有限责任公司,M102CG,65.0,25,1625,45132,25,C2306027,明台,款到发货,45142,51032736,1625,#VALUE!,2023,45118,1625.0,#VALUE!,45118,,
申建,四川省,45106,45107,4500288682,扬子江药业集团四川海蓉药业有限公司,M101LM,,,,45134,775,C2212104,明台,30,45142,51033241,40300,45172,2023,45230,40300.0,0,45233,,
申建,四川省,45106,45107,4500288682,扬子江药业集团四川海蓉药业有限公司,M101LM,,,,45134,100,C2212104,明台,30,补货,,,#VALUE!,,,,#VALUE!,,,补货
申建,四川省,45036,45036,ZENNOVA-2023-0031,诺峰药业（成都）有限公司,M102,54.0,800,43200,45215,250,C2306104,明台,款到发货,45224,110314780,13500,#VALUE!,2023,45212,13500.0,#VALUE!,45212,,
申建,山西省,45139,45142,HYS20230801,山西好医生药业有限公司,AN3,330.0,25,8250,45145,25,AFN003-230334,乐天,款到发货,45154,57753308,8250,#VALUE!,2023,45142,8250.0,#VALUE!,45142,,
申建,重庆市,45153,45153,RE-ZY-2308-003,重庆锐恩医药有限公司,244FP,270.0,10,2700,45153,10,1000393760,GRACE,30,45161,62282172,2700,45191,2023,45225,2700.0,0,45211,,
申建,四川省,45181,45182,HA20230912,山东聊城华安商贸有限公司,M200,48.0,1000,48000,45183,1000,C2308027,明台,款到发货,45189,82830410,48000,#VALUE!,2023,45182,48000.0,#VALUE!,45182,,
申建,四川省,45187,45188,4500297525,扬子江药业集团四川海蓉药业有限公司,M101,45.0,2150,95890,45189,2150,C2307116,明台,30,45194,86882613,95890,45224,2023,"10/31
12/12",95890.0,0,45233,,
申建,四川省,45187,45188,,扬子江药业集团四川海蓉药业有限公司,M101,,,,45189,25,C2307116,明台,,补货,,,#VALUE!,,,,#VALUE!,,,补货
