序号,商品分类,商品名称,sku名称,skuID,零售价,特价,库存,条形码,店内码,货道/货架,进货价格,我的售价,姐的售价,调价,满减价格
112,爱侣情趣,【112】性感ol衣服大码制服调情诱惑情侣用品秘书性趣包臀裙睡衣,【112】性感ol衣服大码制服调情诱惑情侣用品秘书性趣包臀裙睡衣,1001015428,128.0,0.0,3,200467634,,30,13,170.0,56.0,58.0,47
113,爱侣情趣,【113】黑色梦幻 秘书小甜心 包臀晶钻链条吊带睡衣短裙秘书制服诱惑,【113】黑色梦幻 秘书小甜心 包臀晶钻链条吊带睡衣短裙秘书制服诱惑,1001015427,168.0,0.0,1,310523152,,269,19,180.0,176.0,58.0,61
114,爱侣情趣,【114】免脱直入开裆秘书教师制服 极度诱惑调情包臀床上激情挤奶,【114】免脱直入开裆秘书教师制服 极度诱惑调情包臀床上激情挤奶,1001015426,258.0,0.0,1,385013749,,307,29,170.0,167.0,170.0,88
115,爱侣情趣,【115】极度诱惑超骚激情高潮变态夫妻用品调情小胸制服秘书装,【115】极度诱惑超骚激情高潮变态夫妻用品调情小胸制服秘书装,1001015425,128.0,0.0,3,716841782,,270,14,180.0,176.0,180.0,50
116,爱侣情趣,【116】性感透视学生白衬衫领绳蝴蝶结制服诱惑,【116】性感透视学生白衬衫领绳蝴蝶结制服诱惑,1001015424,208.0,0.0,1,716394615,,271,27,200.0,196.0,180.0,82
117,爱侣情趣,【117】秘书教师服装制服激情丝袜套装角色扮演,【117】秘书教师服装制服激情丝袜套装角色扮演,1001015423,188.0,0.0,1,496692659,,272,21,200.0,196.0,180.0,69
118,爱侣情趣,【118】清新甜美一字肩聚拢护士服分体制服床上超污 女极度诱惑,【118】清新甜美一字肩聚拢护士服分体制服床上超污 女极度诱惑,1001015422,288.0,0.0,1,478947739,,308,32,180.0,176.0,180.0,95
119,爱侣情趣,【119】黑色性感小护士cos情侣用品 妖精喵制服血滴子调情诱惑睡衣,【119】黑色性感小护士cos情侣用品 妖精喵制服血滴子调情诱惑睡衣,1001015421,228.0,,0,679440251,,372,26,,196.0,198.0,80
120,爱侣情趣,【120】极度诱惑调情暗黑系性感护士装扮短裙制服套装女,【120】极度诱惑调情暗黑系性感护士装扮短裙制服套装女,1001015420,168.0,,0,332384847,,373,19,,196.0,198.0,62
121,爱侣情趣,【121】极度诱惑超骚不疼的宝贝~性感粉色紧身弹力护士装,【121】极度诱惑超骚不疼的宝贝~性感粉色紧身弹力护士装,1001015494,308.0,,0,152376855,,374,35,,176.0,186.0,102
122,爱侣情趣,【122】性感内衣复古旗袍女火辣高开叉激情制服床上绑带包臀诱惑睡裙套装,【122】性感内衣复古旗袍女火辣高开叉激情制服床上绑带包臀诱惑睡裙套装,1001015493,198.0,,0,636336849,,375,22,,186.0,186.0,69
123,爱侣情趣,【123】黑色极度诱惑 手撕聚拢开叉制服军阀学生,【123】黑色极度诱惑 手撕聚拢开叉制服军阀学生,1001015491,158.0,,0,620043654,,376,16,,196.0,196.0,54
124,爱侣情趣,【124】白色唤醒你的荷尔蒙休女性感绑带诱惑制服装民国风情开叉镂空旗袍,【124】白色唤醒你的荷尔蒙休女性感绑带诱惑制服装民国风情开叉镂空旗袍,1001015489,198.0,0.0,1,322125955,,315,23,200.0,196.0,196.0,72
125,爱侣情趣,【125】黑色唤醒你的荷尔蒙休女性感绑带诱惑制服装民国风情开叉镂空旗袍,【125】黑色唤醒你的荷尔蒙休女性感绑带诱惑制服装民国风情开叉镂空旗袍,1001015488,198.0,0.0,1,375594135,,316,23,200.0,196.0,196.0,72
126,爱侣情趣,【126】红色性感女诱惑易脱迷人古典花鸟刺绣开衩旗袍办事用情趣睡裙内衣,【126】红色性感女诱惑易脱迷人古典花鸟刺绣开衩旗袍办事用情趣睡裙内衣,1001015486,148.0,0.0,1,419091477,,273,16,200.0,196.0,188.0,55
127,爱侣情趣,【127】汉服诱惑古风制服轻纱缎面COS套装小姐姐睡裙 国潮,【127】汉服诱惑古风制服轻纱缎面COS套装小姐姐睡裙 国潮,1001015484,288.0,0.0,1,465582516,,317,36,200.0,196.0,168.0,105
128,爱侣情趣,【128】白色可系带 旗袍制服诱惑挑逗古代激情套装超骚睡衣服包臀女,【128】白色可系带 旗袍制服诱惑挑逗古代激情套装超骚睡衣服包臀女,1001015483,168.0,0.0,1,520290998,,274,20,200.0,196.0,158.0,64
129,爱侣情趣,【129】粉色性感女诱惑易脱迷人古典花鸟刺绣开衩旗袍办事用情趣睡裙内衣,【129】粉色性感女诱惑易脱迷人古典花鸟刺绣开衩旗袍办事用情趣睡裙内衣,1001015482,168.0,0.0,1,375363410,,31,16,200.0,59.0,48.0,55
130,爱侣情趣,【130】黑色可系带 旗袍制服诱惑挑逗古代激情套装超骚睡衣服包臀女,【130】黑色可系带 旗袍制服诱惑挑逗古代激情套装超骚睡衣服包臀女,1001015481,168.0,,0,448003816,,377,20,,196.0,58.0,64
131,爱侣情趣,【131】[霏慕]古典水溶花刺绣露背旗袍（165/88A均码）1件/袋,【131】[霏慕]古典水溶花刺绣露背旗袍（165/88A均码）1件/袋,1001015479,178.0,0.0,2,369942270,,32,16,190.0,,88.0,54
132,爱侣情趣,【132】恋人猫印花恋情 性感和服浴袍日式樱花印花睡衣花魁开衫浴衣,【132】恋人猫印花恋情 性感和服浴袍日式樱花印花睡衣花魁开衫浴衣,1001015478,278.0,,0,472703003,,378,35,,206.0,188.0,103
133,爱侣情趣,【133】撩汉妖姬 日式性感和服私房裙睡袍内衣浴袍女夏季薄款睡衣,【133】撩汉妖姬 日式性感和服私房裙睡袍内衣浴袍女夏季薄款睡衣,1001015476,228.0,,0,571662157,,379,24,,196.0,98.0,76
134,爱侣情趣,【134】复古娇妻 日式开衫和服 性感诱惑撩汉睡衣浴袍束紧腰蝴蝶结套装,【134】复古娇妻 日式开衫和服 性感诱惑撩汉睡衣浴袍束紧腰蝴蝶结套装,1001015475,258.0,,0,129778200,,380,28,,196.0,88.0,86
135,爱侣情趣,【135】性感蝴蝶结可爱恋恋兔印花和服制服诱惑日式大码浴袍睡衣套装,【135】性感蝴蝶结可爱恋恋兔印花和服制服诱惑日式大码浴袍睡衣套装,1001015473,258.0,,0,681619959,,381,28,,206.0,88.0,86
136,爱侣情趣,【136】日系和服性感 SM超骚小胸制服诱惑女激情套装开档免脱雪纺,【136】日系和服性感 SM超骚小胸制服诱惑女激情套装开档免脱雪纺,1001015471,248.0,,0,542798465,,382,26,,186.0,88.0,81
137,爱侣情趣,【137】新款睡衣性感内衣暗黑系日式和服性感浴袍睡袍,【137】新款睡衣性感内衣暗黑系日式和服性感浴袍睡袍,1001015470,338.0,,0,525664947,,383,38,,196.0,108.0,110
138,爱侣情趣,【138】性感睡衣维密内衣情趣激情极度诱惑挑逗火辣情绪情器和服寝服床上,【138】性感睡衣维密内衣情趣激情极度诱惑挑逗火辣情绪情器和服寝服床上,1001015468,198.0,,0,453553078,,384,21,,176.0,188.0,67
139,爱侣情趣,【139】新款日式歌姬暗黑系印花和服蝴蝶结腰带歌舞伎勾人睡袍套装,【139】新款日式歌姬暗黑系印花和服蝴蝶结腰带歌舞伎勾人睡袍套装,1001015467,198.0,,0,702893733,,385,22,,186.0,188.0,70
140,爱侣情趣,【140】太撩了吧！性感链条露胸装三点式皮衣漆皮套装,【140】太撩了吧！性感链条露胸装三点式皮衣漆皮套装,1001015466,228.0,,0,325165187,,386,25,,147.0,108.0,78
141,爱侣情趣,【141】诱惑暴击！性感甜酷机车风漆皮拉链式连体皮衣制服套装,【141】诱惑暴击！性感甜酷机车风漆皮拉链式连体皮衣制服套装,1001015464,258.0,,0,648557058,,387,30,,157.0,158.0,91
142,爱侣情趣,【142】超性感！漆皮紧身皮衣捆绑束缚女王制服性感链条牵引,【142】超性感！漆皮紧身皮衣捆绑束缚女王制服性感链条牵引,1001015462,258.0,,0,205558238,,388,30,,144.0,148.0,91
143,爱侣情趣,【143】[霏慕]网眼提花开裆连身袜1件/包,【143】[霏慕]网眼提花开裆连身袜1件/包,1001015461,78.0,0.0,1,6937486675061,,33,6,50.0,19.0,28.0,29
144,爱侣情趣,【144】[霏慕]大胆露背挂脖开裆连身袜（均码）1件/袋,【144】[霏慕]大胆露背挂脖开裆连身袜（均码）1件/袋,1001015459,58.0,0.0,1,6937486675177,,34,6,50.0,8.0,88.0,29
145,爱侣情趣,【145】[霏慕]露背网眼提花包臀网衣（均码)1件/袋,【145】[霏慕]露背网眼提花包臀网衣（均码)1件/袋,1001015458,68.0,0.0,2,6937486675610,,35,4,50.0,18.0,88.0,26
146,爱侣情趣,【146】[紧身皮裤]漆皮紧身袜涂胶性感弹力长筒袜黑色,【146】[紧身皮裤]漆皮紧身袜涂胶性感弹力长筒袜黑色,1001015456,72.0,0.0,1,234700226,,206,9,41.0,37.0,68.0,38
147,爱侣情趣,【147】网红风 漆皮诱惑机车服绑带漏乳变态骚皮衣,【147】网红风 漆皮诱惑机车服绑带漏乳变态骚皮衣,1001015455,258.0,,0,516196242,,389,28,,144.0,148.0,86
148,爱侣情趣,【148】林林婷 女性感可爱女仆小胸透视火辣调情床上制服诱惑,【148】林林婷 女性感可爱女仆小胸透视火辣调情床上制服诱惑,1001015441,318.0,,0,506424270,,390,35,,153.0,158.0,102
149,爱侣情趣,【149】林林婷性感开裆免脱连体衣兔女郎制服诱惑 女兔子套装,【149】林林婷性感开裆免脱连体衣兔女郎制服诱惑 女兔子套装,1001015440,318.0,,0,180363032,,391,35,,153.0,158.0,102
150,女用玩具,【150】[可吸可震]跳蛋+吮吸阴蒂高潮谜姬 逗豆跳蛋,【150】[可吸可震]跳蛋+吮吸阴蒂高潮谜姬 逗豆跳蛋,1001015439,128.0,0.0,1,6970556031213,,309,15,50.0,46.0,50.0,52
151,女用玩具,【151】[跳蛋盲盒]不知道选什么跳蛋 百款跳蛋店家来帮你挑！,【151】[跳蛋盲盒]不知道选什么跳蛋 百款跳蛋店家来帮你挑！,1001015905,58.0,0.0,0,262597027,,207,6,,,,29
152,女用玩具,【152】来乐usb跳蛋《刺激双跳》女用自慰器头套舌舔震震蛋,【152】来乐usb跳蛋《刺激双跳》女用自慰器头套舌舔震震蛋,1001015547,78.0,0.0,2,6937486612233,,36,5,35.0,14.0,29.0,26
153,女用玩具,【153】[USB蜜潮三跳]三个跳蛋一起玩谜姬 蜜潮跳蛋,【153】[USB蜜潮三跳]三个跳蛋一起玩谜姬 蜜潮跳蛋,1001015548,158.0,,0,6937486615913,,496,17,,59.0,,58
154,女用玩具,【154】[贝壳跳蛋]来乐小贝壳女用单跳蛋震动按摩变频情趣跳蛋成人,【154】[贝壳跳蛋]来乐小贝壳女用单跳蛋震动按摩变频情趣跳蛋成人,1001015549,78.0,,0,6970556031442,,37,5,,7.0,18.0,27
155,女用玩具,【155】[双跳蛋]来乐女性花样双跳蛋女用跳蛋静音强震动USB双跳蛋,【155】[双跳蛋]来乐女性花样双跳蛋女用跳蛋静音强震动USB双跳蛋,1001015550,68.0,,0,6970556030414,,38,5,,16.0,28.0,28
156,女用玩具,【156】蓝色粉色[遥控跳蛋]来乐变频跳蛋女用穿戴无线遥控跳蛋情趣跳蛋,【156】蓝色粉色[遥控跳蛋]来乐变频跳蛋女用穿戴无线遥控跳蛋情趣跳蛋,1001015551,188.0,0.0,1,6970556030452,,318,21,88.0,83.0,88.0,69
157,女用玩具,【157】[缩阴跳蛋]来乐亚马逊女用加温跳蛋阴蒂G点刺激成人缩情趣跳蛋阴球,【157】[缩阴跳蛋]来乐亚马逊女用加温跳蛋阴蒂G点刺激成人缩情趣跳蛋阴球,1001015552,288.0,,0,6970556031114,,392,31,,113.0,158.0,93
158,女用玩具,【158】[USB舌舔小猪]震动+舌舔跳蛋振动棒，不易被发现,【158】[USB舌舔小猪]震动+舌舔跳蛋振动棒，不易被发现,1001015553,238.0,,0,725709141,,393,25,,38.0,158.0,78
159,女用玩具,【159】[前戏毛刷刺激]让肌肤更敏感震动痒痒刷女用玩具炮机,【159】[前戏毛刷刺激]让肌肤更敏感震动痒痒刷女用玩具炮机,1001015554,158.0,0.0,1,266871970,,39,15,55.0,47.0,55.0,53
160,女用玩具,【160】谜姬 逗趣蛋吮吸震动跳蛋女用自慰器情趣用品,【160】谜姬 逗趣蛋吮吸震动跳蛋女用自慰器情趣用品,1001015555,198.0,0.0,1,6937486624960,,40,23,169.0,47.0,169.0,73
161,情趣内衣,【161】品贤 日系和服套装辜负汉服浴袍大码睡衣可爱角色扮演,【161】品贤 日系和服套装辜负汉服浴袍大码睡衣可爱角色扮演,1001015556,258.0,0.0,1,668999166,,208,28,169.0,163.0,169.0,84
162,女用玩具,【162】[app手机遥控]入体穿戴+多重刺激谜姬 皮皮鲸穿戴跳蛋,【162】[app手机遥控]入体穿戴+多重刺激谜姬 皮皮鲸穿戴跳蛋,1001015557,308.0,0.0,1,6937486623611,,209,41,169.0,162.0,169.0,118
163,女用玩具,【163】[粉色单跳]来乐跳蛋女用性爱机器 成人情趣性用品工具,【163】[粉色单跳]来乐跳蛋女用性爱机器 成人情趣性用品工具,1001015558,28.0,0.0,1,418819324,,210,2,169.0,22.0,169.0,20
164,女用玩具,【164】来乐阴蒂自慰器电池情趣女用变频舌舔振动器无线跳蛋,【164】来乐阴蒂自慰器电池情趣女用变频舌舔振动器无线跳蛋,1001015559,158.0,0.0,3,6970556031428,,211,16,60.0,56.0,60.0,55
165,女用玩具,【165】[口红跳蛋]来乐海豚震动棒女用自慰器情趣迷你AV按摩棒,【165】[口红跳蛋]来乐海豚震动棒女用自慰器情趣迷你AV按摩棒,1001015897,38.0,0.0,1,6970556031169,,41,2,10.0,10.0,10.0,19
166,物料区,【166】5号电池,【166】5号电池,1001015560,2.0,,0,165867487,,394,1,,1.0,1.0,17
167,物料区,【167】7号电池,【167】7号电池,1001015562,2.0,,0,479533481,,395,1,,1.0,1.0,17
168,女用玩具,【168】谜姬小精灵跳蛋女用自慰器具情趣性用品跳蛋玩具成人性爱女,【168】谜姬小精灵跳蛋女用自慰器具情趣性用品跳蛋玩具成人性爱女,1001015561,288.0,0.0,1,6974408082460,,310,33,168.0,162.0,168.0,99
169,女用玩具,【169】来乐LILO小海马吸舔器情趣用品调情女用自慰器成人玩具,【169】来乐LILO小海马吸舔器情趣用品调情女用自慰器成人玩具,1001015563,168.0,0.0,1,6970556030087,,275,20,190.0,183.0,190.0,64
170,女用玩具,【170】谜姬小精灵吮吸器跳蛋吸舔情趣用品,【170】谜姬小精灵吮吸器跳蛋吸舔情趣用品,1001015564,198.0,,0,6974408083528,,396,22,,162.0,108.0,70
171,女用玩具,【171】谜姬震胸部按摩器,【171】谜姬震胸部按摩器,1001015565,288.0,,0,6937486616118,,397,32,,122.0,118.0,95
172,女用玩具,【172】伊诺充电振动AV棒,【172】伊诺充电振动AV棒,1001015566,228.0,,0,694349638,,398,25,,66.0,68.0,78
173,女用玩具,【173】[旋转入体+吮吸震动]谜姬 迷情双震+摇摆震动棒,【173】[旋转入体+吮吸震动]谜姬 迷情双震+摇摆震动棒,1001015567,198.0,0.0,1,702990845,,276,25,109.0,78.0,68.0,77
174,女用玩具,【174】[谜姬]飓浪液晶AV棒轻奢白/盒,【174】[谜姬]飓浪液晶AV棒轻奢白/盒,1001015568,308.0,0.0,1,6971362302818,,319,52,173.0,78.0,108.0,146
175,女用玩具,【175】LILO来乐扣扣棒女用变频震动AV兔子长躯挑逗自慰器,【175】LILO来乐扣扣棒女用变频震动AV兔子长躯挑逗自慰器,1001015569,288.0,0.0,1,6970556030582,,320,43,128.0,122.0,128.0,122
176,女用玩具,【176】新款来乐跨境变频AV震动棒,【176】新款来乐跨境变频AV震动棒,1001015570,188.0,0.0,1,6970556031145,,277,21,99.0,94.0,88.0,67
177,女用玩具,【177】LUOGE罗格液晶拍打AV棒女用学生玩具挑逗夫妻成人,【177】LUOGE罗格液晶拍打AV棒女用学生玩具挑逗夫妻成人,1001015571,688.0,,0,6951947808096,,399,77,,259.0,168.0,208
178,女用玩具,【178】[充电款舌舔]来乐阴蒂自慰器情趣女用变频舌舔振动器无线跳蛋,【178】[充电款舌舔]来乐阴蒂自慰器情趣女用变频舌舔振动器无线跳蛋,1001015572,328.0,,0,6970556030513,,400,38,,147.0,128.0,110
179,女用玩具,【179】meese米斯《可弯曲吮吸》按摩棒女用加温震动棒振动玩具,【179】meese米斯《可弯曲吮吸》按摩棒女用加温震动棒振动玩具,1001015573,998.0,,0,6972396350080,,401,128,,197.0,197.0,334
180,女用玩具,【180】leten雷霆暴风尖叫《高频蜜豆》女用震动棒,【180】leten雷霆暴风尖叫《高频蜜豆》女用震动棒,1001015574,888.0,,0,6920995436810,,402,101,,388.0,388.0,268
181,女用玩具,【181】[变频强震]USB款来乐充电情趣AV震动棒女用变频强震AV震动棒成人霸王弓震动棒,【181】[变频强震]USB款来乐充电情趣AV震动棒女用变频强震AV震动棒成人霸王弓震动棒,1001015575,308.0,,0,141143871,,403,36,,128.0,118.0,105
182,女用玩具,【182】[可舔可插+震动蜜舌]硅胶软棒，入体舒适谜姬 香唇蜜舌,【182】[可舔可插+震动蜜舌]硅胶软棒，入体舒适谜姬 香唇蜜舌,1001015576,308.0,0.0,1,6970130920636,,321,41,120.0,115.0,118.0,116
183,女用玩具,【183】[蜜豆精准刺激]声波震颤+阴蒂高潮谜姬 蜜豆刺激高频震动棒,【183】[蜜豆精准刺激]声波震颤+阴蒂高潮谜姬 蜜豆刺激高频震动棒,1001015898,308.0,0.0,1,4933538680900,,322,45,130.0,124.0,108.0,128
184,女用玩具,【184】欢乐震动棒取悦 欢乐棒电池款 女用玩具情趣用品,【184】欢乐震动棒取悦 欢乐棒电池款 女用玩具情趣用品,1001015580,78.0,0.0,1,6922359304056,,42,7,40.0,16.0,16.0,32
185,女用玩具,【185】[自动伸缩+360度旋转+阴蒂刺激]旋转振动棒谜姬 招蜂引蝶转珠棒 青春款女用玩具情,【185】[自动伸缩+360度旋转+阴蒂刺激]旋转振动棒谜姬 招蜂引蝶转珠棒 青春款女用玩具情,1001015582,298.0,,0,6937486619652,,404,33,,173.0,99.0,99
186,女用玩具,【186】[舔震结合]双头震动+舌舔两用谜姬 舌舔AV棒充电款,【186】[舔震结合]双头震动+舌舔两用谜姬 舌舔AV棒充电款,1001015586,328.0,,0,6937486614336,,405,36,,124.0,108.0,105
187,女用玩具,【187】LILO来乐 小龟子女用震动棒,【187】LILO来乐 小龟子女用震动棒,1001015588,158.0,0.0,3,6970556031923,,43,8,70.0,17.0,38.0,35
188,女用玩具,【188】[自动伸缩+360度旋转+阴蒂刺激]旋转振动棒谜姬 招蜂引蝶转珠棒 青春款女用玩具情,【188】[自动伸缩+360度旋转+阴蒂刺激]旋转振动棒谜姬 招蜂引蝶转珠棒 青春款女用玩具情,1001015590,548.0,,0,6937486608458,,406,62,,173.0,158.0,169
189,女用玩具,【189】谜姬趣潮震动棒震动棒,【189】谜姬趣潮震动棒震动棒,1001015591,168.0,0.0,1,6974408080794,,44,16,139.0,41.0,58.0,55
190,女用玩具,【190】[硅胶震动高潮棒]来乐淘乐棒硅胶震动棒,【190】[硅胶震动高潮棒]来乐淘乐棒硅胶震动棒,1001015600,158.0,0.0,2,6970556031190,,45,14,70.0,41.0,58.0,49
191,女用玩具,【191】[防水震动]来乐跨境女性按摩震动棒多频强震女用震动棒多层螺纹棒头av震动棒,【191】[防水震动]来乐跨境女性按摩震动棒多频强震女用震动棒多层螺纹棒头av震动棒,1001015607,158.0,0.0,3,6970556030254,,278,18,78.0,73.0,78.0,60
192,女用玩具,【192】[震动不倒翁]来乐不倒翁女用变频AV棒便携式震动按摩自慰器,【192】[震动不倒翁]来乐不倒翁女用变频AV棒便携式震动按摩自慰器,1001015616,118.0,0.0,2,6970556030421,,279,13,49.0,45.0,49.0,47
193,女用玩具,【193】[震动夹]变频静音式震动棒双头充电式阴蒂震动棒抖波夹按摩震动棒器具,【193】[震动夹]变频静音式震动棒双头充电式阴蒂震动棒抖波夹按摩震动棒器具,1001015622,258.0,,0,6970556030483,,407,29,,115.0,158.0,87
194,女用玩具,【194】[一键爆发震动]来乐魔法棒一键高潮双震震动棒女用情趣按摩棒,【194】[一键爆发震动]来乐魔法棒一键高潮双震震动棒女用情趣按摩棒,1001015635,338.0,,0,6970556031251,,408,39,,87.0,99.0,113
195,女用玩具,【195】[奶瓶震动棒]电池续航，随身携带奶瓶AV震动棒,【195】[奶瓶震动棒]电池续航，随身携带奶瓶AV震动棒,1001015638,98.0,0.0,2,6934595449293,,46,9,40.0,17.0,38.0,37
196,女用玩具,【196】[G点＋吮吸]雷霆王潮多功能允吸震动棒,【196】[G点＋吮吸]雷霆王潮多功能允吸震动棒,1001015652,1088.0,,0,6920995411008,,409,171,,507.0,508.0,441
197,女用玩具,【197】[app控制外出调教]吸舔+震动+G点高潮谜姬 啵趣舌舔吮吸震动APP穿戴跳蛋女用玩,【197】[app控制外出调教]吸舔+震动+G点高潮谜姬 啵趣舌舔吮吸震动APP穿戴跳蛋女用玩,1001015655,888.0,,0,6937486619386,,410,86,,291.0,298.0,230
198,女用玩具,【198】[app远程控制]抽插震动+吮吸蜜豆高潮谜姬 爽逗豆粉色APP款,【198】[app远程控制]抽插震动+吮吸蜜豆高潮谜姬 爽逗豆粉色APP款,1001015656,1088.0,,0,6937486622812,,411,116,,291.0,298.0,304
199,女用玩具,【199】谜姬小姬姬仿真阳具女用自慰器具按摩棒,【199】谜姬小姬姬仿真阳具女用自慰器具按摩棒,1001015657,118.0,0.0,1,6937486622539,,47,7,60.0,25.0,38.0,32
200,女用玩具,【200】[秒潮刺激+插入振动棒]谜姬 吸豆精灵二代（红色）,【200】[秒潮刺激+插入振动棒]谜姬 吸豆精灵二代（红色）,1001015658,668.0,,0,6937486623215,,412,76,,281.0,308.0,205
201,女用玩具,【201】[声波吮吸+冲撞震动]可插可震，网红款诱色失控阳具,【201】[声波吮吸+冲撞震动]可插可震，网红款诱色失控阳具,1001015660,1288.0,,0,6974019880011,,413,180,,605.0,608.0,466
202,女用玩具,【202】app控制远程调教]不插入穿戴震动刺激阴蒂高潮谜姬 电击花贝穿戴,【202】app控制远程调教]不插入穿戴震动刺激阴蒂高潮谜姬 电击花贝穿戴,1001015661,558.0,,0,6937486620375,,414,61,,291.0,298.0,166
203,女用玩具,【203】久爱双响炮,【203】久爱双响炮,1001015664,488.0,,0,6934595451784,,415,47,,220.0,228.0,131
204,女用玩具,【204】V30.2 JEUSN阳具-手动版小,【204】V30.2 JEUSN阳具-手动版小,1001015666,158.0,0.0,1,717132377,,48,22,68.0,51.0,68.0,70
205,女用玩具,【205】V30.2 JEUSN阳具-手动版中,【205】V30.2 JEUSN阳具-手动版中,1001015906,228.0,,0,770474889,,416,26,,97.0,88.0,80
206,女用玩具,【206】V30.2 JEUSN阳具-手动版大,【206】V30.2 JEUSN阳具-手动版大,1001015907,268.0,,0,253934565,,417,30,,100.0,88.0,91
207,润滑液,【207】[川井]川井女性快感液（草本气味）8ml/袋,【207】[川井]川井女性快感液（草本气味）8ml/袋,1001015669,6.0,0.0,5,6971341304543,,49,0,10.0,0.0,10.0,16
208,女用玩具,【208】小号[水晶仙女棒]可当礼物赠恋爱魔杖水晶阳具,【208】小号[水晶仙女棒]可当礼物赠恋爱魔杖水晶阳具,1001015671,128.0,,0,649974083,,497,15,,51.0,38.0,52
209,爱侣情趣,【209】中号 谜姬《恋爱魔杖中号》水晶阳具肛塞后庭拉珠,【209】中号 谜姬《恋爱魔杖中号》水晶阳具肛塞后庭拉珠,1001015908,158.0,,0,786304880,,498,18,,61.0,58.0,61
210,爱侣情趣,【210】大号 谜姬《恋爱魔杖大号》水晶阳具肛塞后庭拉珠,【210】大号 谜姬《恋爱魔杖大号》水晶阳具肛塞后庭拉珠,1001015909,228.0,,0,392428970,,418,25,,71.0,68.0,77
211,女用玩具,【211】悦浪炮机の迷你便携伸缩震动加温无线遥控阳具,【211】悦浪炮机の迷你便携伸缩震动加温无线遥控阳具,1001015674,998.0,,0,698811476,,419,107,,584.0,488.0,282
212,女用玩具,【212】斯巴达阳具の一手掌控伸缩摇摆震动加温手持高潮情趣炮机,【212】斯巴达阳具の一手掌控伸缩摇摆震动加温手持高潮情趣炮机,1001015678,398.0,,0,6937486611533,,420,49,,290.0,268.0,137
213,女用玩具,【213】罗马凯撒大帝无线遥控加温伸缩蠕动阳具,【213】罗马凯撒大帝无线遥控加温伸缩蠕动阳具,1001015679,688.0,,0,729590929,,421,88,,367.0,328.0,235
214,女用玩具,【214】《波波兔炮机》女用全自动伸缩抽插摇摆炮机男用G点后庭仿真阳具自慰器,【214】《波波兔炮机》女用全自动伸缩抽插摇摆炮机男用G点后庭仿真阳具自慰器,1001015682,1288.0,,0,6937486619645,,422,194,,444.0,448.0,499
215,润滑液,【215】独爱女士凝胶女性情趣快感增強液15ml/瓶,【215】独爱女士凝胶女性情趣快感增強液15ml/瓶,1001015683,78.0,0.0,1,6971341301412,,50,7,118.0,36.0,108.0,32
216,润滑液,【216】丸奈凝露12片精装,【216】丸奈凝露12片精装,1001015689,78.0,,0,6971493180149,,499,8,,93.0,98.0,35
217,润滑液,【217】丸奈凝露1片精装,【217】丸奈凝露1片精装,1001015691,10.0,,0,6971493180125,,423,1,,17.0,18.0,17
218,润滑液,【218】霸王花女用快感增强高潮液,【218】霸王花女用快感增强高潮液,1001015783,48.0,0.0,2,491279688,,51,4,89.0,37.0,48.0,26
219,润滑液,【219】[享久品牌]女用性冷淡调情精油快感增强高潮液夫妻房事助情激情液30ml/瓶,【219】[享久品牌]女用性冷淡调情精油快感增强高潮液夫妻房事助情激情液30ml/瓶,1001015781,558.0,,0,6971254180166,,424,75,,447.0,488.0,202
220,润滑液,【220】微爱尊享版女用快感液 20ml,【220】微爱尊享版女用快感液 20ml,1001015780,158.0,,0,6970359800122,,500,18,,120.0,188.0,60
221,润滑液,【221】微爱女用快感液 1片装,【221】微爱女用快感液 1片装,1001015776,8.0,0.0,10,6944894900708,,280,1,20.0,17.0,0.0,17
222,润滑液,【222】萱姿兰女用快感增强液-袋装,【222】萱姿兰女用快感增强液-袋装,1001015775,4.0,0.0,10,6928590103564,,52,0,,0.0,10.0,16
223,润滑液,【223】杜蕾斯欢潮液10ml《情趣高潮液》水溶性润滑油女性快感增强液,【223】杜蕾斯欢潮液10ml《情趣高潮液》水溶性润滑油女性快感增强液,1001015774,508.0,,0,6932740900705,,425,60,,182.0,189.0,165
224,爱侣情趣,【224】白色原宿风暗黑洛丽塔少女蕾丝手套花边网纱透明薄款lolita拍照道具白,【224】白色原宿风暗黑洛丽塔少女蕾丝手套花边网纱透明薄款lolita拍照道具白,1001015772,78.0,,0,327511401,,501,7,,46.0,58.0,34
225,爱侣情趣,【225】蕾丝镂空色丁氨纶性感绑带宫廷COSplay穿搭黑暗洛丽塔手套,【225】蕾丝镂空色丁氨纶性感绑带宫廷COSplay穿搭黑暗洛丽塔手套,1001015771,158.0,,0,184046979,,502,17,,46.0,58.0,58
226,爱侣情趣,"【226】圣诞节日式《面具cos》花美男纸浆塑料狐狸半脸手绘情趣脸谱 ""","【226】圣诞节日式《面具cos》花美男纸浆塑料狐狸半脸手绘情趣脸谱 """,1001015770,68.0,,0,593706969,,426,6,,41.0,28.0,31
227,爱侣情趣,【227】蕾丝眼罩 配饰套装,【227】蕾丝眼罩 配饰套装,1001015769,38.0,0.0,2,441967757,,53,2,38.0,21.0,38.0,19
228,爱侣情趣,【228】网红猫耳朵头箍头饰猫咪猫耳朵发箍发饰女仆圣诞节COS发夹卡兽耳,【228】网红猫耳朵头箍头饰猫咪猫耳朵发箍发饰女仆圣诞节COS发夹卡兽耳,1001015768,68.0,0.0,1,795846074,,54,6,35.0,17.0,35.0,30
