交易日期,开盘点位,最高点位,最低点位,收盘价,涨跌,涨跌幅(%),开始日累计涨跌,开始日累计涨跌幅,成交量(万股),成交额(万元),持仓量
2023-07-07,1512.47,1521.49,1492.76,1511.39,-3.49,-0.23,-50.61,-3.24,57124.02,542812.72,
2023-07-06,1511.8,1533.5,1508.51,1514.87,1.41,0.09,-47.12,-3.02,58992.48,584481.19,
2023-07-05,1517.56,1528.56,1509.76,1513.46,-5.34,-0.35,-48.53,-3.11,43759.77,424902.59,
2023-07-04,1514.87,1519.34,1508.15,1518.81,-0.01,0.0,-43.19,-2.76,46939.45,479058.46,
2023-07-03,1527.99,1529.81,1496.2,1518.82,-5.66,-0.37,-43.17,-2.76,67996.89,764886.05,
2023-06-30,1519.11,1533.91,1514.88,1524.49,3.92,0.26,-37.51,-2.4,56219.77,649550.53,
2023-06-29,1501.9,1528.06,1501.9,1520.57,14.97,0.99,-41.43,-2.65,54581.58,634011.04,
2023-06-28,1515.13,1515.26,1466.46,1505.6,-14.23,-0.94,-56.39,-3.61,64030.53,718891.68,
2023-06-27,1483.6,1521.81,1483.6,1519.83,36.49,2.46,-42.16,-2.7,63159.27,678977.05,
2023-06-26,1524.04,1531.8,1480.18,1483.34,-50.53,-3.29,-78.66,-5.04,75020.75,841643.68,
2023-06-21,1583.77,1588.01,1533.87,1533.87,-55.42,-3.49,-28.13,-1.8,81747.65,1016220.57,
2023-06-20,1601.44,1604.99,1582.2,1589.29,-11.96,-0.75,27.29,1.75,93706.12,1179794.33,
2023-06-19,1605.17,1610.45,1590.79,1601.25,4.0,0.25,39.25,2.51,81576.47,1111724.84,
2023-06-16,1586.18,1603.23,1573.41,1597.25,5.93,0.37,35.25,2.26,65161.76,866909.47,
2023-06-15,1607.62,1608.54,1581.03,1591.31,2.5,0.16,29.32,1.88,67713.32,858498.43,
2023-06-14,1593.03,1603.77,1582.84,1588.82,-8.67,-0.54,26.82,1.72,78401.29,1002001.0,
2023-06-13,1584.94,1606.88,1584.29,1597.49,6.34,0.4,35.49,2.27,88363.31,1145517.51,
2023-06-12,1571.28,1601.21,1570.24,1591.14,20.58,1.31,29.15,1.87,92163.21,1032360.61,
2023-06-09,1541.7,1571.46,1527.5,1570.56,27.33,1.77,8.57,0.55,100292.74,1165824.36,
2023-06-08,1554.79,1561.06,1533.99,1543.23,-5.64,-0.36,-18.76,-1.2,79402.74,877658.0,
2023-06-07,1527.72,1550.06,1515.56,1548.88,15.25,0.99,-13.12,-0.84,84211.41,904359.31,
2023-06-06,1559.86,1571.26,1525.9,1533.62,-29.83,-1.91,-28.37,-1.82,84878.06,1001528.86,
2023-06-05,1522.17,1563.89,1522.0,1563.46,36.91,2.42,1.46,0.09,82370.08,967328.62,
2023-06-02,1545.62,1546.58,1524.9,1526.55,-5.02,-0.33,-35.45,-2.27,94323.65,1108461.71,
2023-06-01,1506.9,1544.37,1502.82,1531.57,24.61,1.63,-30.43,-1.95,88288.24,1071288.95,
2023-05-31,1480.28,1508.75,1480.28,1506.96,22.01,1.48,-55.04,-3.52,97048.67,1196387.61,
2023-05-30,1454.92,1484.95,1436.49,1484.95,22.54,1.54,-77.05,-4.93,85103.89,1063870.79,
2023-05-29,1442.75,1471.75,1442.75,1462.41,19.49,1.35,-99.59,-6.38,75260.95,948076.41,
2023-05-26,1435.29,1447.52,1419.56,1442.92,7.46,0.52,-119.07,-7.62,45687.45,512089.04,
2023-05-25,1450.2,1462.66,1417.16,1435.47,-16.22,-1.12,-126.53,-8.1,58183.73,687517.8,
2023-05-24,1447.34,1460.66,1437.39,1451.69,0.17,0.01,-110.31,-7.06,46849.11,554708.95,
2023-05-23,1474.32,1480.12,1451.31,1451.51,-22.8,-1.55,-110.48,-7.07,44144.06,519743.24,
2023-05-22,1481.44,1487.65,1459.81,1474.32,-10.86,-0.73,-87.68,-5.61,53339.14,619830.75,
2023-05-19,1481.59,1499.91,1470.69,1485.18,3.31,0.22,-76.82,-4.92,57561.72,689473.57,
2023-05-18,1459.28,1485.73,1451.72,1481.87,22.9,1.57,-80.13,-5.13,62837.44,745852.77,
2023-05-17,1437.29,1463.85,1436.67,1458.97,15.41,1.07,-103.03,-6.6,54072.46,613891.19,
2023-05-16,1466.17,1470.91,1439.85,1443.56,-22.07,-1.51,-118.43,-7.58,60205.43,665101.0,
2023-05-15,1472.88,1476.8,1438.22,1465.63,-10.61,-0.72,-96.37,-6.17,73815.02,748177.98,
2023-05-12,1499.89,1504.33,1474.37,1476.24,-25.33,-1.69,-85.75,-5.49,75134.46,831871.72,
2023-05-11,1459.14,1512.22,1459.07,1501.57,42.12,2.89,-60.43,-3.87,84797.95,957403.2,
2023-05-10,1453.55,1473.63,1445.77,1459.45,-3.44,-0.24,-102.55,-6.57,76486.19,898213.5,
2023-05-09,1477.23,1486.94,1461.15,1462.89,-19.7,-1.33,-99.11,-6.34,91693.72,964123.54,
2023-05-08,1485.7,1493.68,1465.52,1482.59,0.86,0.06,-79.41,-5.08,84174.37,888025.61,
2023-05-05,1490.17,1490.17,1471.92,1481.72,-10.06,-0.67,-80.27,-5.14,89541.05,953674.77,
2023-05-04,1458.02,1492.72,1457.85,1491.78,45.58,3.15,-70.21,-4.49,109185.25,1308839.52,
2023-04-28,1381.99,1450.76,1381.99,1446.2,63.14,4.57,-115.79,-7.41,91317.99,1070703.72,
2023-04-27,1393.58,1407.8,1374.83,1383.06,-22.71,-1.62,-178.93,-11.46,71060.33,776982.16,
2023-04-26,1403.2,1427.81,1385.73,1405.77,-9.4,-0.66,-156.22,-10.0,94093.94,1041712.37,
2023-04-25,1433.44,1435.19,1391.81,1415.17,-19.72,-1.37,-146.82,-9.4,101923.68,1194658.72,
2023-04-24,1413.59,1447.36,1397.27,1434.89,20.17,1.43,-127.11,-8.14,89802.37,985485.93,
2023-04-21,1465.03,1473.36,1414.36,1414.72,-48.35,-3.3,-147.28,-9.43,91812.02,975628.44,
2023-04-20,1445.2,1463.07,1434.39,1463.07,10.18,0.7,-98.93,-6.33,75859.42,921876.36,
2023-04-19,1451.27,1467.27,1450.2,1452.89,-2.2,-0.15,-109.11,-6.99,62135.23,665604.74,
2023-04-18,1456.19,1459.1,1436.03,1455.09,-6.11,-0.42,-106.91,-6.84,59772.64,688614.94,
2023-04-17,1476.18,1476.56,1457.54,1461.2,-21.77,-1.47,-100.79,-6.45,70117.65,762865.66,
2023-04-14,1486.56,1504.36,1459.06,1482.98,-6.57,-0.44,-79.02,-5.06,84158.97,948434.6,
2023-04-13,1494.6,1510.75,1486.74,1489.54,-5.47,-0.37,-72.45,-4.64,101760.59,1172670.87,
2023-04-12,1472.0,1495.72,1466.91,1495.01,27.13,1.85,-66.99,-4.29,85626.09,989851.67,
2023-04-11,1431.44,1471.08,1426.24,1467.88,37.43,2.62,-94.12,-6.03,77725.18,868932.4,
2023-04-10,1462.8,1469.84,1426.44,1430.45,-29.69,-2.03,-131.55,-8.42,76588.29,903138.96,
2023-04-07,1434.26,1461.13,1422.55,1460.14,25.71,1.79,-101.86,-6.52,70784.49,792987.73,
2023-04-06,1437.39,1438.88,1423.81,1434.43,-11.22,-0.78,-127.57,-8.17,69595.14,779136.45,
2023-04-04,1457.19,1466.63,1439.14,1445.65,-13.08,-0.9,-116.34,-7.45,93464.11,1115292.47,
2023-04-03,1433.87,1461.15,1429.7,1458.73,23.15,1.61,-103.27,-6.61,89394.81,985786.45,
2023-03-31,1417.83,1437.28,1407.91,1435.58,16.36,1.15,-126.41,-8.09,62798.8,621455.04,
2023-03-30,1426.86,1432.98,1410.17,1419.22,-13.05,-0.91,-142.77,-9.14,54044.07,489596.72,
2023-03-29,1431.89,1442.8,1416.93,1432.27,2.8,0.2,-129.73,-8.31,68165.44,648367.55,
2023-03-28,1438.53,1442.87,1426.31,1429.46,-12.21,-0.85,-132.53,-8.48,70706.34,688004.7,
2023-03-27,1443.35,1450.47,1422.97,1441.68,1.99,0.14,-120.32,-7.7,92076.67,936801.79,
2023-03-24,1420.72,1441.05,1419.07,1439.69,18.58,1.31,-122.31,-7.83,79997.99,788637.61,
2023-03-23,1426.74,1426.83,1414.44,1421.11,-15.71,-1.09,-140.89,-9.02,64098.88,623508.06,
2023-03-22,1426.88,1436.87,1419.92,1436.82,13.79,0.97,-125.18,-8.01,74660.57,730146.75,
2023-03-21,1384.86,1423.03,1380.91,1423.03,39.54,2.86,-138.97,-8.9,82197.95,764400.02,
2023-03-20,1369.45,1390.25,1369.45,1383.49,24.95,1.84,-178.51,-11.43,85749.43,840193.23,
2023-03-17,1340.84,1366.19,1340.84,1358.54,23.84,1.79,-203.46,-13.03,55050.06,480861.19,
2023-03-16,1344.44,1347.44,1332.09,1334.7,-15.92,-1.18,-227.3,-14.55,39081.63,300569.28,
2023-03-15,1344.77,1355.44,1342.32,1350.62,11.81,0.88,-211.37,-13.53,34711.22,256524.74,
2023-03-14,1351.8,1357.84,1328.11,1338.81,-11.73,-0.87,-223.19,-14.29,48434.45,380971.7,
2023-03-13,1341.97,1350.63,1327.8,1350.54,1.83,0.14,-211.45,-13.54,43546.05,340215.94,
2023-03-10,1352.92,1355.91,1344.45,1348.71,-10.89,-0.8,-213.28,-13.65,41088.53,319265.65,
2023-03-09,1368.37,1368.51,1348.73,1359.61,-4.63,-0.34,-202.39,-12.96,34627.83,261012.53,
2023-03-08,1349.46,1364.45,1348.57,1364.23,12.07,0.89,-197.76,-12.66,34674.03,264167.85,
2023-03-07,1383.73,1384.5,1351.63,1352.16,-32.14,-2.32,-209.84,-13.43,48310.45,372516.69,
2023-03-06,1387.07,1391.87,1381.26,1384.3,-2.19,-0.16,-177.7,-11.38,51403.47,423767.53,
2023-03-03,1385.61,1397.42,1377.94,1386.48,0.96,0.07,-175.51,-11.24,54526.27,434327.88,
2023-03-02,1378.83,1389.31,1378.4,1385.52,6.74,0.49,-176.47,-11.3,51794.29,422375.4,
2023-03-01,1363.96,1379.81,1360.02,1378.78,12.62,0.92,-183.21,-11.73,52797.86,425960.11,
2023-02-28,1358.52,1366.16,1349.88,1366.16,13.14,0.97,-195.84,-12.54,47669.08,352801.45,
2023-02-27,1366.06,1366.06,1350.08,1353.02,-15.55,-1.14,-208.98,-13.38,44559.53,348200.19,
2023-02-24,1363.19,1370.18,1355.44,1368.57,6.83,0.5,-193.43,-12.38,51339.21,379257.31,
2023-02-23,1375.64,1375.77,1353.23,1361.73,-11.01,-0.8,-200.27,-12.82,55363.16,435210.78,
2023-02-22,1360.44,1373.73,1351.43,1372.74,5.26,0.38,-189.25,-12.12,59055.22,457491.97,
2023-02-21,1373.38,1378.16,1357.42,1367.48,2.97,0.22,-194.51,-12.45,78825.11,600336.75,
2023-02-20,1337.16,1364.72,1337.0,1364.52,30.56,2.29,-197.48,-12.64,70696.53,578951.58,
2023-02-17,1346.62,1357.08,1331.94,1333.96,-10.13,-0.75,-228.04,-14.6,62949.87,474976.96,
2023-02-16,1360.75,1382.85,1335.39,1344.09,-16.74,-1.23,-217.91,-13.95,87720.08,679070.23,
2023-02-15,1354.9,1361.77,1351.43,1360.82,6.01,0.44,-201.17,-12.88,47958.52,364406.34,
2023-02-14,1358.42,1361.77,1348.77,1354.81,-2.74,-0.2,-207.18,-13.26,56465.64,380115.92,
2023-02-13,1347.17,1357.88,1344.04,1357.56,10.42,0.77,-204.44,-13.09,49401.14,367589.38,
2023-02-10,1343.2,1357.21,1342.14,1347.14,0.48,0.04,-214.86,-13.76,53683.44,398221.64,
2023-02-09,1332.7,1346.92,1325.34,1346.66,14.12,1.06,-215.34,-13.79,48981.01,376475.27,
2023-02-08,1348.6,1348.93,1332.38,1332.54,-15.64,-1.16,-229.46,-14.69,52144.61,390222.6,
2023-02-07,1329.36,1348.47,1327.93,1348.18,17.2,1.29,-213.82,-13.69,63166.72,490670.22,
2023-02-06,1325.23,1331.38,1317.2,1330.98,-1.12,-0.08,-231.02,-14.79,62209.66,480092.47,
2023-02-03,1323.23,1337.86,1320.69,1332.1,6.42,0.48,-229.9,-14.72,65184.65,471635.47,
2023-02-02,1320.33,1329.79,1315.77,1325.67,5.06,0.38,-236.32,-15.13,59596.45,415066.47,
2023-02-01,1305.65,1320.62,1298.91,1320.62,19.71,1.52,-241.38,-15.45,54846.36,350034.67,
2023-01-31,1289.04,1301.35,1286.17,1300.9,4.03,0.31,-261.09,-16.72,46583.94,318043.59,
2023-01-30,1291.81,1297.61,1287.65,1296.88,16.13,1.26,-265.12,-16.97,57121.44,386332.82,
2023-01-20,1275.2,1281.72,1273.05,1280.75,7.64,0.6,-281.25,-18.01,43907.99,276160.26,
2023-01-19,1269.0,1273.45,1259.94,1273.11,4.87,0.38,-288.88,-18.49,51050.44,327421.22,
2023-01-18,1256.78,1270.73,1255.45,1268.24,14.73,1.18,-293.75,-18.81,49059.26,375715.02,
2023-01-17,1257.8,1261.19,1247.34,1253.52,-3.93,-0.31,-308.48,-19.75,43190.51,281140.69,
2023-01-16,1247.75,1260.93,1244.8,1257.45,9.17,0.73,-304.55,-19.5,44142.52,291137.17,
2023-01-13,1246.09,1248.35,1238.2,1248.27,7.81,0.63,-313.72,-20.08,41485.28,240603.64,
2023-01-12,1248.39,1249.78,1234.78,1240.46,-2.87,-0.23,-321.53,-20.58,38842.39,267857.11,
2023-01-11,1261.98,1262.5,1242.17,1243.34,-17.1,-1.36,-318.66,-20.4,50740.61,339017.42,
2023-01-10,1261.12,1262.45,1251.35,1260.44,0.26,0.02,-301.56,-19.31,42927.88,318728.04,
2023-01-09,1258.96,1265.3,1256.38,1260.18,5.97,0.48,-301.82,-19.32,37124.45,281032.89,
2023-01-06,1266.89,1269.19,1250.47,1254.21,-12.03,-0.95,-307.78,-19.7,42714.63,295128.96,
2023-01-05,1272.1,1272.96,1261.83,1266.24,-4.09,-0.32,-295.75,-18.93,51509.46,377785.18,
2023-01-04,1261.91,1275.33,1259.65,1270.33,9.69,0.77,-291.66,-18.67,61069.01,434863.44,
2023-01-03,1248.74,1262.09,1243.99,1260.65,14.28,1.15,-301.35,-19.29,54362.01,381726.99,
2022-12-30,1219.94,1247.46,1219.67,1246.36,31.05,2.55,-315.63,-20.21,52062.2,359266.93,
2022-12-29,1232.45,1235.69,1214.93,1215.31,-20.45,-1.65,-346.68,-22.19,48208.52,322527.13,
2022-12-28,1241.6,1246.38,1228.55,1235.77,-9.51,-0.76,-326.23,-20.89,47016.68,323817.77,
2022-12-27,1237.02,1248.13,1228.82,1245.28,10.4,0.84,-316.72,-20.28,52785.58,346870.67,
2022-12-26,1225.74,1236.38,1217.78,1234.88,12.85,1.05,-327.12,-20.94,43951.87,283562.84,
2022-12-23,1204.06,1232.35,1203.03,1222.02,9.67,0.8,-339.97,-21.77,41924.82,289129.33,
2022-12-22,1226.93,1237.15,1209.7,1212.36,-8.11,-0.66,-349.64,-22.38,46988.06,303791.15,
2022-12-21,1223.09,1231.03,1217.43,1220.47,-6.18,-0.5,-341.53,-21.86,41922.92,251133.17,
2022-12-20,1233.0,1238.01,1219.9,1226.65,-4.91,-0.4,-335.34,-21.47,53783.61,329976.01,
2022-12-19,1259.7,1261.46,1225.91,1231.57,-24.52,-1.95,-330.43,-21.15,60665.25,373032.07,
2022-12-16,1265.52,1266.45,1251.79,1256.09,-14.35,-1.13,-305.91,-19.58,60546.29,366407.72,
2022-12-15,1278.34,1281.2,1268.0,1270.44,-7.48,-0.59,-291.56,-18.67,60744.95,390633.07,
2022-12-14,1270.97,1283.27,1266.72,1277.92,3.28,0.26,-284.08,-18.19,61064.54,384661.42,
2022-12-13,1269.14,1281.75,1263.8,1274.64,7.36,0.58,-287.36,-18.4,77897.93,503286.51,
2022-12-12,1277.38,1280.88,1265.27,1267.27,-8.41,-0.66,-294.72,-18.87,59433.95,379519.46,
2022-12-09,1287.77,1288.43,1267.87,1275.68,-13.82,-1.07,-286.32,-18.33,76447.84,455050.08,
2022-12-08,1291.6,1304.77,1278.0,1289.5,-8.37,-0.65,-272.49,-17.45,80296.5,506789.11,
2022-12-07,1293.5,1304.76,1286.74,1297.88,4.99,0.39,-264.12,-16.91,90089.63,549902.11,
2022-12-06,1299.31,1306.62,1289.17,1292.88,-6.7,-0.52,-269.11,-17.23,65710.78,458828.51,
2022-12-05,1299.46,1306.14,1291.17,1299.58,12.92,1.0,-262.42,-16.8,88723.47,580242.51,
2022-12-02,1266.31,1288.06,1265.91,1286.66,16.18,1.27,-275.34,-17.63,73210.17,414308.9,
2022-12-01,1270.99,1284.68,1268.26,1270.47,9.75,0.77,-291.52,-18.66,102147.8,585890.64,
2022-11-30,1258.36,1265.69,1256.06,1260.73,1.29,0.1,-301.27,-19.29,108649.79,564781.05,
2022-11-29,1238.03,1261.16,1238.03,1259.43,28.68,2.33,-302.56,-19.37,93847.31,490054.41,
2022-11-28,1221.84,1230.92,1214.22,1230.75,-8.24,-0.66,-331.24,-21.21,64724.19,362389.77,
2022-11-25,1241.05,1245.03,1234.92,1238.99,-3.08,-0.25,-323.0,-20.68,75100.71,427327.22,
2022-11-24,1246.95,1254.85,1233.26,1242.08,-7.68,-0.61,-319.92,-20.48,63256.54,400988.65,
2022-11-23,1268.31,1268.31,1236.66,1249.76,-21.62,-1.7,-312.24,-19.99,79590.95,561428.46,
2022-11-22,1283.58,1289.73,1266.82,1271.38,-18.21,-1.41,-290.62,-18.61,90504.68,602786.5,
2022-11-21,1302.26,1311.46,1278.96,1289.59,-14.7,-1.13,-272.41,-17.44,98555.73,704566.19,
2022-11-18,1311.69,1331.09,1299.83,1304.29,-8.01,-0.61,-257.71,-16.5,121188.0,973431.45,
2022-11-17,1318.96,1321.01,1301.28,1312.29,8.53,0.65,-249.7,-15.99,121927.52,943979.82,
2022-11-16,1279.84,1312.28,1279.0,1303.76,25.76,2.02,-258.24,-16.53,88677.4,596614.78,
2022-11-15,1264.7,1278.07,1262.34,1278.0,17.6,1.4,-284.0,-18.18,83356.1,479672.01,
2022-11-14,1274.05,1275.58,1255.95,1260.4,-11.99,-0.94,-301.6,-19.31,100958.83,588525.17,
2022-11-11,1295.97,1305.03,1271.35,1272.39,-12.15,-0.95,-289.61,-18.54,113147.98,779281.61,
2022-11-10,1248.28,1292.5,1246.2,1284.55,29.19,2.33,-277.45,-17.76,86689.57,615146.39,
2022-11-09,1251.36,1268.14,1251.08,1255.36,-2.71,-0.22,-306.64,-19.63,70810.42,480732.39,
2022-11-08,1271.68,1272.72,1245.99,1258.07,1.83,0.15,-303.93,-19.46,83987.35,634828.44,
2022-11-07,1199.56,1257.78,1199.26,1256.24,55.99,4.67,-305.75,-19.57,88098.89,580632.39,
2022-11-04,1184.39,1203.02,1184.38,1200.25,15.33,1.29,-361.75,-23.16,51378.85,347920.86,
2022-11-03,1172.49,1187.13,1171.55,1184.92,1.3,0.11,-377.08,-24.14,52232.11,338712.86,
2022-11-02,1171.2,1193.92,1171.11,1183.62,22.49,1.94,-378.37,-24.22,68861.75,449877.47,
2022-11-01,1130.66,1161.26,1130.66,1161.13,30.76,2.72,-400.86,-25.66,46406.24,290800.88,
2022-10-31,1108.79,1139.94,1108.79,1130.38,16.78,1.51,-431.62,-27.63,47319.55,290647.51,
2022-10-28,1159.49,1159.57,1110.17,1113.59,-49.59,-4.26,-448.4,-28.71,44356.52,270420.51,
2022-10-27,1159.9,1173.8,1156.6,1163.18,3.81,0.33,-398.82,-25.53,45671.22,287322.48,
2022-10-26,1130.65,1161.15,1130.65,1159.37,26.8,2.37,-402.63,-25.78,41217.47,265262.86,
2022-10-25,1144.08,1148.81,1117.13,1132.57,-17.07,-1.48,-429.43,-27.49,41969.85,259388.61,
2022-10-24,1176.31,1186.41,1145.08,1149.63,-22.83,-1.95,-412.36,-26.4,51138.23,314272.08,
2022-10-21,1173.04,1180.55,1162.31,1172.47,0.17,0.01,-389.53,-24.94,47169.36,299736.64,
2022-10-20,1163.04,1184.49,1161.19,1172.29,6.34,0.54,-389.71,-24.95,43873.26,289468.82,
2022-10-19,1171.65,1176.08,1163.06,1165.95,-10.17,-0.86,-396.05,-25.36,35921.27,229802.99,
2022-10-18,1189.2,1190.92,1172.98,1176.12,-12.09,-1.02,-385.87,-24.7,45212.52,285177.01,
2022-10-17,1154.54,1188.78,1154.17,1188.21,28.96,2.5,-373.78,-23.93,47722.55,292279.1,
2022-10-14,1147.46,1162.84,1146.14,1159.25,18.03,1.58,-402.75,-25.78,44601.58,282219.14,
2022-10-13,1133.89,1153.99,1130.71,1141.22,0.51,0.04,-420.78,-26.94,46436.5,310335.99,
2022-10-12,1111.38,1140.82,1104.71,1140.71,29.28,2.63,-421.29,-26.97,47835.76,285409.28,
2022-10-11,1101.38,1112.59,1083.69,1111.43,10.48,0.95,-450.57,-28.85,43323.51,245537.93,
2022-10-10,1120.04,1127.03,1097.17,1100.95,-13.01,-1.17,-461.05,-29.52,33896.07,194264.12,
2022-09-30,1117.51,1124.27,1108.68,1113.96,-5.54,-0.49,-448.04,-28.68,31918.81,183152.5,
2022-09-29,1140.67,1146.69,1113.8,1119.49,-13.29,-1.17,-442.5,-28.33,36250.5,209943.55,
2022-09-28,1150.88,1156.08,1132.78,1132.78,-19.87,-1.72,-429.21,-27.48,38796.8,242714.12,
2022-09-27,1112.66,1152.67,1112.66,1152.65,40.53,3.64,-409.35,-26.21,39048.82,225797.37,
2022-09-26,1127.92,1132.69,1110.17,1112.12,-22.34,-1.97,-449.88,-28.8,36930.77,199618.79,
2022-09-23,1162.19,1163.12,1130.64,1134.46,-26.88,-2.31,-427.54,-27.37,36418.63,206514.44,
2022-09-22,1174.23,1182.7,1160.68,1161.34,-20.95,-1.77,-400.66,-25.65,32109.75,185229.62,
2022-09-21,1168.49,1185.21,1150.89,1182.29,8.62,0.73,-379.71,-24.31,38259.8,211952.9,
2022-09-20,1169.45,1180.86,1168.71,1173.66,9.61,0.83,-388.33,-24.86,32533.51,187856.4,
2022-09-19,1184.71,1185.34,1157.85,1164.05,-22.52,-1.9,-397.94,-25.48,42066.88,246621.18,
2022-09-16,1213.04,1215.47,1186.36,1186.58,-24.58,-2.03,-375.42,-24.03,48428.62,272900.35,
2022-09-15,1233.5,1235.69,1198.34,1211.16,-18.93,-1.54,-350.84,-22.46,47766.34,275133.68,
2022-09-14,1219.43,1234.34,1216.32,1230.09,-6.39,-0.52,-331.9,-21.25,38925.15,231991.58,
2022-09-13,1235.59,1245.74,1233.72,1236.48,4.48,0.36,-325.51,-20.84,36791.63,231397.95,
2022-09-09,1232.82,1233.76,1222.45,1232.0,0.08,0.01,-329.99,-21.13,34038.43,212987.61,
2022-09-08,1244.01,1245.03,1230.99,1231.93,-11.22,-0.9,-330.07,-21.13,37029.81,249945.05,
2022-09-07,1253.83,1254.05,1239.63,1243.14,-14.1,-1.12,-318.85,-20.41,40747.47,285244.74,
2022-09-06,1248.16,1258.1,1243.81,1257.24,9.03,0.72,-304.75,-19.51,42628.26,290183.23,
2022-09-05,1248.58,1252.44,1239.54,1248.21,-3.11,-0.25,-313.79,-20.09,43344.0,304495.2,
2022-09-02,1232.74,1252.24,1232.74,1251.32,17.5,1.42,-310.68,-19.89,43490.65,320504.49,
2022-09-01,1244.46,1256.36,1231.45,1233.82,-13.74,-1.1,-328.17,-21.01,47227.94,344022.19,
2022-08-31,1264.15,1277.54,1246.46,1247.57,-20.89,-1.65,-314.43,-20.13,52389.49,442617.23,
2022-08-30,1259.04,1276.3,1258.66,1268.46,8.39,0.67,-293.54,-18.79,48340.4,349740.28,
2022-08-29,1235.09,1260.22,1228.97,1260.07,7.17,0.57,-301.93,-19.33,47516.05,372992.1,
2022-08-26,1260.81,1270.08,1251.12,1252.89,-11.67,-0.92,-309.1,-19.79,56972.07,482839.23,
2022-08-25,1267.8,1271.5,1250.87,1264.57,-3.98,-0.31,-297.43,-19.04,59392.86,475985.09,
2022-08-24,1292.01,1298.11,1267.42,1268.54,-24.52,-1.9,-293.45,-18.79,72979.36,588813.98,
2022-08-23,1294.01,1299.55,1289.5,1293.06,-3.9,-0.3,-268.93,-17.22,65565.78,504858.27,
2022-08-22,1275.33,1297.44,1266.19,1296.96,24.17,1.9,-265.03,-16.97,60779.61,437971.93,
2022-08-19,1259.84,1282.76,1259.39,1272.79,12.31,0.98,-289.21,-18.52,58633.1,462043.78,
2022-08-18,1270.29,1270.48,1253.48,1260.48,-13.73,-1.08,-301.51,-19.3,60438.46,483781.48,
2022-08-17,1261.57,1275.03,1252.8,1274.21,18.06,1.44,-287.78,-18.42,66285.35,475373.04,
2022-08-16,1248.42,1256.32,1246.04,1256.15,9.99,0.8,-305.84,-19.58,46326.23,344079.33,
2022-08-15,1253.05,1253.48,1240.09,1246.17,-3.36,-0.27,-315.83,-20.22,50386.35,418332.29,
2022-08-12,1245.12,1255.12,1238.93,1249.53,5.55,0.45,-312.46,-20.0,48291.77,422549.2,
2022-08-11,1228.75,1244.11,1228.36,1243.98,20.19,1.65,-318.01,-20.36,47952.56,379233.09,
2022-08-10,1223.89,1229.83,1217.29,1223.79,-2.47,-0.2,-338.21,-21.65,37123.06,280923.18,
2022-08-09,1224.82,1226.79,1213.48,1226.26,2.03,0.17,-335.74,-21.49,38401.2,260952.32,
2022-08-08,1212.03,1224.74,1209.73,1224.23,9.37,0.77,-337.77,-21.62,36661.36,251147.74,
2022-08-05,1198.66,1215.85,1197.68,1214.86,21.16,1.77,-347.13,-22.22,41348.38,333991.07,
2022-08-04,1180.39,1193.89,1173.38,1193.71,20.84,1.78,-368.29,-23.58,31401.52,231109.28,
2022-08-03,1184.7,1204.75,1169.97,1172.86,-9.26,-0.78,-389.13,-24.91,45441.36,336242.23,
2022-08-02,1234.79,1234.79,1174.31,1182.12,-61.84,-4.97,-379.88,-24.32,56949.83,421668.49,
2022-08-01,1239.48,1244.43,1229.53,1243.96,3.3,0.27,-318.04,-20.36,42020.94,356071.56,
2022-07-29,1256.52,1258.91,1237.82,1240.66,-17.35,-1.38,-321.34,-20.57,47848.13,377017.25,
2022-07-28,1261.18,1265.1,1255.95,1258.01,4.45,0.36,-303.99,-19.46,51057.77,400136.99,
2022-07-27,1258.69,1263.24,1250.06,1253.56,-3.36,-0.27,-308.44,-19.75,46567.5,323420.08,
2022-07-26,1241.23,1257.25,1234.56,1256.92,19.82,1.6,-305.08,-19.53,48861.07,337819.75,
2022-07-25,1241.76,1247.44,1232.68,1237.1,-3.74,-0.3,-324.89,-20.8,45790.14,322065.03,
2022-07-22,1248.69,1255.88,1232.11,1240.84,-12.4,-0.99,-321.16,-20.56,48699.54,383708.2,
2022-07-21,1244.57,1265.48,1242.73,1253.24,7.78,0.62,-308.75,-19.77,61622.4,482040.24,
2022-07-20,1241.79,1247.13,1237.36,1245.46,10.18,0.82,-316.53,-20.26,46558.02,358237.72,
2022-07-19,1219.62,1236.26,1217.18,1235.29,17.16,1.41,-326.71,-20.92,44336.18,331169.65,
2022-07-18,1185.83,1218.66,1185.23,1218.13,33.17,2.8,-343.87,-22.01,47846.9,335912.32,
2022-07-15,1216.19,1216.19,1184.93,1184.96,-38.02,-3.11,-377.04,-24.14,56791.83,357855.57,
2022-07-14,1222.27,1227.4,1217.82,1222.97,-5.19,-0.42,-339.02,-21.7,62466.86,362640.35,
2022-07-13,1208.86,1228.45,1208.86,1228.17,19.82,1.64,-333.83,-21.37,49682.42,293779.1,
2022-07-12,1223.95,1223.95,1206.93,1208.35,-17.29,-1.41,-353.65,-22.64,35173.23,235365.5,
2022-07-11,1235.61,1235.93,1217.16,1225.64,-14.94,-1.2,-336.35,-21.53,41261.75,281385.06,
2022-07-08,1237.38,1253.26,1237.15,1240.58,3.49,0.28,-321.42,-20.58,41727.34,300046.02,
2022-07-07,1235.12,1242.97,1225.48,1237.09,-1.92,-0.15,-324.91,-20.8,39599.8,295028.45,
