ID,编号,价格,成交数量,竞买率,成交占比,日期,大盘最低价格,大盘最高价格
957750,2078,12,872,0,1,45316,2822,2907
957749,2078,12,138,100,0,45316,2822,2907
957748,2078,12,689,56,1,45316,2822,2907
957747,2078,12,121,21,0,45316,2822,2907
957746,2078,12,762,65,1,45316,2822,2907
957745,2078,12,2214,76,2,45316,2822,2907
957744,2078,12,4898,52,5,45316,2822,2907
957743,2078,12,4885,42,5,45316,2822,2907
957742,2078,12,3550,50,3,45316,2822,2907
957741,2078,12,4381,39,4,45316,2822,2907
957740,2078,12,3815,38,4,45316,2822,2907
957739,2078,12,5542,47,5,45316,2822,2907
957738,2078,12,4799,37,5,45316,2822,2907
957737,2078,12,5698,12,5,45316,2822,2907
957736,2078,12,1509,54,1,45316,2822,2907
957735,2078,12,2235,40,2,45316,2822,2907
957734,2078,12,2770,50,3,45316,2822,2907
957733,2078,12,2079,62,2,45316,2822,2907
957732,2078,12,2772,51,3,45316,2822,2907
957731,2078,12,2004,57,2,45316,2822,2907
957730,2078,12,2252,26,2,45316,2822,2907
957729,2078,12,1070,6,1,45316,2822,2907
957728,2078,12,620,80,1,45316,2822,2907
957727,2078,12,2468,32,2,45316,2822,2907
957726,2078,12,4365,43,4,45316,2822,2907
957725,2078,12,7124,50,7,45316,2822,2907
957724,2078,12,9316,31,9,45316,2822,2907
957723,2078,12,9191,26,9,45316,2822,2907
957722,2078,12,6662,24,6,45316,2822,2907
957721,2078,12,4201,57,4,45316,2822,2907
957720,2078,12,1810,0,2,45316,2822,2907
957719,2078,12,266,0,0,45316,2822,2907
954341,2078,12,282,100,0,45315,2743,2824
954340,2078,12,1177,88,1,45315,2743,2824
954339,2078,12,1847,74,1,45315,2743,2824
954338,2078,12,957,92,1,45315,2743,2824
954337,2078,12,1446,72,1,45315,2743,2824
954336,2078,12,893,61,1,45315,2743,2824
954335,2078,12,1380,59,1,45315,2743,2824
954334,2078,12,1260,50,1,45315,2743,2824
954333,2078,12,2793,73,2,45315,2743,2824
954332,2078,12,873,57,1,45315,2743,2824
954331,2078,12,2534,69,2,45315,2743,2824
954330,2078,12,2963,73,2,45315,2743,2824
954329,2078,12,2654,71,2,45315,2743,2824
954328,2078,12,3781,43,3,45315,2743,2824
954327,2078,12,4065,44,3,45315,2743,2824
954326,2078,12,5482,73,4,45315,2743,2824
954325,2078,12,4184,60,3,45315,2743,2824
954324,2078,12,6799,53,5,45315,2743,2824
954323,2078,12,4541,52,3,45315,2743,2824
954322,2078,12,6436,57,4,45315,2743,2824
954321,2078,12,7017,33,5,45315,2743,2824
954320,2078,12,5425,47,4,45315,2743,2824
954319,2078,12,6918,54,5,45315,2743,2824
954318,2078,12,7344,57,5,45315,2743,2824
954317,2078,12,7157,55,5,45315,2743,2824
954316,2078,12,8933,57,6,45315,2743,2824
954315,2078,12,8353,36,6,45315,2743,2824
954314,2078,12,4687,32,3,45315,2743,2824
954313,2078,12,3672,45,2,45315,2743,2824
954312,2078,12,4680,43,3,45315,2743,2824
954311,2078,12,9952,42,7,45315,2743,2824
954310,2078,12,6697,73,4,45315,2743,2824
954309,2078,12,7253,76,5,45315,2743,2824
954308,2078,12,3649,40,2,45315,2743,2824
954307,2078,12,1010,0,1,45315,2743,2824
950686,2078,11,123,100,0,45314,2724,2785
950685,2078,11,974,26,1,45314,2724,2785
950684,2078,11,2337,86,1,45314,2724,2785
950683,2078,11,2709,73,2,45314,2724,2785
950682,2078,11,3122,70,2,45314,2724,2785
950681,2078,11,6928,60,4,45314,2724,2785
950680,2078,11,4854,67,3,45314,2724,2785
950679,2078,11,655,13,0,45314,2724,2785
950678,2078,11,1971,53,1,45314,2724,2785
950677,2078,11,403,0,0,45314,2724,2785
950676,2078,11,901,70,1,45314,2724,2785
950675,2078,11,2003,96,1,45314,2724,2785
950674,2078,11,4630,90,3,45314,2724,2785
950673,2078,11,5170,52,3,45314,2724,2785
950672,2078,12,3441,32,2,45314,2724,2785
950671,2078,12,6863,57,4,45314,2724,2785
950670,2078,12,5069,59,3,45314,2724,2785
950669,2078,12,1269,43,1,45314,2724,2785
950668,2078,12,1217,4,1,45314,2724,2785
950667,2078,12,957,83,1,45314,2724,2785
950666,2078,12,1030,56,1,45314,2724,2785
950665,2078,12,401,27,0,45314,2724,2785
950664,2078,12,355,21,0,45314,2724,2785
950663,2078,12,2324,43,1,45314,2724,2785
950662,2078,12,1394,49,1,45314,2724,2785
950661,2078,12,406,6,0,45314,2724,2785
950660,2078,12,1720,48,1,45314,2724,2785
950659,2078,12,605,40,0,45314,2724,2785
950658,2078,12,1559,2,1,45314,2724,2785
950657,2078,12,1070,54,1,45314,2724,2785
950656,2078,12,2095,53,1,45314,2724,2785
950655,2078,12,1149,47,1,45314,2724,2785
950654,2078,12,836,35,0,45314,2724,2785
950653,2078,12,905,28,1,45314,2724,2785
950652,2078,12,1160,75,1,45314,2724,2785
950651,2078,12,2225,57,1,45314,2724,2785
950650,2078,12,2818,47,2,45314,2724,2785
950649,2078,12,3796,45,2,45314,2724,2785
950648,2078,12,2871,44,2,45314,2724,2785
950647,2078,12,3390,62,2,45314,2724,2785
950646,2078,12,5968,73,3,45314,2724,2785
950645,2078,12,10851,62,6,45314,2724,2785
950644,2078,12,9762,52,6,45314,2724,2785
950643,2078,12,11781,51,7,45314,2724,2785
950642,2078,12,11942,48,7,45314,2724,2785
950641,2078,12,10434,38,6,45314,2724,2785
950640,2078,12,7060,38,4,45314,2724,2785
950639,2078,12,4072,48,2,45314,2724,2785
950638,2078,12,3327,57,2,45314,2724,2785
950637,2078,12,3134,37,2,45314,2724,2785
950636,2078,12,2690,30,2,45314,2724,2785
950635,2078,12,1413,12,1,45314,2724,2785
950634,2078,12,691,0,0,45314,2724,2785
950633,2078,12,379,0,0,45314,2724,2785
946583,2078,12,755,100,0,45313,2735,2828
946582,2078,12,7148,76,4,45313,2735,2828
946581,2078,12,7564,33,4,45313,2735,2828
946580,2078,12,2678,88,1,45313,2735,2828
946579,2078,12,4474,80,2,45313,2735,2828
946578,2078,12,4902,60,3,45313,2735,2828
946577,2078,12,6901,68,4,45313,2735,2828
946576,2078,12,3494,33,2,45313,2735,2828
946575,2078,12,5374,31,3,45313,2735,2828
946574,2078,12,3485,50,2,45313,2735,2828
946573,2078,12,3292,9,2,45313,2735,2828
946572,2078,12,1594,52,1,45313,2735,2828
946571,2078,12,1494,67,1,45313,2735,2828
946570,2078,12,270,3,0,45313,2735,2828
946569,2078,12,475,38,0,45313,2735,2828
946568,2078,12,402,41,0,45313,2735,2828
946567,2078,12,1988,79,1,45313,2735,2828
946566,2078,12,544,12,0,45313,2735,2828
946565,2078,12,1008,22,1,45313,2735,2828
946564,2078,12,2769,70,2,45313,2735,2828
946563,2078,12,546,76,0,45313,2735,2828
946562,2078,12,429,63,0,45313,2735,2828
946561,2078,12,629,91,0,45313,2735,2828
946560,2078,12,479,91,0,45313,2735,2828
946559,2078,12,1429,46,1,45313,2735,2828
946558,2078,12,780,34,0,45313,2735,2828
946557,2078,12,1117,100,1,45313,2735,2828
946556,2078,12,781,98,0,45313,2735,2828
946555,2078,12,539,36,0,45313,2735,2828
946554,2078,12,612,91,0,45313,2735,2828
946553,2078,12,1147,68,1,45313,2735,2828
946552,2078,12,3274,100,2,45313,2735,2828
946551,2078,12,1850,46,1,45313,2735,2828
946550,2078,12,7171,50,4,45313,2735,2828
946549,2078,12,7035,60,4,45313,2735,2828
946548,2078,12,8439,51,5,45313,2735,2828
946547,2078,12,13098,38,7,45313,2735,2828
946546,2078,12,4289,15,2,45313,2735,2828
946545,2078,12,2746,52,2,45313,2735,2828
946544,2078,12,3193,50,2,45313,2735,2828
946543,2078,12,2628,28,1,45313,2735,2828
946542,2078,12,1913,38,1,45313,2735,2828
946541,2078,12,4484,68,2,45313,2735,2828
946540,2078,12,3450,49,2,45313,2735,2828
946539,2078,12,2921,48,2,45313,2735,2828
946538,2078,12,2858,56,2,45313,2735,2828
946537,2078,12,5292,82,3,45313,2735,2828
946536,2078,12,7610,31,4,45313,2735,2828
946535,2078,12,5133,37,3,45313,2735,2828
946534,2078,12,3644,60,2,45313,2735,2828
946533,2078,12,3091,65,2,45313,2735,2828
946532,2078,12,4326,47,2,45313,2735,2828
946531,2078,12,2577,52,1,45313,2735,2828
946530,2078,12,2062,59,1,45313,2735,2828
946529,2078,12,2474,65,1,45313,2735,2828
946528,2078,12,3393,48,2,45313,2735,2828
946527,2078,12,2387,55,1,45313,2735,2828
946526,2078,12,605,0,0,45313,2735,2828
946525,2078,12,100,0,0,45313,2735,2828
943889,2078,12,182,100,0,45310,2823,2850
943888,2078,12,1479,90,1,45310,2823,2850
943887,2078,12,1023,22,1,45310,2823,2850
943886,2078,12,710,78,1,45310,2823,2850
943885,2078,12,743,81,1,45310,2823,2850
943884,2078,12,776,71,1,45310,2823,2850
943883,2078,12,1612,81,1,45310,2823,2850
943882,2078,12,2774,84,3,45310,2823,2850
943881,2078,12,4234,53,4,45310,2823,2850
943880,2078,12,8588,63,8,45310,2823,2850
943879,2078,12,12108,47,11,45310,2823,2850
943878,2078,12,13276,50,12,45310,2823,2850
943877,2078,12,7763,36,7,45310,2823,2850
943876,2078,12,7030,46,6,45310,2823,2850
943875,2078,12,10436,64,9,45310,2823,2850
943874,2078,12,9671,47,9,45310,2823,2850
943873,2078,12,10399,53,9,45310,2823,2850
943872,2078,12,6947,44,6,45310,2823,2850
943871,2078,12,4210,32,4,45310,2823,2850
943870,2078,12,2637,56,2,45310,2823,2850
943869,2078,12,2301,29,2,45310,2823,2850
943868,2078,12,612,86,1,45310,2823,2850
943867,2078,12,738,30,1,45310,2823,2850
943866,2078,12,283,0,0,45310,2823,2850
940839,2078,12,264,94,0,45309,2761,2849
940838,2078,12,114,92,0,45309,2761,2849
940837,2078,12,4139,94,3,45309,2761,2849
940836,2078,12,1992,87,1,45309,2761,2849
940835,2078,12,1150,34,1,45309,2761,2849
940834,2078,12,7408,16,5,45309,2761,2849
940833,2078,12,1880,58,1,45309,2761,2849
940832,2078,12,4056,42,2,45309,2761,2849
940831,2078,12,2664,74,2,45309,2761,2849
940830,2078,12,5544,74,3,45309,2761,2849
940829,2078,12,6749,39,4,45309,2761,2849
940828,2078,12,10681,38,6,45309,2761,2849
940827,2078,12,8753,60,5,45309,2761,2849
940826,2078,12,6301,40,4,45309,2761,2849
940825,2078,12,4705,55,3,45309,2761,2849
940824,2078,12,5726,55,3,45309,2761,2849
940823,2078,12,4529,45,3,45309,2761,2849
940822,2078,12,5018,30,3,45309,2761,2849
940821,2078,12,5722,13,3,45309,2761,2849
940820,2078,12,1220,40,1,45309,2761,2849
940819,2078,12,1768,14,1,45309,2761,2849
940818,2078,12,4611,44,3,45309,2761,2849
940817,2078,12,22062,86,13,45309,2761,2849
940816,2078,12,6932,20,4,45309,2761,2849
940815,2078,12,4022,69,2,45309,2761,2849
940814,2078,12,2905,72,2,45309,2761,2849
940813,2078,12,6257,60,4,45309,2761,2849
940812,2078,12,12252,47,7,45309,2761,2849
940811,2078,12,6305,42,4,45309,2761,2849
940810,2078,12,4739,54,3,45309,2761,2849
940809,2078,12,2177,43,1,45309,2761,2849
940808,2078,12,1232,21,1,45309,2761,2849
940807,2078,12,582,9,0,45309,2761,2849
938208,2078,12,1262,0,1,45308,2834,2887
938207,2078,12,95,100,0,45308,2834,2887
938206,2078,12,370,100,0,45308,2834,2887
938205,2078,12,1914,100,2,45308,2834,2887
938204,2078,12,2162,75,2,45308,2834,2887
938203,2078,12,2727,44,3,45308,2834,2887
938202,2078,12,3269,66,3,45308,2834,2887
938201,2078,12,2643,65,3,45308,2834,2887
938200,2078,12,2530,44,2,45308,2834,2887
938199,2078,12,2460,60,2,45308,2834,2887
938198,2078,12,3935,42,4,45308,2834,2887
938197,2078,12,4050,61,4,45308,2834,2887
938196,2078,12,3339,98,3,45308,2834,2887
938195,2078,12,5520,78,5,45308,2834,2887
938194,2078,12,6665,69,7,45308,2834,2887
938193,2078,12,6868,41,7,45308,2834,2887
938192,2078,13,8415,55,8,45308,2834,2887
938191,2078,13,10820,49,11,45308,2834,2887
938190,2078,13,6285,44,6,45308,2834,2887
938189,2078,13,4818,39,5,45308,2834,2887
938188,2078,13,5189,30,5,45308,2834,2887
938187,2078,13,2663,55,3,45308,2834,2887
938186,2078,13,3456,29,3,45308,2834,2887
938185,2078,13,2531,33,2,45308,2834,2887
938184,2078,13,3423,43,3,45308,2834,2887
938183,2078,13,3281,0,3,45308,2834,2887
938182,2078,13,1558,0,2,45308,2834,2887
935775,2078,12,605,100,1,45307,2861,2897
935774,2078,12,322,1,0,45307,2861,2897
935773,2078,12,3482,83,4,45307,2861,2897
935772,2078,12,4136,77,5,45307,2861,2897
935771,2078,12,7253,73,8,45307,2861,2897
935770,2078,12,12967,47,15,45307,2861,2897
935769,2078,12,7078,32,8,45307,2861,2897
935768,2078,13,3607,69,4,45307,2861,2897
935767,2078,13,8703,74,10,45307,2861,2897
935766,2078,13,10660,64,12,45307,2861,2897
935765,2078,13,10322,41,12,45307,2861,2897
935764,2078,13,7728,29,9,45307,2861,2897
935763,2078,13,6972,39,8,45307,2861,2897
935762,2078,13,3667,40,4,45307,2861,2897
935761,2078,13,1502,0,2,45307,2861,2897
933829,2078,12,384,100,0,45306,2869,2904
933828,2078,12,942,100,1,45306,2869,2904
933827,2078,12,1011,43,1,45306,2869,2904
933826,2078,13,4199,65,4,45306,2869,2904
933825,2078,13,6671,59,7,45306,2869,2904
933824,2078,13,6750,59,7,45306,2869,2904
933823,2078,13,9996,67,10,45306,2869,2904
933822,2078,13,14702,49,15,45306,2869,2904
933821,2078,13,15503,33,16,45306,2869,2904
933820,2078,13,11195,21,12,45306,2869,2904
933819,2078,13,6701,38,7,45306,2869,2904
933818,2078,13,9001,30,9,45306,2869,2904
933817,2078,13,7472,24,8,45306,2869,2904
933816,2078,13,1685,11,2,45306,2869,2904
933815,2078,13,183,0,0,45306,2869,2904
931807,2078,12,196,59,0,45303,2879,2904
931806,2078,13,239,80,0,45303,2879,2904
931805,2078,13,1111,90,1,45303,2879,2904
931804,2078,13,571,73,0,45303,2879,2904
931803,2078,13,2481,36,2,45303,2879,2904
931802,2078,13,6245,72,5,45303,2879,2904
931801,2078,13,4277,60,4,45303,2879,2904
931800,2078,13,4586,67,4,45303,2879,2904
931799,2078,13,4292,45,4,45303,2879,2904
931798,2078,13,2941,66,3,45303,2879,2904
931797,2078,13,6186,39,5,45303,2879,2904
931796,2078,13,10233,73,9,45303,2879,2904
931795,2078,13,8656,51,7,45303,2879,2904
931794,2078,13,15104,26,13,45303,2879,2904
931793,2078,13,9911,34,9,45303,2879,2904
931792,2078,13,10728,32,9,45303,2879,2904
931791,2078,13,6723,22,6,45303,2879,2904
931790,2078,13,8782,37,8,45303,2879,2904
931789,2078,13,5370,31,5,45303,2879,2904
931788,2078,13,4545,35,4,45303,2879,2904
931787,2078,13,3462,5,3,45303,2879,2904
929363,2078,12,258,100,0,45302,2868,2896
929362,2078,12,2265,96,2,45302,2868,2896
929361,2078,12,7438,84,6,45302,2868,2896
929360,2078,12,15751,64,13,45302,2868,2896
929359,2078,13,17324,35,14,45302,2868,2896
929358,2078,13,10605,58,9,45302,2868,2896
929357,2078,13,7954,28,6,45302,2868,2896
929356,2078,13,4304,62,3,45302,2868,2896
929355,2078,13,6976,52,6,45302,2868,2896
929354,2078,13,8328,60,7,45302,2868,2896
929353,2078,13,13178,49,11,45302,2868,2896
929352,2078,13,7337,36,6,45302,2868,2896
929351,2078,13,9044,46,7,45302,2868,2896
929350,2078,13,5256,23,4,45302,2868,2896
929349,2078,13,3980,26,3,45302,2868,2896
929348,2078,13,2924,6,2,45302,2868,2896
929347,2078,13,230,0,0,45302,2868,2896
926836,2078,12,165,100,0,45301,2870,2903
926835,2078,12,420,91,0,45301,2870,2903
926834,2078,12,140,14,0,45301,2870,2903
926833,2078,12,1185,91,1,45301,2870,2903
926832,2078,12,1400,62,1,45301,2870,2903
926831,2078,12,1829,56,2,45301,2870,2903
926830,2078,12,2003,68,2,45301,2870,2903
926829,2078,12,3238,49,3,45301,2870,2903
926828,2078,12,2452,52,2,45301,2870,2903
926827,2078,12,4441,68,4,45301,2870,2903
926826,2078,12,4156,63,4,45301,2870,2903
926825,2078,12,5213,47,5,45301,2870,2903
926824,2078,12,3973,36,4,45301,2870,2903
926823,2078,12,1925,7,2,45301,2870,2903
926822,2078,12,1926,26,2,45301,2870,2903
926821,2078,12,4070,55,4,45301,2870,2903
926820,2078,12,6678,43,7,45301,2870,2903
926819,2078,12,8535,31,9,45301,2870,2903
926818,2078,13,10372,19,10,45301,2870,2903
926817,2078,13,2918,13,3,45301,2870,2903
926816,2078,13,2262,8,2,45301,2870,2903
926815,2078,13,1903,51,2,45301,2870,2903
926814,2078,13,3285,75,3,45301,2870,2903
926813,2078,13,6276,45,6,45301,2870,2903
926812,2078,13,7362,38,7,45301,2870,2903
926811,2078,13,7591,25,8,45301,2870,2903
926810,2078,13,2503,0,3,45301,2870,2903
926809,2078,13,219,0,0,45301,2870,2903
926808,2078,13,1179,0,1,45301,2870,2903
924552,2078,12,1352,100,1,45299,2888,2924
924551,2078,12,3203,68,2,45299,2888,2924
924550,2078,12,3976,78,2,45299,2888,2924
924549,2078,12,4236,49,2,45299,2888,2924
924548,2078,12,3845,67,2,45299,2888,2924
924547,2078,12,7314,49,4,45299,2888,2924
924546,2078,12,7278,53,4,45299,2888,2924
924545,2078,12,8383,46,5,45299,2888,2924
924544,2078,12,5065,54,3,45299,2888,2924
924543,2078,12,4690,55,3,45299,2888,2924
924542,2078,12,4005,51,2,45299,2888,2924
924541,2078,12,6595,64,4,45299,2888,2924
924540,2078,13,15471,53,9,45299,2888,2924
924539,2078,13,11300,53,7,45299,2888,2924
924538,2078,13,14720,65,9,45299,2888,2924
924537,2078,13,12247,35,7,45299,2888,2924
924536,2078,13,13618,33,8,45299,2888,2924
924535,2078,13,13973,43,8,45299,2888,2924
924534,2078,13,10508,45,6,45299,2888,2924
924533,2078,13,4559,39,3,45299,2888,2924
924532,2078,13,4557,16,3,45299,2888,2924
924531,2078,13,5886,18,3,45299,2888,2924
924530,2078,13,3580,3,2,45299,2888,2924
924529,2078,13,608,70,0,45299,2888,2924
924528,2078,13,1179,0,1,45299,2888,2924
924527,2078,13,509,0,0,45299,2888,2924
921167,2078,12,201,100,0,45296,2917,2968
921166,2078,12,210,99,0,45296,2917,2968
921165,2078,12,2255,91,2,45296,2917,2968
921164,2078,12,5834,63,6,45296,2917,2968
921163,2078,12,5379,44,6,45296,2917,2968
921162,2078,12,4897,64,5,45296,2917,2968
921161,2078,12,8352,48,9,45296,2917,2968
921160,2078,12,8266,71,8,45296,2917,2968
921159,2078,12,9385,63,10,45296,2917,2968
921158,2078,12,16312,65,17,45296,2917,2968
921157,2078,12,14673,41,15,45296,2917,2968
921156,2078,12,10359,37,11,45296,2917,2968
921155,2078,13,6445,37,7,45296,2917,2968
921154,2078,13,3696,11,4,45296,2917,2968
921153,2078,13,1129,0,1,45296,2917,2968
921152,2078,13,120,0,0,45296,2917,2968
918692,2078,12,816,85,1,45295,2937,2967
918691,2078,12,2591,87,2,45295,2937,2967
918690,2078,12,2154,75,2,45295,2937,2967
918689,2078,12,4969,58,5,45295,2937,2967
918688,2078,12,8302,50,8,45295,2937,2967
918687,2078,12,8529,41,8,45295,2937,2967
918686,2078,12,7213,43,7,45295,2937,2967
918685,2078,12,6377,34,6,45295,2937,2967
918684,2078,12,9506,35,9,45295,2937,2967
918683,2078,12,17475,23,16,45295,2937,2967
918682,2078,13,25695,31,24,45295,2937,2967
918681,2078,13,8203,37,8,45295,2937,2967
918680,2078,13,6280,0,6,45295,2937,2967
918679,2078,13,18,0,0,45295,2937,2967
916092,2078,12,166,7,0,45294,2953,2971
916091,2078,12,272,55,0,45294,2953,2971
916090,2078,12,39,0,0,45294,2953,2971
916089,2078,12,297,45,0,45294,2953,2971
916088,2078,12,280,33,0,45294,2953,2971
916087,2078,12,1483,59,1,45294,2953,2971
916086,2078,12,1235,40,1,45294,2953,2971
916085,2078,12,1836,15,2,45294,2953,2971
916084,2078,12,1445,60,1,45294,2953,2971
916083,2078,12,5152,40,5,45294,2953,2971
916082,2078,12,5915,29,5,45294,2953,2971
916081,2078,12,6143,47,5,45294,2953,2971
916080,2078,12,6433,42,6,45294,2953,2971
916079,2078,12,10526,30,9,45294,2953,2971
916078,2078,12,7996,48,7,45294,2953,2971
916077,2078,12,8595,33,8,45294,2953,2971
916076,2078,12,11237,34,10,45294,2953,2971
916075,2078,12,7343,43,6,45294,2953,2971
916074,2078,12,13983,47,12,45294,2953,2971
916073,2078,12,7054,35,6,45294,2953,2971
916072,2078,12,9065,53,8,45294,2953,2971
916071,2078,13,7432,0,7,45294,2953,2971
913846,2078,12,6,100,0,45293,2962,2976
913845,2078,12,497,82,0,45293,2962,2976
913844,2078,12,1745,59,1,45293,2962,2976
913843,2078,12,1153,36,1,45293,2962,2976
913842,2078,12,1212,25,1,45293,2962,2976
913841,2078,12,1039,53,1,45293,2962,2976
913840,2078,12,3541,60,3,45293,2962,2976
913839,2078,12,5684,44,5,45293,2962,2976
913838,2078,12,4332,7,3,45293,2962,2976
913837,2078,12,2410,81,2,45293,2962,2976
913836,2078,12,10609,19,8,45293,2962,2976
913835,2078,12,2704,28,2,45293,2962,2976
913834,2078,12,2657,45,2,45293,2962,2976
913833,2078,12,5323,44,4,45293,2962,2976
913832,2078,12,2017,26,2,45293,2962,2976
913831,2078,12,3963,75,3,45293,2962,2976
913830,2078,12,6592,19,5,45293,2962,2976
913829,2078,12,1626,33,1,45293,2962,2976
913828,2078,12,2198,15,2,45293,2962,2976
913827,2078,12,1433,42,1,45293,2962,2976
913826,2078,12,5531,66,4,45293,2962,2976
913825,2078,12,11171,55,9,45293,2962,2976
913824,2078,12,9984,50,8,45293,2962,2976
913823,2078,12,10482,32,8,45293,2962,2976
913822,2078,12,5658,51,5,45293,2962,2976
913821,2078,12,10137,21,8,45293,2962,2976
913820,2078,12,10009,12,8,45293,2962,2976
913819,2078,12,1615,0,1,45293,2962,2976
911625,2078,12,352,100,0,45289,2950,2975
911624,2078,12,1606,95,1,45289,2950,2975
911623,2078,12,4697,80,3,45289,2950,2975
911622,2078,12,1984,22,1,45289,2950,2975
911621,2078,12,1636,87,1,45289,2950,2975
911620,2078,12,3478,73,2,45289,2950,2975
911619,2078,12,2355,56,1,45289,2950,2975
911618,2078,12,3800,66,2,45289,2950,2975
911617,2078,12,4282,53,2,45289,2950,2975
911616,2078,12,2308,42,1,45289,2950,2975
911615,2078,12,4167,70,2,45289,2950,2975
911614,2078,12,6866,47,4,45289,2950,2975
911613,2078,12,10182,63,6,45289,2950,2975
911612,2078,12,11791,48,6,45289,2950,2975
911611,2078,12,19422,42,11,45289,2950,2975
911610,2078,12,8414,47,5,45289,2950,2975
911609,2078,12,9654,28,5,45289,2950,2975
911608,2078,12,5761,56,3,45289,2950,2975
911607,2078,12,7744,43,4,45289,2950,2975
911606,2078,12,10522,47,6,45289,2950,2975
911605,2078,12,17040,36,9,45289,2950,2975
911604,2078,12,13919,28,8,45289,2950,2975
911603,2078,12,14510,57,8,45289,2950,2975
911602,2078,12,9445,24,5,45289,2950,2975
911601,2078,12,4063,31,2,45289,2950,2975
911600,2078,12,1157,58,1,45289,2950,2975
911599,2078,12,2912,29,2,45289,2950,2975
911598,2078,12,928,0,1,45289,2950,2975
908653,2078,12,2769,0,2,45288,2909,2962
908652,2078,12,131,0,0,45288,2909,2962
908651,2078,12,322,85,0,45288,2909,2962
908650,2078,12,377,0,0,45288,2909,2962
908649,2078,12,183,31,0,45288,2909,2962
908648,2078,12,96,98,0,45288,2909,2962
908647,2078,12,1518,72,1,45288,2909,2962
908646,2078,12,931,65,1,45288,2909,2962
908645,2078,12,2667,65,2,45288,2909,2962
908644,2078,12,4447,58,3,45288,2909,2962
908643,2078,12,2260,42,2,45288,2909,2962
908642,2078,12,3448,32,2,45288,2909,2962
908641,2078,12,5984,25,4,45288,2909,2962
908640,2078,12,3540,42,2,45288,2909,2962
908639,2078,12,7527,57,5,45288,2909,2962
908638,2078,12,18826,61,12,45288,2909,2962
908637,2078,12,29366,56,19,45288,2909,2962
908636,2078,12,31959,23,21,45288,2909,2962
908635,2078,12,18401,33,12,45288,2909,2962
908634,2078,12,12402,24,8,45288,2909,2962
908633,2078,12,3810,0,3,45288,2909,2962
905992,2078,12,466,100,0,45287,2890,2918
905991,2078,12,2311,74,2,45287,2890,2918
905990,2078,12,3938,53,3,45287,2890,2918
905989,2078,12,1712,24,1,45287,2890,2918
905988,2078,12,692,59,1,45287,2890,2918
905987,2078,12,693,46,1,45287,2890,2918
905986,2078,12,3070,80,2,45287,2890,2918
905985,2078,12,5435,51,4,45287,2890,2918
905984,2078,12,2866,59,2,45287,2890,2918
905983,2078,12,5039,26,4,45287,2890,2918
905982,2078,12,2428,39,2,45287,2890,2918
905981,2078,12,1367,52,1,45287,2890,2918
905980,2078,12,1920,15,2,45287,2890,2918
905979,2078,12,1942,51,2,45287,2890,2918
905978,2078,12,2200,51,2,45287,2890,2918
905977,2078,12,4065,43,3,45287,2890,2918
905976,2078,12,4660,50,4,45287,2890,2918
905975,2078,12,7102,12,6,45287,2890,2918
905974,2078,12,2632,14,2,45287,2890,2918
905973,2078,12,1205,67,1,45287,2890,2918
905972,2078,12,1040,62,1,45287,2890,2918
905971,2078,12,1706,8,1,45287,2890,2918
905970,2078,12,1696,37,1,45287,2890,2918
905969,2078,12,8085,81,7,45287,2890,2918
905968,2078,12,13487,44,11,45287,2890,2918
905967,2078,12,17479,43,14,45287,2890,2918
905966,2078,12,13502,36,11,45287,2890,2918
905965,2078,12,7659,14,6,45287,2890,2918
905964,2078,12,2296,32,2,45287,2890,2918
905963,2078,12,952,0,1,45287,2890,2918
903327,2078,12,1117,64,2,45285,2904,2921
903326,2078,12,1559,74,2,45285,2904,2921
903325,2078,12,5597,64,8,45285,2904,2921
903324,2078,12,8641,44,12,45285,2904,2921
903323,2078,12,5577,46,8,45285,2904,2921
903322,2078,12,5435,44,8,45285,2904,2921
903321,2078,12,5005,58,7,45285,2904,2921
903320,2078,12,5483,48,8,45285,2904,2921
903319,2078,12,5301,26,8,45285,2904,2921
903318,2078,12,2138,24,3,45285,2904,2921
903317,2078,12,1868,35,3,45285,2904,2921
903316,2078,12,1612,24,2,45285,2904,2921
903315,2078,12,4573,61,7,45285,2904,2921
903314,2078,12,7720,36,11,45285,2904,2921
903313,2078,12,4734,33,7,45285,2904,2921
903312,2078,12,3105,35,4,45285,2904,2921
903311,2078,12,805,0,1,45285,2904,2921
901958,2078,12,731,100,1,45282,2907,2936
901957,2078,12,3101,75,4,45282,2907,2936
901956,2078,12,6390,51,7,45282,2907,2936
901955,2078,12,8749,58,10,45282,2907,2936
901954,2078,12,9444,55,11,45282,2907,2936
901953,2078,12,9543,49,11,45282,2907,2936
901952,2078,12,8730,52,10,45282,2907,2936
901951,2078,12,9863,49,11,45282,2907,2936
901950,2078,12,9730,36,11,45282,2907,2936
901949,2078,12,6498,31,8,45282,2907,2936
901948,2078,12,6413,31,7,45282,2907,2936
901947,2078,12,1786,36,2,45282,2907,2936
901946,2078,12,2468,22,3,45282,2907,2936
901945,2078,12,1432,26,2,45282,2907,2936
901944,2078,12,761,17,1,45282,2907,2936
901943,2078,12,662,0,1,45282,2907,2936
898980,2078,12,240,100,0,45281,2882,2924
898979,2078,12,839,76,1,45281,2882,2924
898978,2078,12,1914,66,2,45281,2882,2924
898977,2078,12,2310,48,2,45281,2882,2924
898976,2078,12,3834,71,3,45281,2882,2924
898975,2078,12,8571,56,8,45281,2882,2924
