0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
Jiaxing,2024-05-22 00:00:00,Sunday,81.79455,1,1,0,0,0,0,0,0,0,-81.7945,-,-
Jiaxing,2024-05-23 00:00:00,Monday,100.2209,0,0,0,0,0,0,0,0,0,-100.221,-,-
Jiaxing,2024-05-24 00:00:00,Tuesday,101.7273,3,3,0,0,0,0,0,0,0,-101.727,-,-
Jiaxing,2024-05-25 00:00:00,Wednesday,54.72364,0,0,0,1,1,5276,10000,279.1481,15276,15221.28,54.72364,-
Jiaxing,2024-05-26 00:00:00,Thursday,4391.366,35,24,3,2,1,2490,5000,1.70562,7490,3098.634,2195.683,0.666667
Jiaxing,2024-05-27 00:00:00,Friday,4148.88,22,15,28,3,2,8578,0,2.067546,8578,4429.12,1382.96,0.107143
Jiaxing,2024-05-28 00:00:00,Saturday,9839.222,44,36,28,3,2,6777,5000,1.196944,11777,1937.778,3279.741,0.107143
Jiaxing,2024-05-29 00:00:00,Sunday,10528.41,44,30,39,4,3,4160,0,0.395121,4160,-6368.41,2632.102,0.102564
Jiaxing,2024-05-30 00:00:00,Monday,16435.03,57,40,47,3,2,8832.6,1711,0.641532,10543.6,-5891.43,5478.343,0.06383
Jiaxing,2024-05-31 00:00:00,Tuesday,7656.322,42,26,34,7,2,17056,0,2.227702,17056,9399.678,1093.76,0.205882
Kunming,2024-05-01 00:00:00,Sunday,19716.16,50,31,20,12,10,24035.69,13221.2,1.889662,37256.89,17540.73,1643.014,0.6
Kunming,2024-05-02 00:00:00,Monday,21998.11,68,45,28,10,8,34254.91,81578.9,5.265625,115833.8,93835.7,2199.811,0.357143
Kunming,2024-05-03 00:00:00,Tuesday,34011.53,112,70,52,18,11,58025.8,799,1.729555,58824.8,24813.27,1889.529,0.346154
Kunming,2024-05-04 00:00:00,Wednesday,36798.83,97,70,58,6,4,35078,3360,1.044544,38438,1639.168,6133.139,0.103448
Kunming,2024-05-05 00:00:00,Thursday,29535.16,100,69,54,3,0,0,6477,0.219298,6477,-23058.2,9845.053,0.055556
Kunming,2024-05-06 00:00:00,Friday,39800.13,119,77,54,8,7,20356.9,24078,1.116451,44434.9,4634.775,4975.016,0.148148
Kunming,2024-05-07 00:00:00,Saturday,37034.22,86,58,42,13,12,114946,30029,3.914623,144975,107940.8,2848.786,0.309524
Kunming,2024-05-08 00:00:00,Sunday,37079.3,99,65,36,11,8,43454,3000,1.252828,46454,9374.7,3370.845,0.305556
Kunming,2024-05-09 00:00:00,Monday,21912.23,83,46,31,13,9,34592.9,18470,2.421611,53062.9,31150.67,1685.556,0.419355
Kunming,2024-05-10 00:00:00,Tuesday,27512.56,71,47,34,8,6,17278.9,26800,1.602137,44078.9,16566.34,3439.07,0.235294
Kunming,2024-05-11 00:00:00,Wednesday,30031.55,80,52,32,15,8,50656,15500,2.202883,66156,36124.45,2002.104,0.46875
Kunming,2024-05-12 00:00:00,Thursday,28667.18,80,50,35,9,6,31943,12300,1.543333,44243,15575.82,3185.242,0.257143
Kunming,2024-05-13 00:00:00,Friday,32298.46,74,55,40,10,5,196,-4313,-0.12747,-4117,-36415.5,3229.846,0.25
Kunming,2024-05-14 00:00:00,Saturday,25123.07,62,41,25,13,10,59012.7,139866.9,7.916214,198879.6,173756.5,1932.544,0.52
Kunming,2024-05-15 00:00:00,Sunday,23832.83,65,46,36,9,4,24975,56131,3.403121,81106,57273.17,2648.092,0.25
Kunming,2024-05-16 00:00:00,Monday,24058.12,68,48,34,9,7,13423.5,4178,0.731624,17601.5,-6456.62,2673.125,0.264706
Kunming,2024-05-17 00:00:00,Tuesday,20657.98,48,33,28,10,8,34745,0,1.681917,34745,14087.02,2065.798,0.357143
Kunming,2024-05-18 00:00:00,Wednesday,19290.4,56,39,26,8,6,52821.6,500,2.764152,53321.6,34031.2,2411.3,0.307692
Kunming,2024-05-19 00:00:00,Thursday,19172.72,64,38,27,9,6,71862.5,9381.6,4.237484,81244.1,62071.38,2130.303,0.333333
Kunming,2024-05-20 00:00:00,Friday,12839.15,42,30,16,5,4,23889.2,10079,2.645673,33968.2,21129.05,2567.831,0.3125
Kunming,2024-05-21 00:00:00,Saturday,10223.32,28,19,16,1,0,0,0,0,0,-10223.3,10223.32,0.0625
Kunming,2024-05-22 00:00:00,Sunday,11980.23,44,28,13,2,1,4999,0,0.417271,4999,-6981.23,5990.116,0.153846
Kunming,2024-05-23 00:00:00,Monday,19776.36,67,38,28,4,2,13299,2159,0.78164,15458,-4318.36,4944.091,0.142857
Kunming,2024-05-24 00:00:00,Tuesday,22475.09,65,45,37,3,3,10069.6,0,0.448034,10069.6,-12405.5,7491.698,0.081081
Kunming,2024-05-25 00:00:00,Wednesday,24881.35,82,58,33,9,6,39226.6,5198,1.785458,44424.6,19543.25,2764.594,0.272727
Kunming,2024-05-26 00:00:00,Thursday,22886.82,77,58,47,9,6,12579,0,0.549618,12579,-10307.8,2542.98,0.191489
Kunming,2024-05-27 00:00:00,Friday,30762.63,93,68,42,3,3,3569.1,4756.9,0.270653,8326,-22436.6,10254.21,0.071429
Kunming,2024-05-28 00:00:00,Saturday,34300,116,73,52,12,10,101012.7,1399,2.985764,102411.7,68111.7,2858.333,0.230769
Kunming,2024-05-29 00:00:00,Sunday,28104.91,95,63,39,11,8,41806,31694,2.615201,73500,45395.09,2554.992,0.282051
Kunming,2024-05-30 00:00:00,Monday,30358.07,75,48,28,4,3,24860,-2091.1,0.750012,22768.9,-7589.17,7589.516,0.142857
Kunming,2024-05-31 00:00:00,Tuesday,31319.43,92,62,45,19,11,25084,-33220,-0.25977,-8136,-39455.4,1648.391,0.422222
Nanjing,2024-05-01 00:00:00,Sunday,12942.72,33,29,18,4,4,1996,0,0.154218,1996,-10946.7,3235.679,0.222222
Nanjing,2024-05-02 00:00:00,Monday,14576.59,37,28,25,10,8,84460,0,5.794222,84460,69883.41,1457.659,0.4
Nanjing,2024-05-03 00:00:00,Tuesday,19308.78,52,43,27,5,2,2960,0,0.153298,2960,-16348.8,3861.755,0.185185
Nanjing,2024-05-04 00:00:00,Wednesday,15814.16,45,39,24,11,9,43392.2,20000,4.008573,63392.2,47578.04,1437.65,0.458333
Nanjing,2024-05-05 00:00:00,Thursday,16001.7,50,39,30,2,1,6983,0,0.436391,6983,-9018.7,8000.851,0.066667
Nanjing,2024-05-06 00:00:00,Friday,14729.64,56,45,33,9,8,26599,15780,2.877123,42379,27649.36,1636.627,0.272727
Nanjing,2024-05-07 00:00:00,Saturday,13035.9,49,45,31,12,10,69127,2800,5.517611,71927,58891.1,1086.325,0.387097
Nanjing,2024-05-08 00:00:00,Sunday,13196.84,40,24,23,7,5,6155,28735,2.643815,34890,21693.16,1885.263,0.304348
Nanjing,2024-05-09 00:00:00,Monday,14704.54,53,37,32,5,3,39545,3000,2.893325,42545,27840.46,2940.908,0.15625
Nanjing,2024-05-10 00:00:00,Tuesday,14414.21,45,35,25,8,3,96600,0,6.701718,96600,82185.79,1801.777,0.32
Nanjing,2024-05-11 00:00:00,Wednesday,14868.37,53,40,31,6,5,30760,51500,5.532551,82260,67391.63,2478.061,0.193548
Nanjing,2024-05-12 00:00:00,Thursday,13962.05,39,28,21,8,6,13659,0,0.978295,13659,-303.053,1745.257,0.380952
Nanjing,2024-05-13 00:00:00,Friday,13779.2,61,47,30,15,11,50365,11480,4.488286,61845,48065.8,918.6136,0.5
Nanjing,2024-05-14 00:00:00,Saturday,17208.65,40,31,29,14,14,43167.7,1800,2.613087,44967.7,27759.05,1229.189,0.482759
Nanjing,2024-05-15 00:00:00,Sunday,18161.43,62,50,25,8,8,25445,0,1.401046,25445,7283.568,2270.179,0.32
Nanjing,2024-05-16 00:00:00,Monday,14469.53,49,43,30,6,4,4023,0,0.278032,4023,-10446.5,2411.589,0.2
Nanjing,2024-05-17 00:00:00,Tuesday,14343.89,50,45,44,8,7,57150,2023,4.125309,59173,44829.11,1792.987,0.181818
Nanjing,2024-05-18 00:00:00,Wednesday,14088.98,41,32,27,10,7,30355.6,860,2.215604,31215.6,17126.62,1408.898,0.37037
Nanjing,2024-05-19 00:00:00,Thursday,14182.42,53,44,35,7,5,15105,980,1.134151,16085,1902.583,2026.06,0.2
Nanjing,2024-05-20 00:00:00,Friday,13700.84,40,35,24,7,4,5252,0,0.383334,5252,-8448.84,1957.263,0.291667
Nanjing,2024-05-21 00:00:00,Saturday,9903.9,26,23,15,2,1,7983,0,0.806046,7983,-1920.9,4951.95,0.133333
Nanjing,2024-05-22 00:00:00,Sunday,11553.5,29,20,23,0,0,0,0,0,0,-11553.5,-,0
Nanjing,2024-05-23 00:00:00,Monday,15570.48,43,38,18,1,1,4600,0,0.295431,4600,-10970.5,15570.48,0.055556
Nanjing,2024-05-24 00:00:00,Tuesday,14048.8,48,39,30,4,4,2730,0,0.194323,2730,-11318.8,3512.2,0.133333
Nanjing,2024-05-25 00:00:00,Wednesday,15420.87,45,32,18,7,4,16650.9,9500,1.695813,26150.9,10730.03,2202.981,0.388889
Nanjing,2024-05-26 00:00:00,Thursday,17106.35,59,43,36,4,3,34500,170.9,2.026785,34670.9,17564.55,4276.588,0.111111
Nanjing,2024-05-27 00:00:00,Friday,15014.23,38,29,22,3,3,31091.9,0,2.070828,31091.9,16077.67,5004.745,0.136364
Nanjing,2024-05-28 00:00:00,Saturday,17563.04,63,55,39,3,3,16160,0,0.920114,16160,-1403.04,5854.345,0.076923
Nanjing,2024-05-29 00:00:00,Sunday,18799.34,72,57,51,11,9,10438.9,-47000,-1.94481,-36561.1,-55360.4,1709.031,0.215686
Nanjing,2024-05-30 00:00:00,Monday,17330.19,66,56,54,9,8,14839,-10860,0.229599,3979,-13351.2,1925.576,0.166667
Nanjing,2024-05-31 00:00:00,Tuesday,19522.79,77,67,67,38,6,22451.7,10080,1.666345,32531.7,13008.91,513.7575,0.567164
Ningbo,2024-05-01 00:00:00,Sunday,19011.4,83,57,53,18,8,34800,8800,2.293361,43600,24588.6,1056.189,0.339623
Ningbo,2024-05-02 00:00:00,Monday,25697.06,104,72,64,16,10,69763.9,60420,5.066101,130183.9,104486.8,1606.066,0.25
Ningbo,2024-05-03 00:00:00,Tuesday,31830.31,102,76,73,7,6,21588,22980,1.400175,44568,12737.69,4547.187,0.09589
Ningbo,2024-05-04 00:00:00,Wednesday,29579.61,90,70,58,5,2,8680,550,0.312039,9230,-20349.6,5915.921,0.086207
Ningbo,2024-05-05 00:00:00,Thursday,30274.12,88,60,41,14,9,61710,23840,2.825846,85550,55275.88,2162.437,0.341463
Ningbo,2024-05-06 00:00:00,Friday,25208.56,71,48,44,2,1,5800,9000,0.587102,14800,-10408.6,12604.28,0.045455
Ningbo,2024-05-07 00:00:00,Saturday,26963.65,96,68,58,13,7,50340,0,1.866958,50340,23376.35,2074.127,0.224138
Ningbo,2024-05-08 00:00:00,Sunday,26220.4,90,58,53,9,7,33344,8800,1.607298,42144,15923.6,2913.378,0.169811
Ningbo,2024-05-09 00:00:00,Monday,24711.82,87,54,45,16,10,65156,0,2.636633,65156,40444.18,1544.489,0.355556
Ningbo,2024-05-10 00:00:00,Tuesday,26631.98,72,43,35,5,2,1992,7800,0.367678,9792,-16840,5326.397,0.142857
Ningbo,2024-05-11 00:00:00,Wednesday,23916.11,75,52,43,5,4,9160,0,0.383005,9160,-14756.1,4783.222,0.116279
Ningbo,2024-05-12 00:00:00,Thursday,23308.61,79,54,41,10,5,17132,2760,0.853419,19892,-3416.61,2330.861,0.243902
Ningbo,2024-05-13 00:00:00,Friday,15346.62,48,34,38,5,4,55546,30159,5.584618,85705,70358.38,3069.324,0.131579
Ningbo,2024-05-14 00:00:00,Saturday,12681.15,60,42,34,12,10,66812,3960,5.580883,70772,58090.85,1056.762,0.352941
Ningbo,2024-05-15 00:00:00,Sunday,11480.37,55,36,26,8,8,17825,4880,1.977724,22705,11224.63,1435.046,0.307692
Ningbo,2024-05-16 00:00:00,Monday,6116.916,47,33,27,16,9,14269,0,2.332711,14269,8152.084,382.3073,0.592593
Ningbo,2024-05-17 00:00:00,Tuesday,6987.328,30,20,18,3,1,5800,16800,3.234427,22600,15612.67,2329.109,0.166667
Ningbo,2024-05-18 00:00:00,Wednesday,5191.595,29,19,16,2,2,2880,580,0.666462,3460,-1731.6,2595.798,0.125
Ningbo,2024-05-19 00:00:00,Thursday,4073.882,16,12,13,9,4,19399,0,4.761798,19399,15325.12,452.6535,0.692308
Ningbo,2024-05-20 00:00:00,Friday,3626.096,15,6,11,5,4,8432,0,2.325366,8432,4805.904,725.2191,0.454545
Ningbo,2024-05-21 00:00:00,Saturday,3733.209,17,12,8,2,0,0,0,0,0,-3733.21,1866.605,0.25
Ningbo,2024-05-22 00:00:00,Sunday,2830.216,12,10,11,0,0,0,0,0,0,-2830.22,-,0
Ningbo,2024-05-23 00:00:00,Monday,4048.52,19,12,7,2,2,19800,0,4.890676,19800,15751.48,2024.26,0.285714
Ningbo,2024-05-24 00:00:00,Tuesday,3699.22,25,20,16,6,5,48912,0,13.22225,48912,45212.78,616.5367,0.375
Ningbo,2024-05-25 00:00:00,Wednesday,3892.516,22,15,12,2,2,10820,780,2.980077,11600,7707.484,1946.258,0.166667
Ningbo,2024-05-26 00:00:00,Thursday,2831.928,21,16,13,4,4,16480,0,5.819357,16480,13648.07,707.982,0.307692
Ningbo,2024-05-27 00:00:00,Friday,9779.881,43,30,24,4,3,7858,0,0.803486,7858,-1921.88,2444.97,0.166667
Ningbo,2024-05-28 00:00:00,Saturday,17848.88,82,55,31,2,1,1349,9023,0.581101,10372,-7476.88,8924.442,0.064516
Ningbo,2024-05-29 00:00:00,Sunday,23635.36,109,77,62,13,8,27810,0,1.176627,27810,4174.64,1818.105,0.209677
Ningbo,2024-05-30 00:00:00,Monday,36267.06,127,83,85,10,6,9949,-440,0.262194,9509,-26758.1,3626.706,0.117647
Ningbo,2024-05-31 00:00:00,Tuesday,42661.16,189,141,117,13,5,36040,7200,1.013568,43240,578.8368,3281.628,0.111111
Shanghai,2024-05-01 00:00:00,Sunday,39895.96,65,45,51,33,26,59306,29887,2.23564,89193,49297.04,1208.968,0.647059
Shanghai,2024-05-02 00:00:00,Monday,53385.46,122,85,71,31,25,145368,47496,3.612669,192864,139478.5,1722.112,0.43662
Shanghai,2024-05-03 00:00:00,Tuesday,47122.52,102,75,95,15,14,40195,-5522,0.735805,34673,-12449.5,3141.501,0.157895
Shanghai,2024-05-04 00:00:00,Wednesday,45229.03,98,67,78,27,24,185293.5,86323,6.005358,271616.5,226387.5,1675.149,0.346154
Shanghai,2024-05-05 00:00:00,Thursday,45389.84,108,78,71,21,14,75127,13218,1.946361,88345,42955.16,2161.421,0.295775
Shanghai,2024-05-06 00:00:00,Friday,53135.26,138,97,83,15,12,45627,18899.78,1.214387,64526.78,11391.52,3542.351,0.180723
Shanghai,2024-05-07 00:00:00,Saturday,57310.72,142,98,90,42,37,173166.7,16489,3.309253,189655.7,132345,1364.541,0.466667
Shanghai,2024-05-08 00:00:00,Sunday,67295.21,140,90,98,44,34,106903.1,24977,1.959725,131880.1,64584.89,1529.437,0.44898
Shanghai,2024-05-09 00:00:00,Monday,61966.61,119,86,89,21,19,76956,51058,2.065855,128014,66047.39,2950.791,0.235955
Shanghai,2024-05-10 00:00:00,Tuesday,72296.78,115,83,85,21,16,57323,49859,1.482528,107182,34885.22,3442.704,0.247059
Shanghai,2024-05-11 00:00:00,Wednesday,66573.58,112,84,93,35,29,168265,65273,3.507968,233538,166964.4,1902.102,0.376344
Shanghai,2024-05-12 00:00:00,Thursday,60450.49,126,88,76,28,23,103203,23986,2.104019,127189,66738.51,2158.946,0.368421
Shanghai,2024-05-13 00:00:00,Friday,54628.57,120,95,78,15,12,35679,22397,1.063107,58076,3447.426,3641.905,0.192308
Shanghai,2024-05-14 00:00:00,Saturday,53121.37,117,79,75,42,35,214946,5341,4.146862,220287,167165.6,1264.795,0.56
Shanghai,2024-05-15 00:00:00,Sunday,45209.34,91,63,56,31,28,120267,59714.66,3.981072,179981.7,134772.3,1458.366,0.553571
Shanghai,2024-05-16 00:00:00,Monday,52067.26,135,106,83,21,19,54254,43408,1.875689,97662,45594.74,2479.393,0.253012
Shanghai,2024-05-17 00:00:00,Tuesday,51019.67,116,79,83,34,27,91374.93,15462,2.094034,106836.9,55817.26,1500.578,0.409639
Shanghai,2024-05-18 00:00:00,Wednesday,48964.71,93,67,57,18,16,83948,-1651,1.680741,82297,33332.29,2720.261,0.315789
Shanghai,2024-05-19 00:00:00,Thursday,40322.06,98,67,61,24,18,88980,19694,2.69515,108674,68351.94,1680.086,0.393443
Shanghai,2024-05-20 00:00:00,Friday,35051.41,76,45,53,22,20,63602,35079,2.815322,98681,63629.59,1593.246,0.415094
Shanghai,2024-05-21 00:00:00,Saturday,28123.82,83,61,44,7,6,11569,9998,0.766859,21567,-6556.82,4017.689,0.159091
Shanghai,2024-05-22 00:00:00,Sunday,34699.9,79,59,44,7,7,25778,2000,0.800521,27778,-6921.9,4957.129,0.159091
Shanghai,2024-05-23 00:00:00,Monday,40932.87,101,73,81,11,8,24305,5823,0.736034,30128,-10804.9,3721.17,0.135802
Shanghai,2024-05-24 00:00:00,Tuesday,40265.53,77,50,71,13,10,19218,0,0.477282,19218,-21047.5,3097.348,0.183099
Shanghai,2024-05-25 00:00:00,Wednesday,38523.17,74,49,58,18,14,30743,8309,1.013728,39052,528.829,2140.176,0.310345
Shanghai,2024-05-26 00:00:00,Thursday,42768.03,83,62,61,21,17,37142,36662,1.725682,73804,31035.97,2036.573,0.344262
Shanghai,2024-05-27 00:00:00,Friday,45724.06,81,50,53,20,16,59443,1699,1.337195,61142,15417.94,2286.203,0.377358
Shanghai,2024-05-28 00:00:00,Saturday,52829.95,113,83,83,23,17,60470,33126,1.771647,93596,40766.05,2296.954,0.277108
Shanghai,2024-05-29 00:00:00,Sunday,62185.32,157,99,93,20,11,22623.2,25499,0.773851,48122.2,-14063.1,3109.266,0.215054
Shanghai,2024-05-30 00:00:00,Monday,62827.89,155,126,118,23,16,137642,22534,2.549441,160176,97348.11,2731.647,0.194915
Shanghai,2024-05-31 00:00:00,Tuesday,63961.78,148,98,101,16,12,51336,-680,0.791973,50656,-13305.8,3997.611,0.158416
Shenzhen,2024-05-01 00:00:00,Sunday,18848.14,49,39,23,29,26,46118,37188,4.419853,83306,64457.86,649.9359,1.26087
Shenzhen,2024-05-02 00:00:00,Monday,20891.61,80,68,54,14,12,28371,-5188,1.10968,23183,2291.392,1492.258,0.259259
Shenzhen,2024-05-03 00:00:00,Tuesday,22718.89,63,50,26,9,9,36563,26499,2.775752,63062,40343.11,2524.321,0.346154
Shenzhen,2024-05-04 00:00:00,Wednesday,26115.52,86,73,36,7,7,83429.99,9495,3.558229,92924.99,66809.47,3730.788,0.194444
Shenzhen,2024-05-05 00:00:00,Thursday,23735.86,76,61,59,7,5,6958,0,0.293143,6958,-16777.9,3390.838,0.118644
Shenzhen,2024-05-06 00:00:00,Friday,24757.4,79,62,44,8,8,15893.5,0,0.64197,15893.5,-8863.9,3094.675,0.181818
Shenzhen,2024-05-07 00:00:00,Saturday,25362.67,80,69,33,18,15,34025,-16588,0.687507,17437,-7925.67,1409.037,0.545455
Shenzhen,2024-05-08 00:00:00,Sunday,32394.48,119,95,60,26,17,40680.8,-6705,1.048815,33975.8,1581.323,1245.941,0.433333
Shenzhen,2024-05-09 00:00:00,Monday,26589.64,74,62,40,18,15,46890,-13140,1.269291,33750,7160.361,1477.202,0.45
Shenzhen,2024-05-10 00:00:00,Tuesday,35456.31,103,77,49,18,16,84679,12400,2.737989,97079,61622.69,1969.795,0.367347
Shenzhen,2024-05-11 00:00:00,Wednesday,28902.54,93,79,62,13,8,9135,19119,0.977561,28254,-648.541,2223.272,0.209677
Shenzhen,2024-05-12 00:00:00,Thursday,26462.66,74,59,34,18,16,57944,0,2.189652,57944,31481.34,1470.148,0.529412
Shenzhen,2024-05-13 00:00:00,Friday,22138.32,63,48,38,11,11,22562,17930,1.829045,40492,18353.68,2012.575,0.289474
Shenzhen,2024-05-14 00:00:00,Saturday,38393.4,87,61,42,22,19,139370,-11661.6,3.326311,127708.4,89315,1745.154,0.52381
Shenzhen,2024-05-15 00:00:00,Sunday,29880.34,88,75,41,23,17,50695,16498,2.248736,67193,37312.66,1299.145,0.560976
Shenzhen,2024-05-16 00:00:00,Monday,24023.33,82,67,48,23,17,138305.3,0,5.757126,138305.3,114282,1044.493,0.479167
Shenzhen,2024-05-17 00:00:00,Tuesday,28348.03,74,55,49,21,15,26791,4800,1.114399,31591,3242.973,1349.906,0.428571
Shenzhen,2024-05-18 00:00:00,Wednesday,24168.66,84,68,67,28,22,41762,4200,1.901719,45962,21793.34,863.1665,0.41791
Shenzhen,2024-05-19 00:00:00,Thursday,29230.23,82,68,59,17,8,31440,280,1.085178,31720,2489.77,1719.425,0.288136
Shenzhen,2024-05-20 00:00:00,Friday,25079.69,66,51,35,5,3,7462,500,0.317468,7962,-17117.7,5015.939,0.142857
Shenzhen,2024-05-21 00:00:00,Saturday,16969.44,49,41,31,1,1,280,0,0.0165,280,-16689.4,16969.44,0.032258
Shenzhen,2024-05-22 00:00:00,Sunday,9573.546,29,24,29,0,0,0,0,0,0,-9573.55,-,0
Shenzhen,2024-05-23 00:00:00,Monday,8395.825,29,23,19,2,2,1879,7500,1.117103,9379,983.1753,4197.912,0.105263
Shenzhen,2024-05-24 00:00:00,Tuesday,6859.803,29,25,22,4,2,11590.8,4980,2.415638,16570.8,9710.997,1714.951,0.181818
Shenzhen,2024-05-25 00:00:00,Wednesday,18055.15,70,53,34,6,3,9178,22800,1.771129,31978,13922.85,3009.192,0.176471
Shenzhen,2024-05-26 00:00:00,Thursday,19087.94,66,56,26,5,3,3313,9300,0.660784,12613,-6474.94,3817.587,0.192308
Shenzhen,2024-05-27 00:00:00,Friday,23514.81,73,52,49,14,12,58040.1,0,2.468236,58040.1,34525.29,1679.629,0.285714
Shenzhen,2024-05-28 00:00:00,Saturday,25972.31,94,68,44,9,7,37077,0,1.427559,37077,11104.69,2885.812,0.204545
Shenzhen,2024-05-29 00:00:00,Sunday,24820.12,96,82,66,13,9,69218,0,2.788786,69218,44397.88,1909.24,0.19697
Shenzhen,2024-05-30 00:00:00,Monday,25409.7,91,78,74,13,13,22750,999,0.934643,23749,-1660.7,1954.592,0.175676
Shenzhen,2024-05-31 00:00:00,Tuesday,32831.14,129,111,79,28,24,27247,23500,1.545697,50747,17915.86,1172.541,0.35443
Taizhou,2024-05-01 00:00:00,Sunday,6261.411,26,14,7,4,2,980,-400,0.092631,580,-5681.41,1565.353,0.571429
Taizhou,2024-05-02 00:00:00,Monday,8082.873,20,19,10,2,1,9000,47000,6.92823,56000,47917.13,4041.436,0.2
Taizhou,2024-05-03 00:00:00,Tuesday,6839.946,13,10,7,1,1,10000,10000,2.924,20000,13160.05,6839.946,0.142857
Taizhou,2024-05-04 00:00:00,Wednesday,7433.256,30,23,12,0,0,0,36968,4.973325,36968,29534.74,-,0
Taizhou,2024-05-05 00:00:00,Thursday,7009.207,21,14,8,1,1,500,0,0.071335,500,-6509.21,7009.207,0.125
Taizhou,2024-05-06 00:00:00,Friday,8686.913,23,16,12,1,0,0,4000,0.460463,4000,-4686.91,8686.913,0.083333
Taizhou,2024-05-07 00:00:00,Saturday,7386.376,16,14,8,5,4,21360,0,2.89181,21360,13973.62,1477.275,0.625
Taizhou,2024-05-08 00:00:00,Sunday,8356.831,27,18,15,1,1,4679,39100,5.238708,43779,35422.17,8356.831,0.066667
Taizhou,2024-05-09 00:00:00,Monday,5382.371,13,11,7,1,1,480,0,0.08918,480,-4902.37,5382.371,0.142857
Taizhou,2024-05-10 00:00:00,Tuesday,7307.796,24,14,7,2,1,11799,0,1.614577,11799,4491.204,3653.898,0.285714
Taizhou,2024-05-11 00:00:00,Wednesday,8139.67,28,24,11,1,1,2999,0,0.368442,2999,-5140.67,8139.67,0.090909
Taizhou,2024-05-12 00:00:00,Thursday,7173.968,28,15,7,2,2,15180,0,2.115984,15180,8006.032,3586.984,0.285714
Taizhou,2024-05-13 00:00:00,Friday,7862.951,24,10,3,1,1,2999,0,0.381409,2999,-4863.95,7862.951,0.333333
Taizhou,2024-05-14 00:00:00,Saturday,4812.259,17,9,0,4,3,13060,31000,9.155783,44060,39247.74,1203.065,-
Taizhou,2024-05-15 00:00:00,Sunday,3930.875,12,6,3,2,0,-520,0,-0.13229,-520,-4450.87,1965.437,0.666667
Taizhou,2024-05-16 00:00:00,Monday,1982.55,9,3,1,0,0,0,0,0,0,-1982.55,-,0
Taizhou,2024-05-17 00:00:00,Tuesday,1335.24,9,7,0,3,2,2880,0,2.156916,2880,1544.76,445.08,-
Taizhou,2024-05-18 00:00:00,Wednesday,2057.9,7,4,4,0,0,0,0,0,0,-2057.9,-,0
Taizhou,2024-05-19 00:00:00,Thursday,1345.67,8,5,1,3,2,4153,0,3.086195,4153,2807.33,448.5567,3
Taizhou,2024-05-20 00:00:00,Friday,1856,7,5,0,2,1,8160,0,4.396552,8160,6304,928,-
Taizhou,2024-05-21 00:00:00,Saturday,508.77,2,1,0,0,0,0,0,0,0,-508.77,-,-
Taizhou,2024-05-22 00:00:00,Sunday,307.45,0,0,0,0,0,0,0,0,0,-307.45,-,-
Taizhou,2024-05-23 00:00:00,Monday,1357.1,7,2,0,0,0,0,0,0,0,-1357.1,-,-
Taizhou,2024-05-24 00:00:00,Tuesday,1664.86,10,7,0,1,1,15520,0,9.322105,15520,13855.14,1664.86,-
Taizhou,2024-05-25 00:00:00,Wednesday,1778.32,8,5,4,1,1,1980,0,1.11341,1980,201.68,1778.32,0.25
Taizhou,2024-05-26 00:00:00,Thursday,789.14,6,5,4,1,1,9480,3200,16.06812,12680,11890.86,789.14,0.25
Taizhou,2024-05-27 00:00:00,Friday,1553.59,7,2,3,3,2,789,0,0.507856,789,-764.59,517.8633,1
Taizhou,2024-05-28 00:00:00,Saturday,1791.97,4,2,0,0,0,0,0,0,0,-1791.97,-,-
Taizhou,2024-05-29 00:00:00,Sunday,2961.78,13,12,2,1,1,5040,0,1.701679,5040,2078.22,2961.78,0.5
Taizhou,2024-05-30 00:00:00,Monday,5360.49,26,17,7,0,0,0,0,0,0,-5360.49,-,0
Taizhou,2024-05-31 00:00:00,Tuesday,5849.79,17,12,12,10,10,18348,8680,4.620337,27028,21178.21,584.979,0.833333
Wenzhou,2024-05-01 00:00:00,Sunday,33171.46,135,90,77,18,15,74723,1174.9,2.288048,75897.9,42726.44,1842.859,0.233766
Wenzhou,2024-05-02 00:00:00,Monday,36173.27,142,94,85,16,10,55555,2380,1.601597,57935,21761.73,2260.829,0.188235
Wenzhou,2024-05-03 00:00:00,Tuesday,34146.32,126,78,65,17,14,35321.5,11960,1.384673,47281.5,13135.18,2008.607,0.261538
Wenzhou,2024-05-04 00:00:00,Wednesday,32805.67,105,54,61,16,11,43942,-10100,1.03159,33842,1036.328,2050.355,0.262295
Wenzhou,2024-05-05 00:00:00,Thursday,38567.78,133,73,79,13,9,50081,3880,1.399121,53961,15393.22,2966.752,0.164557
Wenzhou,2024-05-06 00:00:00,Friday,39086.02,136,69,77,21,15,82656,8523,2.332778,91179,52092.98,1861.239,0.272727
Wenzhou,2024-05-07 00:00:00,Saturday,40857.31,129,69,59,25,21,79164,1877,1.983513,81041,40183.69,1634.292,0.423729
Wenzhou,2024-05-08 00:00:00,Sunday,36477.85,114,56,54,24,20,106583,99,2.92457,106682,70204.15,1519.91,0.444444
Wenzhou,2024-05-09 00:00:00,Monday,33151.3,107,57,44,10,9,24917,18758,1.317444,43675,10523.7,3315.13,0.227273
Wenzhou,2024-05-10 00:00:00,Tuesday,35722.35,121,71,59,7,3,2179,274,0.068669,2453,-33269.3,5103.192,0.118644
